Orthogroup	gene_id	Accession_number	db_source	pident	alnlen	qcovhsp	scovhsp	evalue	bitscore
OG0000277	HTCC1002_01055	Q4FP39	Swiss-Prot	100	130	100	100	1.02e-83	243
OG0000278	HTCC9565_00543	A0ABX1T2Y8	TrEMBL	100	472	100	100	0	915
OG0000279	NP1_00612	A0A6H1Q1G0	TrEMBL	100	360	100	100	2.54e-261	718
OG0000280	HTCC1002_00995	Q1V144	TrEMBL	100	256	100	100	7.379999999999999e-170	478
OG0000281	HTCC1040_01050	Q4FLD7	Swiss-Prot	100	180	100	100	8.669999999999999e-116	328
OG0000282	NP1_01074	A0A6H1Q2N6	TrEMBL	100	107	100	100	7.009999999999999e-66	203
OG0000283	HTCC1002_01074	Q1V0W4	TrEMBL	100	350	100	100	1.95e-244	674
OG0000284	NP1_00501	A0A6H1Q328	TrEMBL	100	273	100	100	2.5199999999999997e-190	531
OG0000285	NP1_00493	A0A6H1Q147	TrEMBL	100	619	100	100	0	1118
OG0000286	NP1_01149	A0A6H1Q4W2	TrEMBL	100	458	100	100	0	905
OG0000287	HTCC1013_00405	Q4FNA6	Swiss-Prot	100	368	100	100	8.839999999999999e-262	713
OG0000288	HTCC9565_00158	A0ABX1SYW7	TrEMBL	100	333	100	100	1.3799999999999997e-224	623
OG0000289	NP1_00618	A0A6H1Q1G4	TrEMBL	100	326	100	100	1.1099999999999997e-231	640
OG0000290	HTCC1002_00944	Q1V194	TrEMBL	100	197	100	100	6.28e-135	385
OG0000291	HTCC1002_00922	Q1V1B6	TrEMBL	100	186	100	100	8.359999999999998e-130	371
OG0000292	ETNP2013_S02_SV82_300m_MAG_01_00702	A0A381Z3N6	TrEMBL	100	167	100	99.4	2.9900000000000002e-123	353
OG0000293	HTCC1002_00835	Q4FNH7	Swiss-Prot	100	68	100	100	8.17e-41	130
OG0000294	HTCC1062_00447	Q4FNH3	Swiss-Prot	100	602	100	100	0	1185
OG0000295	HTCC1013_00680	Q4FP11	TrEMBL	100	452	100	100	5.91e-305	846
OG0000296	HTCC1013_00581	Q4FNR4	TrEMBL	100	264	100	100	2.5e-181	508
OG0000297	NP1_01094	A0A6H1Q2Q6	TrEMBL	100	270	100	100	7.329999999999999e-202	560
OG0000298	HTCC1013_00712	Q4FP37	Swiss-Prot	100	291	100	100	2.7199999999999998e-199	549
OG0000299	HTCC1002_00638	Q1V238	TrEMBL	100	338	100	100	3.9599999999999986e-247	680
OG0000300	HTCC9565_00746	A0ABX1T0G1	TrEMBL	100	306	100	100	9.7e-216	598
OG0000301	HTCC9565_00713	A0ABX1T0D5	TrEMBL	100	314	100	100	7.449999999999999e-224	619
OG0000302	NP1_01170	A0A6H1Q3L8	TrEMBL	100	243	100	100	1.0199999999999998e-165	466
OG0000303	HTCC9565_00155	A0ABX1T0M5	TrEMBL	100	350	100	100	5.009999999999998e-247	681
OG0000304	HTCC1062_01211	Q4FLD4	TrEMBL	100	199	100	100	6.559999999999999e-147	415
OG0000305	NP1_00306	A0A6H1Q0W8	TrEMBL	100	103	100	100	3.69e-57	181
OG0000306	HTCC9565_00298	A0ABX1T0L8	TrEMBL	100	65	100	100	2.35e-27	102
OG0000307	HTCC9565_00156	A0ABX1T1E6	TrEMBL	100	632	100	100	0	1199
OG0000308	HTCC9565_00366	A0ABX1SZF8	TrEMBL	100	464	100	100	0	895
OG0000309	HTCC9565_00337	A0ABX1SZC8	TrEMBL	100	118	100	100	1.11e-74	226
OG0000310	HTCC1062_00453	Q4FNG8	TrEMBL	100	324	100	100	4.209999999999999e-235	649
OG0000311	HTCC1002_00825	A0A6H1Q296	TrEMBL	100	175	100	100	1.2599999999999997e-130	372
OG0000312	HTCC1062_00257	Q4FP10	Swiss-Prot	100	274	100	100	1.6499999999999998e-196	540
OG0000313	HTCC1002_00998	A0A6H1Q430	TrEMBL	100	106	100	100	2.5499999999999996e-72	219
OG0000314	HTCC9565_00554	A0ABX1T2W7	TrEMBL	100	239	100	100	1.6499999999999998e-178	498
OG0000315	HTCC1002_00639	Q1V237	TrEMBL	100	106	100	100	2.1800000000000002e-73	222
OG0000316	AG-913-C03_01012	Q4PJ87	TrEMBL	100	329	100	100	6.7599999999999995e-239	659
OG0000317	NP1_01249	A0A6H1Q350	TrEMBL	100	591	100	100	0	1154
OG0000318	HTCC9565_00105	A0ABX1T2S6	TrEMBL	100	889	100	100	0	1747
OG0000319	HTCC1062_01170	Q4FLH5	TrEMBL	100	484	100	100	0	978
OG0000320	HTCC1013_01375	Q4FPB0	Swiss-Prot	100	166	100	100	1.6e-111	317
OG0000321	NP1_00796	A0A6H1Q2J4	TrEMBL	100	417	100	100	1.1799999999999999e-288	792
OG0000322	HTCC9565_01078	A0ABX1T5D5	TrEMBL	100	426	100	100	9.5e-295	808
OG0000323	HTCC1002_00541	Q1V2D6	TrEMBL	100	730	100	100	0	1358
OG0000324	NP1_00308	A0A6H1Q193	TrEMBL	100	161	100	100	2.2599999999999997e-90	269
OG0000325	HTCC9565_00731	A0ABX1T0E7	TrEMBL	100	159	100	100	3.8399999999999994e-106	309
OG0000326	HTCC9565_00714	A0ABX1T0D4	TrEMBL	100	317	100	100	1.6999999999999997e-226	626
OG0000327	HTCC9565_00454	A0ABX1T261	TrEMBL	100	696	100	100	0	1298
OG0000328	HTCC9565_01094	A0ABX1T2X4	TrEMBL	100	313	100	100	5.43e-221	612
OG0000329	HTCC1002_01043	Q1V0Z6	TrEMBL	100	497	100	100	0	984
OG0000330	HTCC9565_00742	A0ABX1T3H3	TrEMBL	100	303	100	100	3.5e-212	589
OG0000331	NP1_00959	A0A6H1Q4Q2	TrEMBL	100	518	100	100	0	1002
OG0000332	HTCC9565_00430	A0ABX1SZM1	TrEMBL	100	422	100	100	1.71e-295	810
OG0000333	HTCC9565_00472	A0ABX1SZQ7	TrEMBL	100	96	100	100	3.0399999999999994e-55	175
OG0000334	ETNP2013_S02_SV82_300m_MAG_01_00563	A0A381Q5X5	TrEMBL	100	210	100	100	1.19e-134	385
OG0000335	HTCC1002_00340	Q4FM39	Swiss-Prot	100	538	100	100	0	1065
OG0000336	HTCC1002_00295	Q1UZ43	TrEMBL	100	959	100	100	0	1890
OG0000337	HTCC1062_00108	Q4FPG0	Swiss-Prot	100	281	100	100	2.08e-198	546
OG0000338	HTCC9565_00433	A0ABX1T2J7	TrEMBL	100	333	100	100	1.5499999999999998e-246	678
OG0000339	HTCC9565_00391	A0ABX1T0W5	TrEMBL	100	737	100	100	0	1365
OG0000340	HTCC9565_00904	A0ABX1T0W2	TrEMBL	100	98	100	100	2.37e-62	193
OG0000341	HTCC9565_00467	A0ABX1T144	TrEMBL	100	137	100	100	3.34e-94	277
OG0000342	NP1_00129	A0A6H1Q0J4	TrEMBL	100	485	100	100	0	950
OG0000343	HTCC9565_00176	A0ABX1SYX5	TrEMBL	100	246	100	100	3.42e-170	478
OG0000344	HTCC1002_00655	Q1V221	TrEMBL	100	290	100	100	3.87e-198	552
OG0000345	HTCC1002_00220	Q4FLS1	Swiss-Prot	100	293	100	100	1.3699999999999998e-209	575
OG0000346	HTCC1013_00547	Q1V1E6	TrEMBL	100	530	100	100	0	1006
OG0000347	NP1_00112	A0A6H1Q0R6	TrEMBL	100	342	100	100	6.779999999999999e-241	665
OG0000348	HTCC1002_00997	Q4FNX9	TrEMBL	100	183	100	100	8.04e-122	350
OG0000349	HTCC1002_01052	Q4FP36	Swiss-Prot	100	511	100	100	0	969
OG0000350	HTCC1002_01187	Q4FPH1	TrEMBL	100	310	100	100	1.48e-212	590
OG0000351	NP1_00732	A0A6H1Q3N7	TrEMBL	100	403	100	100	6.180000000000001e-277	761
OG0000352	HTCC9565_00184	A0ABX1T0B5	TrEMBL	100	362	100	100	8.229999999999999e-243	671
OG0000353	NP1_00909	A0A6H1Q2L8	TrEMBL	100	211	100	100	2.8999999999999997e-131	377
OG0000354	HTCC9565_00498	A0ABX1T2U6	TrEMBL	100	625	100	100	0	1192
OG0000355	HTCC1013_00652	Q4FNY3	Swiss-Prot	100	139	100	100	2.34e-91	263
OG0000356	ETNP2013_S02_SV82_300m_MAG_01_00107	A0A381TXZ7	TrEMBL	100	465	100	100	0	937
OG0000357	HTCC1002_00315	Q4FM17	TrEMBL	100	73	100	100	1.3399999999999998e-43	144
OG0000358	NP1_01204	A0A6H1Q5E9	TrEMBL	100	220	100	100	1.93e-163	459
OG0000359	HTCC1062_00161	Q4FPA7	TrEMBL	100	272	100	100	4.5599999999999996e-197	548
OG0000360	HTCC9565_00637	A0ABX1T068	TrEMBL	100	167	100	100	1.7399999999999999e-115	333
OG0000361	HTCC1062_00009	Q4FPM6	TrEMBL	100	291	100	100	6.279999999999999e-209	580
OG0000362	NP1_00932	A0A6H1Q2K1	TrEMBL	100	372	100	100	6.6699999999999985e-279	763
OG0000363	NP1_00842	A0A6H1Q4E1	TrEMBL	100	1501	100	100	0	2957
OG0000364	HTCC1062_00212	Q4FP55	TrEMBL	100	458	100	100	0	867
OG0000365	HTCC1002_00498	Q1V2H9	TrEMBL	100	280	100	100	4.2499999999999997e-206	572
OG0000366	HTCC9565_00116	A0ABX1SYS5	TrEMBL	100	180	100	100	5.659999999999999e-116	335
OG0000367	HTCC9565_01270	A0ABX1T3T6	TrEMBL	100	551	100	100	0	1113
OG0000368	HTCC9565_01238	A0ABX1T3C1	TrEMBL	100	314	100	100	3.439999999999999e-229	633
OG0000369	HTCC1002_00551	Q1V2C6	TrEMBL	100	119	100	100	1.2400000000000001e-85	254
OG0000370	HTCC9565_00136	A0ABX1T099	TrEMBL	100	277	100	100	3.9999999999999995e-189	528
OG0000371	HTCC9565_00720	A0ABX1T3D1	TrEMBL	100	153	100	100	1.2e-97	287
OG0000372	NP1_01128	A0A6H1Q338	TrEMBL	100	421	100	100	1.9e-305	852
OG0000373	HTCC9565_00269	A0ABX1T1N5	TrEMBL	100	383	100	100	1e-265	731
OG0000374	HTCC1013_00445	Q4FND8	TrEMBL	100	350	100	100	4.1099999999999995e-246	679
OG0000375	NP1_00993	A0A6H1Q2U6	TrEMBL	100	114	100	100	3.3599999999999998e-74	224
OG0000376	HTCC9565_00704	A0ABX1T0B6	TrEMBL	100	624	100	100	0	1220
OG0000377	HTCC9565_00629	A0ABX1T332	TrEMBL	100	589	100	100	0	1135
OG0000378	NP1_01048	A0A6H1Q384	TrEMBL	100	466	100	100	0	899
OG0000379	HTCC1002_00576	Q1V2A1	TrEMBL	100	493	100	100	0	984
OG0000380	HTCC1002_01156	Q1V0N2	TrEMBL	100	322	100	100	7.809999999999999e-230	635
OG0000381	NP1_00480	A0A6H1Q137	TrEMBL	100	156	100	100	3.8699999999999997e-109	316
OG0000382	NP1_01079	A0A6H1Q2P2	TrEMBL	100	187	100	100	1.38e-124	358
OG0000383	HTCC9565_00560	A0ABX1T2F2	TrEMBL	100	253	100	100	1.4e-177	497
OG0000384	HTCC9565_00552	A0ABX1SZX7	TrEMBL	100	84	100	100	2.91e-52	167
OG0000385	HTCC1002_01058	Q4FP42	TrEMBL	100	116	100	100	1.3599999999999999e-74	226
OG0000386	NP1_00224	A0A6H1Q2N4	TrEMBL	100	295	100	100	9.67e-190	531
OG0000387	HTCC9565_00764	A0ABX1T2C8	TrEMBL	100	288	100	100	3.3399999999999995e-182	512
OG0000388	HTCC1002_01185	Q1V0K3	TrEMBL	100	186	100	100	4.139999999999999e-130	372
OG0000389	NP1_01169	A0A6H1Q4Y1	TrEMBL	100	186	100	100	2.2099999999999998e-125	360
OG0000390	HTCC9565_00673	A0ABX1T089	TrEMBL	100	857	100	100	0	1548
OG0000391	NP1_01158	A0A6H1Q368	TrEMBL	100	168	100	100	3.31e-100	295
OG0000392	HTCC1040_00145	Q4FNW2	TrEMBL	100	350	100	100	2.74e-260	714
OG0000393	HTCC9565_00172	A0ABX1T2D7	TrEMBL	100	392	100	100	2.06e-274	754
OG0000394	HTCC9565_00763	A0ABX1T0H2	TrEMBL	100	366	100	100	8.809999999999999e-240	664
OG0000395	ETNP2013_S02_SV82_300m_MAG_01_00150	A0A381U1H8	TrEMBL	100	179	100	100	4.49e-117	338
OG0000396	HTCC1013_00595	Q4FNS8	Swiss-Prot	100	140	100	100	1.71e-98	281
OG0000397	HTCC1002_00908	Q1V1D0	TrEMBL	100	287	100	100	8.8e-198	551
OG0000398	HTCC9565_00393	A0ABX1T1A0	TrEMBL	100	389	100	100	3.34e-283	776
OG0000399	HTCC1002_00203	Q4FLQ5	Swiss-Prot	100	151	100	100	1.48e-102	293
OG0000400	HTCC9565_00500	A0ABX1T2A2	TrEMBL	100	124	100	100	4.96e-83	248
OG0000401	HTCC1002_00858	Q1V1I0	TrEMBL	100	568	100	100	0	1113
OG0000402	NP1_00963	A0A6H1Q3K6	TrEMBL	100	219	100	100	1.3999999999999997e-151	429
OG0000403	HTCC9565_00286	A0ABX1SZ78	TrEMBL	100	229	100	100	3.83e-154	436
OG0000404	HTCC1002_00777	Q1V1Q6	TrEMBL	100	442	100	100	3.53e-305	836
OG0000405	HTCC9565_00039	A0ABX1T0E3	TrEMBL	100	485	100	100	0	945
OG0000406	HTCC1002_00190	Q4FLP2	Swiss-Prot	100	145	100	100	3.8099999999999997e-93	268
OG0000407	HTCC1013_01045	Q4FLD3	TrEMBL	100	170	100	100	6.110000000000001e-97	286
OG0000408	HTCC9565_00550	A0ABX1SZX3	TrEMBL	100	368	100	100	1.3999999999999997e-253	699
OG0000409	NP1_00864	A0A6H1Q2D6	TrEMBL	100	171	100	100	2.65e-121	348
OG0000410	HTCC1062_00179	Q4FP88	TrEMBL	100	691	100	100	0	1387
OG0000411	HTCC1013_01046	Q4FLD2	TrEMBL	100	184	100	100	6.919999999999999e-137	389
OG0000412	HTCC9565_00732	A0ABX1T0E4	TrEMBL	100	496	100	100	0	928
OG0000413	HTCC9565_00728	A0ABX1T2W8	TrEMBL	100	260	100	100	1.3499999999999996e-183	513
OG0000414	HTCC1002_01247	Q1V0E3	TrEMBL	100	197	100	100	7.029999999999999e-132	377
OG0000415	HTCC9565_00693	A0ABX1T1Q5	TrEMBL	100	232	100	100	2.79e-153	434
OG0000416	HTCC1002_01145	Q1V0P3	TrEMBL	100	233	100	100	7.19e-161	453
OG0000417	HTCC1002_00188	Q4FLP0	Swiss-Prot	100	150	100	100	2.25e-92	267
OG0000418	HTCC1002_01000	Q1V139	TrEMBL	100	75	100	100	7.39e-42	140
OG0000419	HTCC1002_01042	Q1V0Z7	TrEMBL	100	257	100	100	2.2599999999999995e-194	540
OG0000420	HTCC9565_00444	A0ABX1SZM8	TrEMBL	100	455	100	100	2.34e-305	855
OG0000421	HTCC9565_00575	A0ABX1T2H0	TrEMBL	100	512	100	100	0	951
OG0000422	HTCC9565_01004	A0ABX1T186	TrEMBL	100	730	100	100	0	1461
OG0000423	HTCC1062_01329	Q4FL16	TrEMBL	100	473	100	100	0	983
OG0000424	HTCC1062_01219	Q4FLC6	TrEMBL	100	310	100	100	4.489999999999999e-223	617
OG0000425	HTCC9565_00553	A0ABX1SZX2	TrEMBL	100	156	100	100	5.66e-93	275
OG0000426	HTCC9565_01254	A0ABX1T4X4	TrEMBL	100	261	100	100	2.3199999999999994e-180	505
OG0000427	HTCC1002_00361	Q4FM55	Swiss-Prot	100	225	100	100	3.04e-154	429
OG0000428	HTCC1002_00262	Q1UZ72	TrEMBL	100	318	100	100	3.3999999999999995e-222	615
OG0000429	HTCC1002_01178	Q4FPG2	Swiss-Prot	100	158	100	100	2.23e-105	300
OG0000430	ETNP2013_S02_SV82_300m_MAG_01_00301	A0A381QY20	TrEMBL	100	196	100	100	1.0399999999999999e-128	369
OG0000431	AG-917-C08_01247	Q4PJ71	TrEMBL	100	425	100	100	1.4799999999999999e-302	828
OG0000432	NP1_00309	A0A6H1Q0N1	TrEMBL	100	332	100	100	3.429999999999999e-229	634
OG0000433	HTCC1002_00362	Q1V2W4	TrEMBL	100	466	100	100	0	919
OG0000434	HTCC1002_00360	Q1V2W6	TrEMBL	100	263	100	100	2.0399999999999998e-175	493
OG0000435	HTCC9565_00669	A0ABX1T243	TrEMBL	100	196	100	100	2.74e-124	358
OG0000436	HTCC9565_00182	A0ABX1T2Z8	TrEMBL	100	465	100	100	0	882
OG0000437	NP1_00940	A0A6H1Q2B3	TrEMBL	100	140	100	100	1.0699999999999998e-87	261
OG0000438	HTCC9565_00420	A0ABX1T114	TrEMBL	100	371	100	100	3.6399999999999996e-246	681
OG0000439	HTCC9565_00045	A0ABX1T2L6	TrEMBL	100	262	100	100	2.2399999999999995e-183	513
OG0000440	NP1_00751	A0A6H1Q230	TrEMBL	100	323	100	100	1.7899999999999996e-215	599
OG0000441	HTCC9565_00790	A0ABX1T321	TrEMBL	100	204	100	100	2.74e-137	391
OG0000442	HTCC1062_01055	Q4FLT4	Swiss-Prot	100	436	100	100	0	869
OG0000443	HTCC9565_00686	A0ABX1T0A2	TrEMBL	100	275	100	100	1.27e-209	580
OG0000444	HTCC9565_00627	A0ABX1T043	TrEMBL	100	230	100	100	3.1699999999999993e-158	446
OG0000445	NP1_00645	A0A6H1Q1T2	TrEMBL	100	76	100	100	2.63e-49	159
OG0000446	HTCC1013_00834	Q4FLZ2	TrEMBL	100	370	100	100	3.3999999999999995e-271	744
OG0000447	HTCC1002_01271	Q1V0B9	TrEMBL	100	462	100	100	0	903
OG0000448	HTCC9565_00175	A0ABX1T0S8	TrEMBL	100	186	100	100	8.03e-128	366
OG0000449	HTCC9565_00390	A0ABX1T0Y2	TrEMBL	100	122	100	100	4.44e-76	230
OG0000450	HTCC1002_00187	Q4FLN9	Swiss-Prot	100	127	100	100	5.97e-86	249
OG0000451	HTCC1002_00536	Q1V2E1	TrEMBL	100	480	100	100	0	963
OG0000452	HTCC1013_00920	Q4FLQ8	Swiss-Prot	100	492	100	100	0	951
OG0000453	NP1_00646	A0A6H1Q3F9	TrEMBL	100	195	100	100	2.7599999999999997e-128	368
OG0000454	HTCC9565_00183	A0ABX1T0E0	TrEMBL	100	102	100	100	3.05e-60	188
OG0000455	HTCC1013_00510	Q1V1I2	TrEMBL	100	304	100	100	1.73e-192	539
OG0000456	HTCC9565_00896	A0ABX1T3C4	TrEMBL	100	398	100	100	3.5200000000000004e-269	741
OG0000457	NP1_01028	A0A6H1Q365	TrEMBL	100	228	100	100	1.8499999999999998e-165	464
OG0000458	HTCC9565_00470	A0ABX1T272	TrEMBL	100	232	100	100	3.07e-166	467
OG0000459	HTCC1013_00826	Q4FM00	TrEMBL	100	517	100	100	0	966
OG0000460	LSUCC0530_00918	A0A845SF83	TrEMBL	100	75	100	100	6.86e-38	130
OG0000461	HTCC9565_00416	A0ABX1SZK7	TrEMBL	100	194	100	100	2.3699999999999995e-133	380
OG0000462	HTCC9565_00402	A0ABX1SZI3	TrEMBL	100	180	100	100	6.659999999999999e-124	355
OG0000463	HTCC9565_00389	A0ABX1T3I0	TrEMBL	100	82	100	100	2.7399999999999997e-47	154
OG0000464	HTCC1002_00543	Q1V2D4	TrEMBL	100	777	100	100	0	1496
OG0000465	HTCC1062_00776	Q4FMK5	TrEMBL	100	480	100	100	0	956
OG0000466	NP1_01068	A0A6H1Q3A7	TrEMBL	100	298	100	100	1.79e-207	577
OG0000467	HTCC9565_00893	A0ABX1T2B8	TrEMBL	100	326	100	100	5.509999999999999e-232	641
OG0000468	NP1_00616	A0A6H1Q226	TrEMBL	100	310	100	100	1.01e-219	608
OG0000469	ME-17_00480	A0A845S6A7	TrEMBL	100	152	100	100	8.52e-102	297
OG0000470	HTCC1002_01266	Q1V0C4	TrEMBL	100	282	100	100	1.47e-198	553
OG0000471	HTCC1002_00575	Q4FMS0	TrEMBL	100	181	100	100	9.039999999999999e-118	340
OG0000472	NP1_00499	A0A6H1Q2P4	TrEMBL	100	132	100	100	4.29e-90	266
OG0000473	HTCC1002_01180	Q4FPG4	TrEMBL	100	153	100	100	8.18e-105	305
OG0000474	HTCC9565_00671	A0ABX1T0A9	TrEMBL	100	244	100	100	9.669999999999999e-160	451
OG0000475	HTCC9565_00663	A0ABX1T3A1	TrEMBL	100	314	100	100	2.14e-223	618
OG0000476	ME-17_00247	A0A845S4K5	TrEMBL	100	165	100	100	1.05e-115	333
OG0000477	NP1_00625	A0A6H1Q1R3	TrEMBL	100	351	100	100	4.08e-242	669
OG0000478	NP1_00902	A0A6H1Q2H1	TrEMBL	100	333	100	100	1.1599999999999998e-232	643
OG0000479	HTCC1002_00873	Q1V1G6	TrEMBL	100	107	100	100	7.89e-63	195
OG0000480	HTCC1002_00558	Q4FMQ3	TrEMBL	100	136	100	100	1.66e-89	265
OG0000481	NP1_00844	A0A6H1Q2F6	TrEMBL	100	256	100	100	8.829999999999999e-162	457
OG0000482	NP1_00087	A0A6H1Q0F3	TrEMBL	100	692	100	100	0	1373
OG0000483	HTCC1002_00540	Q1V2D7	TrEMBL	100	409	100	100	5.92e-294	805
OG0000484	HTCC1002_00538	Q1V2D9	TrEMBL	100	218	100	100	2.5399999999999995e-158	446
OG0000485	HTCC1002_00163	Q4FLL5	Swiss-Prot	100	156	100	100	3.1799999999999995e-104	297
OG0000486	HTCC1013_01212	Q4FKW6	TrEMBL	100	373	100	100	9.769999999999998e-252	695
OG0000487	HTCC1002_00031	Q4FLB9	Swiss-Prot	100	175	100	100	1.11e-120	340
OG0000488	NP1_01378	A0A6H1Q3V8	TrEMBL	100	342	100	100	1.3699999999999998e-240	664
OG0000489	HTCC1013_01242	Q4FPK5	Swiss-Prot	100	356	100	100	7.5e-257	700
OG0000490	HTCC9565_00927	A0ABX1T3F1	TrEMBL	100	108	100	100	1.9199999999999997e-68	209
OG0000491	AG-422-B15_00630	Q6UCQ7	TrEMBL	100	396	100	100	3.8e-288	789
OG0000492	HTCC1062_00224	Q4FP43	Swiss-Prot	100	180	100	100	6.42e-127	357
OG0000493	NP1_00221	A0A6H1Q115	TrEMBL	100	153	100	100	1.9299999999999998e-103	301
OG0000494	NP1_00159	A0A6H1Q1E7	TrEMBL	100	141	100	100	1.99e-97	285
OG0000495	HTCC9565_00265	A0ABX1T0L6	TrEMBL	100	286	100	100	2.76e-205	570
OG0000496	NP1_00641	A0A6H1Q2P9	TrEMBL	100	336	100	100	4.25e-241	665
OG0000497	HTCC9565_00453	A0ABX1T1G6	TrEMBL	100	185	100	100	3.03e-127	364
OG0000498	NP1_00347	A0A6H1Q101	TrEMBL	100	266	100	100	1.7099999999999998e-189	528
OG0000499	HTCC9565_00521	A0ABX1SZW2	TrEMBL	100	212	100	100	4.37e-147	417
OG0000500	NP1_01083	A0A6H1Q334	TrEMBL	100	235	100	100	2.1499999999999997e-163	460
OG0000501	HTCC1062_00896	Q4FM88	Swiss-Prot	100	391	100	100	2.12e-292	793
OG0000502	HTCC1002_01290	Q1V0A1	TrEMBL	100	655	100	100	0	1303
OG0000503	HTCC9565_00677	A0ABX1T1N9	TrEMBL	100	383	100	100	1.98e-272	748
OG0000504	NP1_01129	A0A6H1Q4T1	TrEMBL	100	62	100	100	6.79e-39	131
OG0000505	NP1_00639	A0A6H1Q1S9	TrEMBL	100	335	100	100	2.9699999999999997e-236	652
OG0000506	NP1_00635	A0A6H1Q1S2	TrEMBL	100	181	100	100	5.2699999999999996e-126	361
OG0000507	HTCC9565_00418	A0ABX1T2I4	TrEMBL	100	182	100	100	9.83e-127	363
OG0000508	HTCC9565_00310	A0ABX1T283	TrEMBL	100	159	100	100	1.4000000000000001e-117	338
OG0000509	HTCC1002_00186	Q4FLN8	Swiss-Prot	100	213	100	100	9.95e-154	427
OG0000510	NP1_00123	A0A6H1Q067	TrEMBL	100	191	100	100	1.13e-125	361
OG0000511	HTCC9565_01054	A0ABX1T4V1	TrEMBL	100	1390	100	100	0	2716
OG0000512	HTCC1002_01003	Q1V136	TrEMBL	100	173	100	100	3.91e-124	355
OG0000513	HTCC1013_00640	A0A6H1Q2P8	TrEMBL	100	126	100	100	5.509999999999999e-72	220
OG0000514	HTCC9565_01111	A0ABX1T2Y1	TrEMBL	100	758	100	100	0	1487
OG0000515	HTCC9565_01366	A0ABX1T5S3	TrEMBL	100	91	100	100	4.269999999999999e-55	174
OG0000516	HTCC9565_01290	A0ABX1T207	TrEMBL	100	422	100	100	1.37e-301	825
OG0000517	HTCC9565_01255	A0ABX1T3S5	TrEMBL	100	326	100	100	7.079999999999999e-159	456
OG0000518	HTCC1002_00191	Q4FLP3	TrEMBL	100	304	100	100	1.6799999999999996e-215	597
OG0000519	HTCC9565_00053	A0ABX1SYL3	TrEMBL	100	471	100	100	0	894
OG0000520	HTCC9565_00707	A0ABX1T1U9	TrEMBL	100	723	100	100	0	1415
OG0000521	HTCC1062_00160	Q4FPA8	TrEMBL	100	305	100	100	4.979999999999999e-213	591
OG0000522	HTCC9565_00142	A0ABX1SYV4	TrEMBL	100	208	100	100	1.87e-155	437
OG0000523	HTCC1002_00180	Q4FLN2	Swiss-Prot	100	131	100	100	1.0199999999999999e-88	256
OG0000524	NP1_01093	A0A6H1Q344	TrEMBL	100	305	100	100	6.489999999999999e-209	581
OG0000525	HTCC1002_01090	Q1V0U8	TrEMBL	100	238	100	90.2	6.299999999999999e-175	490
OG0000526	HTCC9565_01252	A0ABX1T3E8	TrEMBL	100	376	100	100	2.18e-261	719
OG0000527	HTCC1002_01254	Q1V0D6	TrEMBL	100	560	100	100	0	1078
OG0000528	HTCC1002_00878	Q1V1G1	TrEMBL	100	145	100	100	4.64e-98	287
OG0000529	HTCC1002_00184	Q4FLN6	Swiss-Prot	100	153	100	100	1.3e-97	280
OG0000530	HTCC9565_01076	A0ABX1T1C3	TrEMBL	100	170	100	100	1.26e-114	331
OG0000531	HTCC9565_01074	A0ABX1T1F3	TrEMBL	100	179	100	100	3.299999999999999e-119	343
OG0000532	HTCC9565_01065	A0ABX1T2S8	TrEMBL	100	226	100	100	9.489999999999998e-158	445
OG0000533	HTCC9565_01064	A0ABX1T2U5	TrEMBL	100	132	100	100	4.279999999999999e-81	243
OG0000534	NP1_00128	A0A6H1Q1B7	TrEMBL	100	95	100	100	2.07e-57	181
OG0000535	HTCC9565_01184	A0ABX1T1Q2	TrEMBL	100	275	100	100	8.18e-197	548
OG0000536	HTCC1002_00856	Q4FNJ3	TrEMBL	100	108	100	100	1.35e-77	233
OG0000537	HTCC9565_00745	A0ABX1T3Y5	TrEMBL	100	368	100	100	2.9899999999999998e-264	726
OG0000538	NP1_00806	A0A6H1Q3V7	TrEMBL	100	223	100	100	4.0499999999999995e-162	456
OG0000539	HTCC1002_00135	Q4FLJ2	TrEMBL	100	110	100	100	1.06e-75	228
OG0000540	HTCC1062_00946	Q4FM37	Swiss-Prot	100	418	100	100	3.16e-294	800
OG0000541	NP1_00181	A0A6H1Q1G7	TrEMBL	100	149	100	100	1.8e-97	286
OG0000542	HTCC9565_01144	A0ABX1T418	TrEMBL	100	162	100	100	7.719999999999999e-112	323
OG0000543	NP1_01171	A0A6H1Q2Y1	TrEMBL	100	561	100	100	0	1099
OG0000544	HTCC9565_00654	A0ABX1T230	TrEMBL	100	303	100	100	1.46e-204	570
OG0000545	HTCC9565_00455	A0ABX1T356	TrEMBL	100	365	100	100	6.959999999999999e-257	707
OG0000546	NP1_00102	A0A6H1Q0Q6	TrEMBL	100	101	100	100	8.46e-62	192
OG0000547	HTCC1002_00208	Q1UZC5	TrEMBL	100	301	100	100	3.26e-216	599
OG0000548	HTCC9565_00519	A0ABX1T1N2	TrEMBL	100	181	100	100	2.7799999999999996e-112	326
OG0000549	HTCC9565_00294	A0ABX1SZ88	TrEMBL	100	131	100	100	6.12e-85	253
OG0000550	HTCC1002_00119	Q1UZK9	TrEMBL	100	342	100	100	9.09e-255	700
OG0000551	NP1_01071	A0A6H1Q518	TrEMBL	100	481	100	100	0	894
