Orthogroup	gene_id	genome	Accession_number	db_source	structure_match_type	pident	qcovhsp	scovhsp	evalue	bitscore	afdb_available	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME
OG0000787	HTCC1062_00882	HTCC1062	Q4FM99	TrEMBL	Close sequence match	100	100	100	2.14e-126	362	TRUE	NA	NA	COG2062	SixA	Signal transduction mechanisms
OG0000787	NP1_00327	NP1	A0A6H1Q1U8	TrEMBL	Close sequence match	100	100	100	7.71e-126	361	TRUE	NA	NA	COG2062	SixA	Signal transduction mechanisms
OG0000788	HTCC1002_01158	HTCC1002	Q1V0N0	TrEMBL	Close sequence match	100	100	100	1.7e-203	568	TRUE	K21817	beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]	NA	NA	NA
OG0000788	NP1_01154	NP1	A0A6H1Q446	TrEMBL	Close sequence match	100	100	100	2.6e-202	565	TRUE	K21817	beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]	NA	NA	NA
OG0000788	HTCC1062_00126	HTCC1062	Q4FPE2	TrEMBL	Close sequence match	100	100	100	2.02e-195	547	TRUE	K21817	beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]	NA	NA	NA
OG0000789	NP1_01114	NP1	A0A6H1Q366	TrEMBL	Close sequence match	100	100	100	1.71e-160	452	TRUE	NA	NA	NA	NA	NA
OG0000789	HTCC1062_00167	HTCC1062	Q4FPA0	TrEMBL	Close sequence match	100	100	100	2.83e-159	449	TRUE	NA	NA	NA	NA	NA
OG0000789	HTCC1002_01116	HTCC1002	Q1V0S2	TrEMBL	Close sequence match	100	100	100	6.5e-146	413	TRUE	NA	NA	NA	NA	NA
OG0000790	HTCC1062_00978	HTCC1062	Q4FM08	TrEMBL	Close sequence match	100	100	100	5.88e-222	615	TRUE	NA	NA	COG1472	BglX	Carbohydrate transport and metabolism
OG0000790	NP1_00233	NP1	A0A6H1Q0Q5	TrEMBL	Close sequence match	100	100	100	5.88e-222	615	TRUE	NA	NA	COG1472	BglX	Carbohydrate transport and metabolism
OG0000790	HTCC1002_00306	HTCC1002	Q1UZ32	TrEMBL	Close sequence match	100	100	99.7	4.64e-221	612	TRUE	NA	NA	COG1472	BglX	Carbohydrate transport and metabolism
OG0000791	HTCC1062_01031	HTCC1062	Q4FLV8	TrEMBL	Close sequence match	100	100	100	4.34e-200	558	TRUE	NA	NA	COG0679	YfdV	General function prediction only
OG0000791	HTCC1002_00257	HTCC1002	Q1UZ77	TrEMBL	Close sequence match	100	100	100	3.56e-199	556	TRUE	NA	NA	COG0679	YfdV	General function prediction only
OG0000791	NP1_00185	NP1	A0A6H1Q0K3	TrEMBL	Close sequence match	100	100	100	4.15e-198	553	TRUE	K24180	malate permease and related proteins	COG0679	YfdV	General function prediction only
OG0000792	HTCC1002_00571	HTCC1002	Q4FMR6	Swiss-Prot	Close sequence match	100	100	100	3.64e-57	173	TRUE	K02963	small subunit ribosomal protein S18	COG0238	RpsR	Translation, ribosomal structure and biogenesis
OG0000793	NP1_00255	NP1	A0A6H1Q0S5	TrEMBL	Close sequence match	100	100	100	3.43e-256	707	TRUE	K09970	general L-amino acid transport system permease protein	COG4597	BatB	Amino acid transport and metabolism
OG0000793	HTCC1002_00325	HTCC1002	Q1UZ14	TrEMBL	Close sequence match	100	100	100	6.07e-250	691	TRUE	K09970	general L-amino acid transport system permease protein	COG4597	BatB	Amino acid transport and metabolism
OG0000794	NP1_00235	NP1	A0A6H1Q1L8	TrEMBL	Close sequence match	100	100	100	0	1142	TRUE	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	COG0018	ArgS	Translation, ribosomal structure and biogenesis
OG0000794	HTCC1002_00308	HTCC1002	Q1UZ30	TrEMBL	Close sequence match	100	100	100	0	1135	TRUE	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	COG0018	ArgS	Translation, ribosomal structure and biogenesis
OG0000794	HTCC1062_00976	HTCC1062	Q4FM10	Swiss-Prot	Close sequence match	100	100	100	0	1134	TRUE	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	COG0018	ArgS	Translation, ribosomal structure and biogenesis
OG0000795	NP1_00228	NP1	A0A6H1Q1Y9	TrEMBL	Close sequence match	100	100	100	2.03e-165	466	TRUE	K03118	sec-independent protein translocase protein TatC	COG0805	TatC	Intracellular trafficking, secretion, and vesicular transport
OG0000795	HTCC1002_00301	HTCC1002	Q4FM03	TrEMBL	Close sequence match	100	100	100	1.08e-161	457	TRUE	K03118	sec-independent protein translocase protein TatC	COG0805	TatC	Intracellular trafficking, secretion, and vesicular transport
OG0000796	HTCC1002_00248	HTCC1002	A0A6H1Q261	TrEMBL	Close sequence match	100	100	100	9.99e-37	126	TRUE	K02913	large subunit ribosomal protein L33	COG0267	RpmG	Translation, ribosomal structure and biogenesis
OG0000797	HTCC1002_00677	HTCC1002	Q4FN29	TrEMBL	Close sequence match	100	100	100	2.89e-73	225	TRUE	K09888	cell division protein ZapA	COG3027	ZapA	Cell cycle control, cell division, chromosome partitioning
OG0000797	NP1_00636	NP1	A0A6H1Q3F2	TrEMBL	Close sequence match	100	100	100	2.89e-73	225	TRUE	K09888	cell division protein ZapA	COG3027	ZapA	Cell cycle control, cell division, chromosome partitioning
OG0000798	HTCC1002_00647	HTCC1002	Q1V229	TrEMBL	Close sequence match	100	100	100	0	1718	TRUE	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]	COG0574	PpsA	Carbohydrate transport and metabolism
OG0000798	HTCC1062_00632	HTCC1062	Q4FN00	TrEMBL	Close sequence match	100	100	100	0	1718	TRUE	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]	COG0574	PpsA	Carbohydrate transport and metabolism
OG0000798	NP1_00606	NP1	A0A6H1Q216	TrEMBL	Close sequence match	100	100	100	0	1715	TRUE	K01006	pyruvate, orthophosphate dikinase [EC:2.7.9.1]	COG0574	PpsA	Carbohydrate transport and metabolism
OG0000799	HTCC1002_00954	HTCC1002	Q4FNU0	TrEMBL	Close sequence match	100	100	100	3.12e-118	340	TRUE	NA	NA	COG0456	RimI	Translation, ribosomal structure and biogenesis
OG0000799	NP1_00952	NP1	A0A6H1Q2M1	TrEMBL	Close sequence match	100	100	100	3.12e-118	340	TRUE	NA	NA	COG0456	RimI	Translation, ribosomal structure and biogenesis
OG0000800	HTCC1002_00209	HTCC1002	Q4FLR1	TrEMBL	Close sequence match	100	100	100	1.64e-305	863	TRUE	NA	NA	COG0534	NorM	Defense mechanisms
OG0000801	HTCC1002_00010	HTCC1002	Q1UZX1	TrEMBL	Close sequence match	100	100	100	3.78e-241	665	TRUE	K02012	iron(III) transport system substrate-binding protein	COG1840	AfuA	Carbohydrate transport and metabolism
OG0000801	HTCC1013_01082	HTCC1013	Q4FL96	TrEMBL	Close sequence match	100	100	100	3.78e-241	665	TRUE	K02012	iron(III) transport system substrate-binding protein	COG1840	AfuA	Carbohydrate transport and metabolism
OG0000802	NP1_00229	NP1	A0A6H1Q0P8	TrEMBL	Close sequence match	100	100	100	7.79e-43	142	TRUE	NA	NA	COG1826	TatA	Intracellular trafficking, secretion, and vesicular transport
OG0000802	ETNP2013_S02_SV82_300m_MAG_01_00774	ETNP2013_S02_SV82_300m_MAG_01	A0A381TKI5	TrEMBL	Close sequence match	100	100	100	1.94e-42	141	TRUE	NA	NA	NA	NA	NA
OG0000802	HTCC1002_00302	HTCC1002	Q4FM04	TrEMBL	Close sequence match	100	100	100	2.24e-42	141	TRUE	NA	NA	COG1826	TatA	Intracellular trafficking, secretion, and vesicular transport
OG0000803	HTCC1002_00296	HTCC1002	Q1UZ42	TrEMBL	Close sequence match	100	100	100	1.18e-139	397	TRUE	NA	NA	COG3748	NA	Function unknown
OG0000803	HTCC1062_00988	HTCC1062	Q4FLZ8	TrEMBL	Close sequence match	100	100	100	1.18e-139	397	TRUE	NA	NA	COG3748	NA	Function unknown
OG0000803	NP1_00223	NP1	A0A6H1Q0P4	TrEMBL	Close sequence match	100	100	100	3.37e-139	395	TRUE	NA	NA	COG3748	NA	Function unknown
OG0000804	HTCC1013_00882	HTCC1013	Q4FLU5	Swiss-Prot	Close sequence match	100	100	100	1.07e-37	122	TRUE	K02911	large subunit ribosomal protein L32	COG0333	RpmF	Translation, ribosomal structure and biogenesis
OG0000805	HTCC1002_01159	HTCC1002	Q1V0M9	TrEMBL	Close sequence match	100	100	100	2.02e-266	731	TRUE	K06443	lycopene beta-cyclase [EC:5.5.1.19]	COG0579	LhgO	Carbohydrate transport and metabolism
OG0000805	NP1_01155	NP1	A0A6H1Q3A6	TrEMBL	Close sequence match	100	100	100	1.21e-261	718	TRUE	K06443	lycopene beta-cyclase [EC:5.5.1.19]	COG0579	LhgO	Carbohydrate transport and metabolism
OG0000806	HTCC1002_00489	HTCC1002	Q1V2I8	TrEMBL	Close sequence match	100	100	100	8.93e-242	666	TRUE	NA	NA	COG0031	CysK	Amino acid transport and metabolism
OG0000806	HTCC1062_00799	HTCC1062	Q4FMI2	TrEMBL	Close sequence match	100	100	100	2.56e-241	665	TRUE	NA	NA	COG0031	CysK	Amino acid transport and metabolism
OG0000806	NP1_00419	NP1	A0A6H1Q372	TrEMBL	Close sequence match	100	100	100	3.92e-240	662	TRUE	NA	NA	COG0031	CysK	Amino acid transport and metabolism
OG0000807	HTCC1002_00144	HTCC1002	Q4FLK1	TrEMBL	Close sequence match	100	100	100	6.93e-176	493	TRUE	NA	NA	COG1058	CinA	Replication, recombination and repair
OG0000807	NP1_00068	NP1	A0A6H1Q0M4	TrEMBL	Close sequence match	100	100	100	9.85e-176	492	TRUE	NA	NA	COG1058	CinA	Replication, recombination and repair
OG0000808	HTCC1002_00410	HTCC1002	Q1V2R9	TrEMBL	Close sequence match	100	100	100	1.99e-97	285	TRUE	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	COG0824	FadM	Lipid transport and metabolism
OG0000808	HTCC1062_00880	HTCC1062	Q4FMA1	TrEMBL	Close sequence match	100	100	100	1.99e-97	285	TRUE	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	COG0824	FadM	Lipid transport and metabolism
OG0000808	NP1_00329	NP1	A0A6H1Q0N7	TrEMBL	Close sequence match	100	100	100	7.52e-97	284	TRUE	K07107	acyl-CoA thioester hydrolase [EC:3.1.2.-]	COG0824	FadM	Lipid transport and metabolism
OG0000809	HTCC1002_00270	HTCC1002	Q1UZ65	TrEMBL	Close sequence match	100	100	100	7.56e-59	184	TRUE	K03937	NADH dehydrogenase (ubiquinone) Fe-S protein 4	NA	NA	NA
OG0000809	HTCC1062_01014	HTCC1062	Q4FLX4	TrEMBL	Close sequence match	100	100	100	7.56e-59	184	TRUE	K03937	NADH dehydrogenase (ubiquinone) Fe-S protein 4	NA	NA	NA
OG0000810	HTCC1002_01137	HTCC1002	Q4FPC1	TrEMBL	Close sequence match	100	100	100	1.37e-87	260	TRUE	NA	NA	NA	NA	NA
OG0000811	HTCC1002_01127	HTCC1002	Q1V0R1	TrEMBL	Close sequence match	100	100	100	5.13e-93	275	TRUE	NA	NA	NA	NA	NA
OG0000811	NP1_01125	NP1	A0A6H1Q377	TrEMBL	Close sequence match	100	100	100	1.09e-87	261	TRUE	NA	NA	NA	NA	NA
OG0000812	HTCC1002_00794	HTCC1002	Q1V1P0	TrEMBL	Close sequence match	100	100	100	0	915	TRUE	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	COG0124	HisS	Translation, ribosomal structure and biogenesis
OG0000812	HTCC1013_00446	HTCC1013	Q4FND9	Swiss-Prot	Close sequence match	100	100	100	0	915	TRUE	K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	COG0124	HisS	Translation, ribosomal structure and biogenesis
OG0000813	HTCC1062_00596	HTCC1062	Q4FN35	Swiss-Prot	Close sequence match	100	100	100	1.47e-143	401	TRUE	NA	NA	COG0352	ThiE	Coenzyme transport and metabolism
OG0000813	NP1_00642	NP1	A0A6H1Q1W4	TrEMBL	Close sequence match	100	100	100	1.07e-140	400	TRUE	NA	NA	COG0352	ThiE	Coenzyme transport and metabolism
OG0000813	HTCC1002_00683	HTCC1002	Q1V1Z4	TrEMBL	Close sequence match	100	100	100	2.53e-139	397	TRUE	NA	NA	COG0352	ThiE	Coenzyme transport and metabolism
OG0000813	ETNP2013_S02_SV82_300m_MAG_01_00930	ETNP2013_S02_SV82_300m_MAG_01	A0A381SCE8	TrEMBL	Close sequence match	99.4	100	100	1.76e-119	344	TRUE	NA	NA	COG0352	ThiE	Coenzyme transport and metabolism
OG0000814	HTCC1002_00799	HTCC1002	Q1V1N7	TrEMBL	Close sequence match	100	100	100	6e-299	819	TRUE	K00013	histidinol dehydrogenase [EC:1.1.1.23]	COG0141	HisD	Amino acid transport and metabolism
OG0000814	HTCC1062_00481	HTCC1062	Q4FNE2	Swiss-Prot	Close sequence match	100	100	100	6.74e-301	817	TRUE	K00013	histidinol dehydrogenase [EC:1.1.1.23]	COG0141	HisD	Amino acid transport and metabolism
OG0000814	NP1_00794	NP1	A0A6H1Q269	TrEMBL	Close sequence match	100	100	100	2.01e-297	815	TRUE	K00013	histidinol dehydrogenase [EC:1.1.1.23]	COG0141	HisD	Amino acid transport and metabolism
OG0000815	HTCC1002_00603	HTCC1002	Q1V273	TrEMBL	Close sequence match	100	100	100	1.23e-305	845	TRUE	NA	NA	COG2907	Ppro0129	General function prediction only
OG0000815	HTCC1062_00681	HTCC1062	Q4FMV0	TrEMBL	Close sequence match	100	100	100	3.52e-305	843	TRUE	NA	NA	COG2907	Ppro0129	General function prediction only
OG0000815	NP1_00557	NP1	A0A6H1Q3K0	TrEMBL	Close sequence match	100	100	100	6.81e-305	838	TRUE	NA	NA	COG2907	Ppro0129	General function prediction only
OG0000816	NP1_00830	NP1	A0A6H1Q212	TrEMBL	Close sequence match	100	100	100	8.46e-203	565	TRUE	NA	NA	COG1216	WcaE	Carbohydrate transport and metabolism
OG0000816	ETNP2013_S02_SV82_300m_MAG_01_00910	ETNP2013_S02_SV82_300m_MAG_01	A0A381YMV0	TrEMBL	Close sequence match	98.6	100	100	9.56e-198	550	TRUE	K16870	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase [EC:2.4.1.289]	COG1216	WcaE	Carbohydrate transport and metabolism
OG0000816	AG-464-P13_00719	AG-464-P13	A0A382FP87	TrEMBL	Close sequence match	86.9	94.3	100	4.71e-162	460	TRUE	NA	NA	COG1216	WcaE	Carbohydrate transport and metabolism
OG0000817	NP1_01264	NP1	A0A6H1Q4T8	TrEMBL	Close sequence match	100	100	100	2.47e-304	833	TRUE	NA	NA	COG0771	MurD	Cell wall/membrane/envelope biogenesis
OG0000817	HTCC1002_01257	HTCC1002	Q1V0D3	TrEMBL	Close sequence match	100	100	100	4.78e-302	827	TRUE	NA	NA	COG0771	MurD	Cell wall/membrane/envelope biogenesis
OG0000817	HTCC1013_01244	HTCC1013	Q4FPK3	TrEMBL	Close sequence match	100	100	100	9.64e-302	826	TRUE	NA	NA	COG0771	MurD	Cell wall/membrane/envelope biogenesis
OG0000818	AG-359-G17_00030	AG-359-G17	A0A382QE00	TrEMBL	Close sequence match	94.6	100	100	4.6e-95	280	TRUE	NA	NA	COG0071	IbpA	Posttranslational modification, protein turnover, chaperones
OG0000819	HTCC1002_00143	HTCC1002	Q4FLK0	Swiss-Prot	Close sequence match	100	100	100	1.76e-161	448	TRUE	K06206	sugar fermentation stimulation protein A	COG1489	SfsA	Carbohydrate transport and metabolism
OG0000819	NP1_00067	NP1	A0A6H1Q1W0	TrEMBL	Close sequence match	100	100	100	7.45e-158	446	TRUE	K06206	sugar fermentation stimulation protein A	COG1489	SfsA	Carbohydrate transport and metabolism
OG0000820	NP1_00303	NP1	A0A6H1Q100	TrEMBL	Close sequence match	100	100	100	0	874	TRUE	K00343	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	COG1007	NuoN	Energy production and conversion
OG0000820	HTCC1062_00906	HTCC1062	Q4FM78	Swiss-Prot	Close sequence match	100	100	100	0	869	TRUE	K00343	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	COG1007	NuoN	Energy production and conversion
OG0000820	HTCC1002_00384	HTCC1002	Q1V2U2	TrEMBL	Close sequence match	100	100	100	0	868	TRUE	K00343	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	COG1007	NuoN	Energy production and conversion
OG0000820	ETNP2013_S02_SV82_300m_MAG_01_00567	ETNP2013_S02_SV82_300m_MAG_01	A0A381Q3Y5	TrEMBL	Close sequence match	99.8	100	100	3.89e-305	861	TRUE	K00343	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	COG1007	NuoN	Energy production and conversion
OG0000821	NP1_00155	NP1	A0A6H1Q0V6	TrEMBL	Close sequence match	100	100	100	3.57e-151	428	TRUE	K03685	ribonuclease III [EC:3.1.26.3]	COG0571	Rnc	Transcription
OG0000821	HTCC1002_00228	HTCC1002	Q4FLS9	Swiss-Prot	Close sequence match	100	100	100	5.7e-153	426	TRUE	K03685	ribonuclease III [EC:3.1.26.3]	COG0571	Rnc	Transcription
OG0000822	HTCC1002_00227	HTCC1002	Q4FLS8	TrEMBL	Close sequence match	100	100	100	1.39e-168	474	TRUE	K03100	signal peptidase I [EC:3.4.21.89]	COG0681	LepB	Intracellular trafficking, secretion, and vesicular transport
OG0000823	HTCC1013_01357	HTCC1013	Q4FPC8	TrEMBL	Close sequence match	100	100	100	4.38e-160	450	TRUE	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	COG1011	YigB	Coenzyme transport and metabolism
OG0000823	HTCC1002_01144	HTCC1002	Q1V0P4	TrEMBL	Close sequence match	100	100	100	6.22e-160	450	TRUE	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	COG1011	YigB	Coenzyme transport and metabolism
OG0000823	NP1_01140	NP1	A0A6H1Q3I2	TrEMBL	Close sequence match	100	100	100	1.47e-158	446	TRUE	K01560	2-haloacid dehalogenase [EC:3.8.1.2]	COG1011	YigB	Coenzyme transport and metabolism
OG0000824	HTCC1002_00168	HTCC1002	Q4FLM0	Swiss-Prot	Close sequence match	100	100	100	6.59e-60	181	TRUE	K02892	large subunit ribosomal protein L23	COG0089	RplW	Translation, ribosomal structure and biogenesis
OG0000824	NP1_00091	NP1	A0A6H1Q1Y5	TrEMBL	Close sequence match	100	100	100	2.39e-57	181	TRUE	K02892	large subunit ribosomal protein L23	COG0089	RplW	Translation, ribosomal structure and biogenesis
OG0000825	HTCC1002_00570	HTCC1002	Q4FMR5	Swiss-Prot	Close sequence match	100	100	100	1.97e-79	232	TRUE	K02990	small subunit ribosomal protein S6	COG0360	RpsF	Translation, ribosomal structure and biogenesis
OG0000826	HTCC1002_00229	HTCC1002	Q4FLT0	TrEMBL	Close sequence match	100	100	100	4.7e-158	446	TRUE	K03584	DNA repair protein RecO (recombination protein O)	COG1381	RecO	Replication, recombination and repair
OG0000826	NP1_00156	NP1	A0A6H1Q096	TrEMBL	Close sequence match	100	100	100	4.7e-158	446	TRUE	K03584	DNA repair protein RecO (recombination protein O)	COG1381	RecO	Replication, recombination and repair
OG0000827	NP1_01291	NP1	A0A6H1Q3I9	TrEMBL	Close sequence match	100	100	100	4.71e-32	114	TRUE	K09937	uncharacterized protein	COG3242	YjeT	Function unknown
OG0000827	HTCC1002_01280	HTCC1002	Q4FPM9	TrEMBL	Close sequence match	100	100	100	1.35e-31	113	TRUE	K09937	uncharacterized protein	COG3242	YjeT	Function unknown
OG0000828	HTCC1062_00297	HTCC1062	Q4FNX0	TrEMBL	Close sequence match	100	100	100	9.55e-283	774	TRUE	NA	NA	COG0415	PhrB	Replication, recombination and repair
OG0000828	HTCC1002_00988	HTCC1002	Q1V151	TrEMBL	Close sequence match	100	100	100	1.36e-282	773	TRUE	NA	NA	COG0415	PhrB	Replication, recombination and repair
OG0000828	NP1_00985	NP1	A0A6H1Q419	TrEMBL	Close sequence match	100	100	100	2.74e-282	773	TRUE	NA	NA	COG0415	PhrB	Replication, recombination and repair
OG0000829	HTCC1002_00845	HTCC1002	Q1V1J3	TrEMBL	Close sequence match	100	100	100	6.04e-302	827	TRUE	NA	NA	COG0508	AceF	Energy production and conversion
OG0000829	NP1_00846	NP1	A0A6H1Q3N2	TrEMBL	Close sequence match	100	97.5	100	1.17e-294	808	TRUE	NA	NA	COG0508	AceF	Energy production and conversion
OG0000829	HTCC1062_00433	HTCC1062	Q4FNI7	TrEMBL	Close sequence match	100	97.5	100	6.76e-294	806	TRUE	NA	NA	COG0508	AceF	Energy production and conversion
OG0000830	NP1_00435	NP1	A0A6H1Q2W2	TrEMBL	Close sequence match	100	100	100	3.6e-192	535	TRUE	NA	NA	COG0483	SuhB	Carbohydrate transport and metabolism
OG0000830	HTCC1062_00793	HTCC1062	Q4FMI8	TrEMBL	Close sequence match	100	100	100	2.96e-191	533	TRUE	NA	NA	COG0483	SuhB	Carbohydrate transport and metabolism
OG0000830	HTCC1002_00495	HTCC1002	Q1V2I2	TrEMBL	Close sequence match	100	100	100	2e-189	528	TRUE	NA	NA	COG0483	SuhB	Carbohydrate transport and metabolism
OG0000831	HTCC1062_00684	HTCC1062	Q4FMU7	TrEMBL	Close sequence match	100	100	100	5.49e-133	379	TRUE	NA	NA	NA	NA	NA
OG0000831	HTCC1002_00600	HTCC1002	Q1V276	TrEMBL	Close sequence match	100	100	100	1.11e-132	378	TRUE	NA	NA	NA	NA	NA
OG0000831	NP1_00554	NP1	A0A6H1Q1A7	TrEMBL	Close sequence match	100	100	100	3.18e-132	377	TRUE	NA	NA	NA	NA	NA
OG0000832	NP1_01349	NP1	A0A6H1Q516	TrEMBL	Close sequence match	100	100	100	1.11e-141	403	TRUE	NA	NA	NA	NA	NA
OG0000832	HTCC1002_01340	HTCC1002	Q1V051	TrEMBL	Close sequence match	100	100	100	8.94e-132	378	TRUE	NA	NA	NA	NA	NA
OG0000832	HTCC1062_01334	HTCC1062	Q4FL11	TrEMBL	Close sequence match	100	100	100	3.64e-131	377	TRUE	NA	NA	NA	NA	NA
OG0000833	NP1_00510	NP1	A0A6H1Q1F5	TrEMBL	Close sequence match	100	93.3	93.3	3.6e-179	510	TRUE	NA	NA	COG0795	LptF	Cell wall/membrane/envelope biogenesis
OG0000833	HTCC1002_00561	HTCC1002	Q4FMQ6	TrEMBL	Close sequence match	100	92.7	92.7	3.14e-217	606	TRUE	NA	NA	COG0795	LptF	Cell wall/membrane/envelope biogenesis
OG0000834	HTCC1002_01089	HTCC1002	Q1V0U9	TrEMBL	Close sequence match	100	100	100	6.43e-162	456	TRUE	NA	NA	COG1208	GCD1	Translation, ribosomal structure and biogenesis
OG0000834	HTCC1062_00194	HTCC1062	Q4FP73	TrEMBL	Close sequence match	100	100	100	1.51e-160	452	TRUE	NA	NA	COG1208	GCD1	Translation, ribosomal structure and biogenesis
OG0000834	NP1_01088	NP1	A0A6H1Q3C7	TrEMBL	Close sequence match	100	100	100	6.17e-160	451	TRUE	NA	NA	COG1208	GCD1	Translation, ribosomal structure and biogenesis
OG0000835	HTCC1002_00981	HTCC1002	Q1V158	TrEMBL	Close sequence match	100	100	100	3.69e-160	452	TRUE	NA	NA	COG1028	FabG	Lipid transport and metabolism
OG0000835	NP1_00979	NP1	A0A6H1Q315	TrEMBL	Close sequence match	100	100	100	3.03e-159	449	TRUE	NA	NA	COG1028	FabG	Lipid transport and metabolism
OG0000836	NP1_01250	NP1	A0A6H1Q4S8	TrEMBL	Close sequence match	100	100	100	0	1146	TRUE	K03086	RNA polymerase primary sigma factor	COG0568	RpoD	Transcription
OG0000836	HTCC1002_01244	HTCC1002	Q4FPR1	TrEMBL	Close sequence match	100	100	100	0	1123	TRUE	K03086	RNA polymerase primary sigma factor	COG0568	RpoD	Transcription
OG0000837	HTCC1062_01337	HTCC1062	Q4FL08	TrEMBL	Close sequence match	100	100	100	4.44e-74	224	TRUE	K06878	tRNA-binding protein	COG0073	EMAP	Translation, ribosomal structure and biogenesis
OG0000837	NP1_01346	NP1	A0A6H1Q4M4	TrEMBL	Close sequence match	100	100	100	5.19e-73	221	TRUE	K06878	tRNA-binding protein	COG0073	EMAP	Translation, ribosomal structure and biogenesis
OG0000837	ETNP2013_S02_SV82_300m_MAG_01_00052	ETNP2013_S02_SV82_300m_MAG_01	A0A381U9Y4	TrEMBL	Close sequence match	100	100	100	7.37e-73	221	TRUE	K06878	tRNA-binding protein	COG0073	EMAP	Translation, ribosomal structure and biogenesis
OG0000837	HTCC1002_01337	HTCC1002	Q1V054	TrEMBL	Close sequence match	100	100	100	7.37e-73	221	TRUE	K06878	tRNA-binding protein	COG0073	EMAP	Translation, ribosomal structure and biogenesis
OG0000838	NP1_00177	NP1	A0A6H1Q0X7	TrEMBL	Close sequence match	100	100	100	7.74e-58	182	TRUE	NA	NA	NA	NA	NA
OG0000838	HTCC1002_00249	HTCC1002	Q4FLV0	TrEMBL	Close sequence match	100	100	100	1.1e-57	181	TRUE	NA	NA	NA	NA	NA
OG0000839	NP1_00153	NP1	A0A6H1Q0H0	TrEMBL	Close sequence match	100	100	100	7.51e-80	240	TRUE	K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	COG0736	AcpS	Lipid transport and metabolism
OG0000839	HTCC1002_00226	HTCC1002	Q4FLS7	Swiss-Prot	Close sequence match	100	100	100	2.94e-82	239	TRUE	K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	COG0736	AcpS	Lipid transport and metabolism
OG0000840	HTCC1002_00316	HTCC1002	Q1UZ22	TrEMBL	Close sequence match	100	100	100	2.58e-288	790	TRUE	K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	COG0836	CpsB	Cell wall/membrane/envelope biogenesis
OG0000840	HTCC1062_00968	HTCC1062	Q4FM18	TrEMBL	Close sequence match	100	100	100	3.66e-288	789	TRUE	K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	COG0836	CpsB	Cell wall/membrane/envelope biogenesis
OG0000840	NP1_00247	NP1	A0A6H1Q0G9	TrEMBL	Close sequence match	100	100	100	2.29e-287	787	TRUE	K00971	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	COG0836	CpsB	Cell wall/membrane/envelope biogenesis
OG0000841	HTCC1013_01238	HTCC1013	Q4FPK9	TrEMBL	Close sequence match	100	100	100	6.65e-153	432	TRUE	K03589	cell division protein FtsQ	COG1589	FtsQ	Cell cycle control, cell division, chromosome partitioning
OG0000841	HTCC1002_01263	HTCC1002	Q1V0C7	TrEMBL	Close sequence match	100	100	100	1.34e-152	432	TRUE	K03589	cell division protein FtsQ	COG1589	FtsQ	Cell cycle control, cell division, chromosome partitioning
OG0000841	NP1_01270	NP1	A0A6H1Q5K8	TrEMBL	Close sequence match	100	100	100	3.84e-152	431	TRUE	K03589	cell division protein FtsQ	COG1589	FtsQ	Cell cycle control, cell division, chromosome partitioning
OG0000842	HTCC1002_00750	HTCC1002	Q1V1T3	TrEMBL	Close sequence match	100	100	100	2.29e-305	835	TRUE	K19304	murein DD-endopeptidase [EC:3.4.24.-]	COG0739	NlpD	Cell wall/membrane/envelope biogenesis
OG0000842	HTCC1062_00530	HTCC1062	Q4FN96	TrEMBL	Close sequence match	100	100	100	3.26e-305	835	TRUE	K19304	murein DD-endopeptidase [EC:3.4.24.-]	COG0739	NlpD	Cell wall/membrane/envelope biogenesis
OG0000842	NP1_00727	NP1	A0A6H1Q2X9	TrEMBL	Close sequence match	100	100	100	9.33e-305	834	TRUE	K19304	murein DD-endopeptidase [EC:3.4.24.-]	COG0739	NlpD	Cell wall/membrane/envelope biogenesis
OG0000843	NP1_01429	NP1	A0A6H1Q4V2	TrEMBL	Close sequence match	100	100	100	0	1005	TRUE	K02011	iron(III) transport system permease protein	COG1178	FbpB	Inorganic ion transport and metabolism
