Orthogroup	gene_id	Accession_number	pident
OG0000507	HTCC1062_01032	Q4FLV7	93.1
OG0000508	HTCC1062_00030	Q1V0D6	93.2
OG0000509	HTCC1062_00136	Q4FPD2	91.4
OG0000510	HTCC1062_00480	Q4FNE3	92.2
OG0000511	HTCC1062_00599	Q4FN32	94.6
OG0000512	HTCC1062_00362	Q4FNQ6	96.5
OG0000513	HTCC1062_00459	Q1V1L7	93.3
OG0000514	HTCC1062_01095	Q1UZE0	90.6
OG0000515	HTCC1062_01109	Q1UZF4	91.5
OG0000516	HTCC1062_00746	Q4FMN5	95.6
OG0000517	HTCC1062_01084	Q4FLQ6	91.2
OG0000518	HTCC1062_01161	Q4FLI4	94.9
OG0000519	HTCC1062_00189	Q4FP78	93
OG0000520	HTCC1062_00239	Q4FP28	94.2
OG0000521	HTCC1062_00926	Q4FM58	90.9
OG0000522	HTCC1062_00993	Q1UZ47	94.6
OG0000523	HTCC1062_01054	Q4FLT5	93
OG0000524	HTCC1062_00028	Q4FPK2	93.6
OG0000525	HTCC1062_00109	Q4FPF9	95
OG0000526	HTCC1062_00113	Q4FPF5	94.7
OG0000527	HTCC1062_00325	Q4FNU3	93.2
OG0000528	HTCC1062_01119	Q1UZG4	97.8
OG0000529	HTCC1062_01078	Q4FLR2	96.1
OG0000530	HTCC1062_00468	Q4FNF3	97.8
OG0000531	HTCC1062_00837	Q4FME4	96.1
OG0000532	HTCC1062_00652	A0A6H1Q1D5	86.7
OG0000533	HTCC1062_00211	Q4FP56	90.5
OG0000534	HTCC1062_01255	Q4FL91	96.1
OG0000535	HTCC1062_00973	Q4FM13	96.7
OG0000536	HTCC1062_01010	Q4FLX7	100
OG0000537	HTCC1062_00118	Q4FPF0	91.4
OG0000538	HTCC1062_00155	Q4FPB3	94.9
OG0000539	HTCC1062_00356	Q4FNR2	92.3
OG0000540	HTCC1062_00376	Q4FNP2	88.9
OG0000541	HTCC1062_00379	Q4FNN9	91.3
OG0000542	HTCC1062_00439	Q1V1J9	93.2
OG0000543	HTCC1062_01096	Q4FLP4	95.8
OG0000544	HTCC1062_01123	Q4FLL7	93.8
OG0000545	HTCC1062_00719	Q4FMR2	89.3
OG0000546	HTCC1062_01168	Q1UZK9	98.6
OG0000547	HTCC1062_00236	Q4FP31	96.8
OG0000548	HTCC1062_00890	Q4FM92	92.5
OG0000549	HTCC1062_00946	Q4FM37	93.1
OG0000550	HTCC1062_00949	Q1UZ05	96.1
OG0000551	HTCC1062_01047	Q4FLU2	89.2
OG0000552	HTCC1062_00001	Q1V0A6	95.5
OG0000553	HTCC1062_00022	Q4FPK8	94.4
OG0000554	HTCC1062_00116	Q1V0M0	93.3
OG0000555	HTCC1062_00617	Q4FN14	91.1
OG0000556	HTCC1062_00317	Q4FNV0	93.1
OG0000557	HTCC1062_00386	Q4FNN2	93.6
OG0000558	HTCC1062_00730	Q4FMQ1	94.6
OG0000559	HTCC1062_01106	Q1UZF1	88.9
OG0000560	HTCC1062_00245	Q4FP22	94.3
OG0000561	HTCC1062_01136	Q4FLK5	96
OG0000562	HTCC1062_00663	Q4FMW8	95
OG0000563	HTCC1062_01155	Q4FLJ0	95.3
OG0000564	HTCC1062_01158	Q4FLI7	98
OG0000565	HTCC1062_01209	Q4FLD6	89.7
OG0000566	HTCC1062_00188	Q4FP79	99.8
OG0000567	HTCC1062_00221	Q1V0X7	94.8
OG0000568	HTCC1062_00233	Q4FP34	96.1
OG0000569	HTCC1062_01133	Q4FLK7	94.5
OG0000570	HTCC1062_00950	Q4FM33	90.9
OG0000571	HTCC1062_00004	Q4FPN1	93.2
OG0000572	HTCC1062_00145	Q1V0P9	98.4
OG0000573	HTCC1062_00519	Q4FNA7	97.3
OG0000574	HTCC1062_00353	Q4FNR5	92.9
OG0000575	HTCC1062_01118	Q4FLM2	97.1
OG0000576	HTCC1062_00752	Q4FMM9	93.4
OG0000577	HTCC1062_00471	Q1V1M8	98.6
OG0000578	HTCC1062_01160	Q4FLI5	99.5
OG0000579	HTCC1062_00195	Q4FP72	92.2
OG0000580	HTCC1062_00235	Q4FP32	92
OG0000581	HTCC1062_01132	Q1UZH7	94.3
OG0000582	HTCC1062_01067	Q1UZB3	92.6
OG0000583	HTCC1062_00026	Q1V0D2	88.1
OG0000584	HTCC1062_00528	Q4FN98	93.6
OG0000585	HTCC1062_00355	Q4FNR3	91.4
OG0000586	HTCC1062_01115	Q4FLM5	95.4
OG0000587	HTCC1062_01126	Q1UZH1	94
OG0000588	HTCC1062_00648	Q1V247	96.7
OG0000589	HTCC1062_00244	Q4FP23	93.8
OG0000590	HTCC1062_00472	Q4FNE9	88.7
OG0000591	HTCC1062_00655	Q4FMX6	95.3
OG0000592	HTCC1062_00656	Q4FMX5	99.6
OG0000593	HTCC1062_00181	Q4FP86	95
OG0000594	HTCC1062_00204	Q4FP63	96.4
OG0000595	HTCC1062_00205	Q4FP62	95.8
OG0000596	HTCC1062_01257	Q4FL89	93.3
OG0000597	HTCC1062_00899	Q4FM85	97.1
OG0000598	HTCC1062_00911	Q4FM73	95.5
OG0000599	HTCC1062_00915	Q4FM69	94.4
OG0000600	HTCC1062_01383	Q1V0A4	92.7
OG0000601	HTCC1062_00002	Q4FPQ5	90.7
OG0000602	HTCC1062_00032	Q4FPN5	92.3
OG0000603	HTCC1062_00092	Q4FPH6	93.3
OG0000604	HTCC1062_00629	Q1V226	92.9
OG0000605	HTCC1062_00322	Q4FNU5	99.3
OG0000606	HTCC1062_00358	Q4FNR0	99.1
OG0000607	HTCC1062_00371	Q4FNP7	96
OG0000608	HTCC1062_00408	Q4FNL0	96
OG0000609	HTCC1062_00427	Q4FNJ2	92.4
OG0000610	HTCC1062_01110	Q4FLN0	96.5
OG0000611	HTCC1062_01113	Q4FLM7	95.5
OG0000612	HTCC1062_01114	Q4FLM6	87.5
OG0000613	HTCC1062_00835	Q4FME6	95.8
OG0000614	HTCC1062_00888	Q1V2S6	94.4
OG0000615	HTCC1062_00897	A0A9D7ZJ56	97.5
OG0000616	HTCC1062_00970	Q1UZ24	98.1
OG0000617	HTCC1062_00984	Q1UZ38	94.7
OG0000618	HTCC1062_01016	Q4FLX2	94.5
OG0000619	HTCC1062_01038	Q1UZ84	93.6
OG0000620	HTCC1062_00741	Q1V2D2	93.7
OG0000621	HTCC1062_00635	Q4FMZ7	96
OG0000622	HTCC1062_00035	Q4FPN2	97.2
OG0000623	HTCC1062_00095	Q4FPH3	96.5
OG0000624	HTCC1062_00096	Q1V0K0	94.2
OG0000625	HTCC1062_00504	Q4FNC2	94.3
OG0000626	HTCC1062_00628	Q4FN04	93.8
OG0000627	HTCC1062_00324	Q4FNU4	95.8
OG0000628	HTCC1062_00363	Q1V1C0	98.3
OG0000629	HTCC1062_01112	Q4FLM8	93.2
OG0000630	HTCC1062_00756	Q4FMM5	94.8
OG0000631	HTCC1062_00302	Q4FNW5	98.7
OG0000632	HTCC1062_00653	Q1V252	91
OG0000633	HTCC1062_00931	Q4FM53	94.5
OG0000634	HTCC1062_01015	Q4FLX3	94.3
OG0000635	HTCC1062_00086	Q4FPI2	92.7
OG0000636	HTCC1062_00345	Q4FNS3	94
OG0000637	HTCC1062_00457	Q4FNG4	94.2
OG0000638	HTCC1062_00660	Q1V258	91.3
OG0000639	HTCC1062_00677	Q4FMV4	91.4
OG0000640	HTCC1062_01169	Q4FLH6	96.6
OG0000641	HTCC1062_00172	Q4FP95	93.9
OG0000642	HTCC1062_00895	Q1V2T1	97.2
OG0000643	HTCC1062_00916	Q4FM68	90.5
OG0000644	HTCC1062_00936	Q1V2X2	86
OG0000645	HTCC1062_01065	Q1UZB1	96
OG0000646	HTCC1062_00091	Q4FPH7	93.3
OG0000647	HTCC1062_00522	Q1V1S5	93
OG0000648	HTCC1062_00384	Q4FNN4	92.9
OG0000649	HTCC1062_00402	Q4FNL6	96.8
OG0000650	HTCC1062_01122	Q4FLL8	91
OG0000651	HTCC1062_00717	Q4FMR4	92.8
OG0000652	HTCC1062_01156	Q4FLI9	92.5
OG0000653	HTCC1062_01259	Q4FL87	100
OG0000654	HTCC1062_01058	Q1UZA4	95.7
OG0000655	HTCC1062_01363	Q4FKY2	91.4
OG0000656	HTCC1062_00150	Q4FPB8	94.2
OG0000657	HTCC1062_00526	Q4FNA0	93.7
OG0000658	HTCC1062_00751	Q4FMN0	93.1
OG0000659	HTCC1062_00833	Q4FME8	92
OG0000660	HTCC1062_00243	Q4FP24	88.1
OG0000661	RS40_00877	A0A1W6BH89	96
OG0000662	HTCC1062_01150	Q4FLJ5	98.9
OG0000663	HTCC1062_00202	Q4FP65	90.9
OG0000664	HIMB1490_01436	A0A926MJD7	94.7
OG0000665	HTCC1062_01258	Q4FL88	98.9
OG0000666	HTCC1062_00912	Q1V2U8	88.9
OG0000667	HTCC1062_00914	Q4FM70	95
OG0000668	HTCC1062_00985	Q1UZ39	91
OG0000669	HTCC1062_01034	Q4FLV5	95.6
OG0000670	HTCC1062_01064	Q1UZB0	94.7
OG0000671	HTCC1062_01374	Q1V095	98.5
OG0000672	HTCC1062_00732	Q4FMP9	94.2
OG0000673	HTCC1062_00090	Q4FPH8	91.4
OG0000674	HTCC1062_00148	Q4FPC0	94.7
OG0000675	HTCC1062_00523	A0A9D7WW59	96
OG0000676	HTCC1062_00315	Q4FNV2	96.7
OG0000677	HTCC1062_00360	Q4FNQ8	93.1
OG0000678	HTCC1062_00403	Q4FNL5	94.2
OG0000679	HTCC1062_00428	Q4FNJ1	95.7
OG0000680	HTCC1062_01111	Q4FLM9	89
OG0000681	HTCC1062_00749	Q4FMN2	94.8
OG0000682	HTCC1062_00894	Q1V2T0	99
OG0000683	HTCC1062_00951	Q4FM32	94.9
OG0000684	HTCC1062_01066	Q4FLS3	93.4
OG0000685	HTCC1062_00115	Q4FPF3	94.8
OG0000686	HTCC1062_00342	Q4FNS6	90.4
OG0000687	HTCC1062_00382	Q1V1E0	93.4
OG0000688	HTCC1062_00175	Q4FP92	96
OG0000689	HTCC1062_00502	Q1V1Q5	92.4
OG0000690	HTCC1062_00947	Q1UZ03	93.7
OG0000691	HTCC1062_00997	Q4FLY9	94
OG0000692	HTCC1062_01029	A0A6H1Q0Y7	90.9
OG0000693	HTCC1062_01041	Q4FLU8	92.8
OG0000694	HTCC1062_01043	Q4FLU6	95.2
OG0000695	HTCC1062_00094	Q4FPH4	97
OG0000696	HTCC1062_00124	Q4FPE4	93.9
OG0000697	HTCC1062_00525	Q1V1S8	91.4
OG0000698	HTCC1062_00318	Q1V175	97.1
OG0000699	HTCC1062_01146	Q4FLJ9	100
OG0000700	HTCC1062_00232	Q4FP35	89.8
OG0000701	HTCC1062_00952	Q4FM31	94.4
OG0000702	HTCC1062_01007	Q4FLY0	97.4
OG0000703	HTCC1062_01008	Q4FLX9	95.6
OG0000704	HTCC1062_00740	Q4FMP1	91.1
OG0000705	HTCC1062_00455	Q4FNG6	90.8
OG0000706	HTCC1062_01130	Q4FLL0	89.6
OG0000707	HTCC1062_00720	Q4FMR1	97
OG0000708	HTCC1062_01220	Q4FLC5	90.5
OG0000709	HTCC1062_00893	Q1V2S9	95.4
OG0000710	HTCC1062_00905	Q4FM79	92.4
OG0000711	HTCC1062_00980	Q4FM06	93.7
OG0000712	HTCC1062_00996	Q1UZ49	95.1
OG0000713	HTCC1062_01373	Q4FKX2	97.7
OG0000714	HTCC1062_01378	Q4FKW7	99.7
OG0000715	HTCC1062_00887	Q4FM95	88.6
OG0000716	HTCC1062_00865	Q4FMB6	90.7
OG0000717	HTCC1062_00722	Q4FMQ9	94.2
OG0000718	HTCC1062_00724	Q1V2B5	94.9
OG0000719	HTCC1062_01345	Q1V066	91.8
OG0000720	HTCC1062_00645	Q1V244	93.3
OG0000721	HTCC1062_00908	Q1V2U4	92.6
OG0000722	HTCC1062_00958	Q4FM26	95.9
OG0000723	HTCC1062_00979	Q4FM07	92.9
OG0000724	HTCC1062_01382	Q1V0A3	89.1
OG0000725	HTCC1062_00012	Q4FPM4	95.9
OG0000726	IMCC9063_00715	F2I0I0	96.3
OG0000727	HTCC1062_00498	Q4FNC8	95.7
OG0000728	HTCC1062_00527	Q4FN99	91.5
OG0000729	HTCC1062_00434	Q4FNI6	93.8
OG0000730	HTCC1062_00178	Q4FP89	85.8
OG0000731	HTCC1062_01152	Q4FLJ3	92
OG0000732	HTCC1062_01131	Q4FLK9	93.8
OG0000733	HTCC1062_01283	Q4FL63	91
OG0000734	HTCC1062_01333	Q1V050	94.4
OG0000735	HTCC1062_00882	Q4FM99	95.6
OG0000736	HTCC1062_00925	Q1V2W1	93.5
OG0000737	HTCC1062_00954	Q4FM29	93.5
OG0000738	HTCC1062_00992	Q4FLZ4	93
OG0000739	HTCC1062_00114	Q4FPF4	95.4
OG0000740	HTCC1062_00372	Q4FNP6	91.9
OG0000741	HTCC1062_00398	Q1V1F5	93.5
OG0000742	HTCC1062_01094	Q4FLP6	94.2
OG0000743	HTCC1062_00662	Q4FMW9	92.1
OG0000744	HTCC1062_00714	Q4FMR7	85.9
OG0000745	HTCC1062_00309	Q1V166	97
OG0000746	HTCC1062_00799	Q4FMI2	96.6
OG0000747	HTCC1062_00981	Q1UZ35	86.8
OG0000748	HTCC1062_01087	Q1UZD2	93.6
OG0000749	HIMB2304_00017	A0A920TP98	98.1
OG0000750	HTCC1062_00825	Q4FMF6	94.6
OG0000751	HTCC1062_01148	Q1UZI8	93.5
OG0000752	HTCC1062_00196	Q4FP71	95.6
OG0000753	HIMB1412_01052	J9YX44	87.7
OG0000754	HTCC1062_00917	Q4FM67	91.2
OG0000755	HTCC1062_00960	Q4FM24	95.1
OG0000756	HTCC1062_00316	Q4FNV1	100
OG0000757	HTCC1062_00320	Q4FNU7	97
OG0000758	HTCC1062_01079	Q4FLR1	92.1
OG0000759	HTCC1062_01139	Q4FLK4	96.6
OG0000760	HTCC1062_01149	Q1UZI9	92.1
OG0000761	HTCC1062_00167	Q4FPA0	96.1
OG0000762	HTCC1062_00791	Q4FMJ0	88.7
OG0000763	HTCC1062_00935	Q1V2X1	96.1
OG0000764	HTCC1062_00959	Q4FM25	90.6
OG0000765	HTCC1062_00978	Q4FM08	94.7
OG0000766	HTCC1062_01040	A0A9D7WW66	95
OG0000767	HTCC1062_00126	Q4FPE2	87.8
OG0000768	HTCC1062_00715	Q1V2A6	91.4
OG0000769	IMCC9063_00619	F2I087	96.8
OG0000770	HTCC1062_00976	Q4FM10	95.4
OG0000771	HTCC1062_00983	Q1UZ37	90.6
OG0000772	HTCC1062_01044	A0A6H1Q0M9	97
OG0000773	HTCC1062_00632	Q1V229	94.1
OG0000774	HTCC1062_00414	Q4FNK4	99.5
OG0000775	HTCC1062_00982	Q1UZ36	92.8
OG0000776	HTCC1062_00988	Q4FLZ8	97
OG0000777	HTCC1062_01031	Q4FLV8	90.6
OG0000778	HTCC1062_00180	Q4FP87	94.9
OG0000779	HTCC1062_01147	Q4FLJ8	93.6
OG0000780	HTCC1062_01250	Q4FL96	95.2
OG0000781	HTCC1062_01060	Q1UZA6	93.2
OG0000782	HTCC1062_00027	Q4FPK3	93.5
OG0000783	HTCC7211_01522	B6BQW0	91.5
OG0000784	HTCC1062_00328	Q1V184	97.8
OG0000785	HTCC1062_01144	Q4FLK1	95.6
OG0000786	HTCC1062_00793	Q4FMI8	96.3
OG0000787	HTCC1062_00880	Q4FMA1	97.6
OG0000788	HTCC1062_01061	Q4FLS8	97.4
OG0000789	HTCC1062_00125	Q1V0M9	96.6
OG0000790	HTCC1062_00147	Q4FPC1	93.2
OG0000791	HTCC1062_00157	Q1V0R1	88
OG0000792	HTCC1062_00486	Q4FND9	95.6
OG0000793	HTCC1062_00433	Q4FNI7	92.8
OG0000794	HTCC1062_01120	Q1UZG5	90.4
OG0000795	HTCC1062_00716	Q4FMR5	93.6
OG0000796	HTCC1062_01145	Q4FLK0	93.4
OG0000797	HTCC1062_01164	Q4FLI1	95.6
OG0000798	HTCC1062_00906	Q4FM78	90.1
OG0000799	HTCC1062_00968	Q4FM18	97.1
OG0000800	HTCC1062_01014	Q4FLX4	94.9
OG0000801	HTCC1062_01059	Q1UZA5	95.1
OG0000802	HTCC1062_00667	Q4FMW4	96.1
OG0000803	HTCC1062_00006	Q4FPM9	88.6
OG0000804	HTCC1062_00040	Q1V0E4	91.9
OG0000805	HTCC1062_00596	Q4FN35	93.7
OG0000806	HTCC1062_00303	Q1V158	92.3
OG0000807	HTCC1062_01039	Q1UZ85	91.5
OG0000808	HTCC1062_00297	Q4FNX0	98
OG0000809	HTCC1062_00684	Q4FMU7	99.5
OG0000810	HTCC1062_01062	Q4FLS7	90.5
OG0000811	HTCC1062_00725	Q4FMQ6	88.8
OG0000812	HTCC1062_00953	Q1UZ09	89.8
OG0000813	HTCC1062_00021	Q4FPK9	93.4
OG0000814	HTCC1062_00542	Q4FN88	96.8
OG0000815	HTCC1062_00657	Q4FMX4	95.2
OG0000816	HTCC1062_00832	Q4FME9	96.5
OG0000817	HTCC1062_01249	Q4FL97	91.4
OG0000818	HTCC1062_01337	Q4FL08	95
OG0000819	HTCC1062_01050	Q1UZ96	92.9
OG0000820	HTCC1062_00348	Q4FNS0	87.8
OG0000821	HTCC1062_01063	Q4FLS6	94.9
OG0000822	HTCC1062_00836	Q4FME5	93.9
OG0000823	HTCC1062_00838	Q1V2M7	96.9
OG0000824	HTCC1062_01284	Q4FL62	95.5
OG0000825	HTCC1062_01049	Q4FLU0	95
OG0000826	HTCC1062_00505	Q4FNC1	93.7
OG0000827	HTCC1062_00530	Q4FN96	94
OG0000828	HTCC1062_00846	Q4FMD5	100
OG0000829	HTCC1062_01224	Q4FLC1	97.4
OG0000830	HTCC1062_01051	Q1UZ97	92.2
OG0000831	HTCC1062_00385	Q4FNN3	95.4
OG0000832	HTCC1062_00051	Q4FPP7	87.3
OG0000833	HTCC1062_01121	Q4FLL9	90.8
OG0000834	HTCC1062_01346	Q4FKZ9	95.9
OG0000835	HTCC1062_00800	Q4FMI1	94.5
OG0000836	HTCC1062_00921	Q4FM63	93.6
OG0000837	HTCC1062_00974	Q4FM12	96.1
OG0000838	HTCC1062_01046	Q4FLU3	93.1
OG0000839	HTCC1062_00529	Q4FN97	87.8
OG0000840	HTCC1062_00573	Q4FN57	95.2
OG0000841	HTCC1062_00999	Q4FLY7	96.1
OG0000842	HTCC1062_01020	Q4FLW9	95
OG0000843	HTCC1062_00630	Q1V227	99.5
OG0000844	HTCC1062_00658	Q1V256	91.6
OG0000845	HTCC1062_00681	Q4FMV0	98.2
OG0000846	HTCC1062_00694	Q4FMT7	95.9
OG0000847	HTCC1062_01002	Q4FLY5	95.6
OG0000848	HTCC1062_00020	Q4FPL0	93.3
OG0000849	HTCC1062_01003	Q4FLY4	91.8
OG0000850	HTCC1062_01052	Q4FLT7	95.9
OG0000851	HTCC1062_00631	Q4FN01	94.3
OG0000852	HTCC1062_00381	Q4FNN7	94.8
OG0000853	HTCC1062_00853	Q1V2P2	97.5
OG0000854	HTCC1062_01197	A0A6H1Q1T0	93.5
OG0000855	HTCC1062_00144	Q4FPC4	96.7
OG0000856	HTCC1062_00975	Q4FM11	93.9
OG0000857	HTCC1062_01004	Q4FLY3	93.9
OG0000858	HTCC1062_01027	Q4FLW2	93.4
OG0000859	HTCC1062_00151	Q4FPB7	95.9
OG0000860	HTCC1062_00665	Q4FMW6	92.3
OG0000861	HTCC1062_00723	Q4FMQ8	89.3
OG0000862	HTCC1062_00966	Q1UZ20	97.5
OG0000863	HTCC1062_01019	Q4FLX0	92.7
OG0000864	HTCC1062_00140	Q4FPC8	98.5
OG0000865	HTCC1062_00583	Q4FN47	96.9
OG0000866	HTCC7211_01502	B6BQU2	92.5
OG0000867	HTCC1062_00249	Q4FP18	96.3
OG0000868	HTCC1062_00845	Q4FMD6	100
OG0000869	HTCC1062_00821	Q4FMG0	89
OG0000870	HTCC1062_01011	Q4FLX6	90.3
OG0000871	HTCC1062_00500	Q4FNC6	92.9
OG0000872	HTCC1062_00844	Q4FMD7	96.6
OG0000873	HTCC1062_00682	Q4FMU9	98.3
OG0000874	HTCC1062_00962	Q1UZ18	93.1
OG0000875	HTCC1062_00693	Q4FMT8	91.1
OG0000876	HTCC1062_00955	Q4FM28	92.3
OG0000877	HTCC1062_00578	Q4FN52	90.4
OG0000878	HTCC1062_00482	Q1V1N8	96.5
OG0000879	HTCC1062_00847	Q4FMD4	97.8
OG0000880	HTCC1062_00709	Q4FMS2	97.5
OG0000881	HTCC1062_01262	Q4FL84	99.8
OG0000882	HTCC1062_00708	Q4FMS3	96.8
OG0000883	HTCC1062_01009	Q4FLX8	97.2
OG0000884	HTCC1062_00819	Q4FMG2	94.9
OG0000885	HTCC1062_01072	A0A9D7WSS8	100
OG0000886	HTCC1062_00666	Q4FMW5	89.9
OG0000887	HTCC1062_01273	Q4FL73	99.4
OG0000888	HTCC1062_01381	Q4FKW4	90.1
OG0000889	HTCC1062_00458	Q4FNG3	89.2
OG0000890	HTCC7211_01230	A0A926MGJ7	85.2
OG0000891	HTCC1062_00876	Q4FMA5	91.4
OG0000892	HTCC1062_00031	Q4FPN6	86.9
OG0000893	HTCC1062_00851	Q1V2P0	98.1
OG0000894	IMCC9063_00823	F2I2A8	99.2
OG0000895	HTCC1062_01271	Q4FL75	94.7
OG0000896	HTCC1062_01248	Q4FL98	96
OG0000897	HTCC1062_01340	Q4FL05	97.6
OG0000898	RS39_00364	A0A1W6BC89	86.7
OG0000899	HTCC1062_00816	Q4FMG5	96.7
OG0000900	HTCC1062_00697	Q1V289	92.4
OG0000901	HTCC1062_00706	Q4FMS5	93
OG0000902	HTCC1062_01006	Q4FLY1	93.9
OG0000903	HTCC1062_00093	Q1V0J7	86
OG0000904	HTCC1062_00623	Q4FN09	85.5
OG0000905	HTCC1062_00651	Q1V250	95.3
OG0000906	HTCC1062_00679	Q1V271	93.8
OG0000907	HTCC1062_01263	Q4FL83	94
OG0000908	HTCC1062_00919	Q4FM65	86.5
OG0000909	HTCC1062_00934	Q4FM50	91.6
OG0000910	HTCC1062_00726	Q4FMQ5	90.4
OG0000911	HTCC1062_01297	Q4FL49	96.1
OG0000912	HTCC1062_00918	Q4FM66	95.8
OG0000913	HTCC1062_00678	Q4FMV3	95.4
OG0000914	HTCC1062_00699	Q4FMT2	100
OG0000915	HTCC1062_01347	Q4FKZ8	99.3
OG0000916	HTCC1062_01318	Q4FL28	96.2
OG0000917	HTCC1062_01344	Q4FL01	95.3
OG0000918	HTCC1062_00674	Q4FMV7	97.1
OG0000919	HTCC1062_01334	Q4FL11	91.8
OG0000920	HTCC1062_00357	Q4FNR1	88.9
OG0000921	HTCC1062_00814	Q4FMG7	94.2
OG0000922	HTCC1062_01264	Q4FL82	91.5
OG0000923	HTCC1062_01327	Q4FL18	98.6
OG0000924	HTCC1062_01045	Q4FLU4	96.1
OG0000925	HTCC1062_00050	Q4FPP8	95.1
OG0000926	HTCC1062_01278	Q4FL68	90.9
OG0000927	HTCC1062_01053	Q1UZ99	93.9
OG0000928	HTCC1062_00852	Q1V2P1	97.7
OG0000929	HTCC1062_01276	Q4FL70	97.5
OG0000930	HTCC1062_00134	Q4FPD4	97.5
OG0000931	HIMB114_00298	D0RND2	97.9
OG0000932	HTCC1062_01266	Q1UZY6	96.2
OG0000933	HTCC1062_01376	Q1V097	95.9
OG0000934	HTCC1062_01350	Q4FKZ5	95.4
OG0000935	HTCC1062_00676	Q4FMV5	96.3
OG0000936	HTCC1062_00166	Q4FPA1	92.8
OG0000937	HTCC1062_00055	Q4FPP3	95.4
OG0000938	RS40_01440	A0A1W6BIL4	94.1
OG0000939	HIMB114_00249	D0RN85	89.4
OG0000940	HTCC1062_00138	Q4FPD0	95.7
OG0000941	HTCC1062_00680	Q1V272	97.2
OG0000942	HTCC1062_01159	Q1UZK0	94.6
OG0000943	HTCC1062_01005	Q4FLY2	92.4
OG0000944	HIMB114_01252	M3UWT5	89.5
OG0000945	HTCC1062_01074	Q1UZB9	95.1
OG0000946	HTCC1062_00812	Q1V2J8	92.8
OG0000947	HTCC1062_01332	Q4FL13	100
OG0000948	IMCC9063_01376	F2I1X8	96.9
OG0000949	HTCC1062_01141	Q1UZI2	90.5
OG0000950	HTCC1062_00687	Q4FMU4	99.3
OG0000951	HTCC1062_00956	Q4FM27	87.7
OG0000952	HTCC1062_01356	Q1V077	89.7
OG0000953	HTCC1062_00815	Q4FMG6	95.5
OG0000954	HTCC1062_00878	Q1V2R7	94.6
OG0000955	HTCC1062_00731	Q1V2C2	91.5
OG0000956	HTCC7211_00766	B6BT08	97.7
OG0000957	IMCC9063_00243	F2I3R7	100
OG0000958	HTCC1062_01372	Q1V093	93.2
OG0000959	HTCC1062_01223	Q4FLC2	93.8
OG0000960	HTCC1062_00170	Q4FP97	93.9
OG0000961	HIMB5_00378	J9YUL4	97.7
OG0000962	HTCC1062_00920	Q4FM64	94.6
OG0000963	HTCC1062_00675	Q4FMV6	100
OG0000964	HTCC1062_00686	Q1V279	90.1
OG0000965	HTCC1062_01001	Q4FLY6	94.7
OG0000966	HTCC1062_00817	Q4FMG4	93.4
OG0000967	RS39_00964	A0A1W6BE01	93.1
OG0000968	HTCC1062_00165	Q1V0S0	93.3
OG0000969	HIMB1409_00568	A0A920NYL6	93.4
OG0000970	HTCC1062_00885	Q4FM96	100
OG0000971	HTCC1062_00707	Q1V298	89.9
OG0000972	HTCC1062_00169	Q4FP98	92.6
OG0000973	HTCC1062_00843	Q4FMD8	100
OG0000974	HIMB1835_00351	A0A1W6BE48	97.5
OG0000975	HTCC1062_01328	Q4FL17	94.9
OG0000976	HTCC1062_01330	Q4FL15	97.3
OG0000977	HTCC1062_00295	Q4FNX2	93.8
OG0000978	HTCC1062_01338	Q4FL07	96.6
OG0000979	HTCC1062_00132	Q4FPD6	96.9
OG0000980	RS40_00185	A0A1W6BFB4	97.2
OG0000981	HTCC1062_00977	Q1UZ31	88.8
OG0000982	HTCC1062_00173	Q4FP94	94.6
OG0000983	HTCC1062_00192	Q4FP75	92.9
OG0000984	HTCC1062_00759	Q4FMM2	93.2
OG0000985	HTCC1062_00568	Q1V1W7	94.8
OG0000986	HTCC1062_01289	Q4FL57	95.6
OG0000987	HTCC1062_00881	Q4FMA0	96.1
OG0000988	HTCC1062_00907	Q4FM77	93.4
OG0000989	HTCC1062_00491	A0A9D7WME0	93.2
OG0000990	RS39_00965	A0A1W6BE33	94.2
OG0000991	HIMB109_00385	D0RNE6	95.8
OG0000992	HTCC1062_01251	Q4FL95	94.9
OG0000993	HTCC1062_00473	Q1V1N0	88.2
OG0000994	HTCC1062_01313	Q4FL33	99.8
OG0000995	HTCC1062_01359	A0A9D7ZJL9	91.9
OG0000996	HTCC1062_01360	Q4FKY5	91.4
OG0000997	HTCC1062_01188	Q4FLF7	91.9
OG0000998	HTCC1062_00922	Q4FM62	85.9
OG0000999	HTCC1062_01292	Q4FL54	92
OG0001000	HTCC1062_00910	Q4FM74	93.3
OG0001001	HTCC1062_01298	Q4FL48	96.6
OG0001002	HTCC1062_01190	Q4FLF5	91.5
OG0001003	HTCC1062_00566	Q4FN64	95.9
OG0001004	HTCC1062_01187	Q4FLF8	95.2
OG0001005	HTCC1062_01192	Q4FLF3	95.2
OG0001006	HIMB2250_01309	A0A920NZZ9	100
OG0001007	HTCC1062_00659	Q4FMX2	98.4
OG0001008	HTCC1062_00840	Q4FME1	94
OG0001009	HTCC1062_01331	Q1V048	93.1
OG0001010	HTCC1062_01191	Q4FLF4	89.9
OG0001011	HTCC1062_01143	Q4FLK2	96.4
OG0001012	HTCC1062_01242	Q4FLA4	96
OG0001013	HTCC1062_00490	Q4FND6	90.2
OG0001014	HTCC1062_01279	Q4FL67	98.4
