Orthogroup	gene_id	genome	Accession_number	db_source	pident	qcovhsp	scovhsp	evalue	bitscore	afdb_available	ko_id	ko_description	COG_ID	GENE_NAME	COG_NAME
OG0000109	NP1_01335	NP1	A0A6H1Q4L3	TrEMBL	100	100	100	6.25e-263	722	TRUE	K02052	putative spermidine/putrescine transport system ATP-binding protein	COG3842	PotA	Amino acid transport and metabolism
OG0000110	AG-916-B15_00523	AG-916-B15	A0A381XDQ6	TrEMBL	92.2	93.2	100	5.42e-144	411	TRUE	NA	NA	COG1129	MglA	Carbohydrate transport and metabolism
OG0000111	NP1_00747	NP1	A0A6H1Q300	TrEMBL	100	100	100	1.02e-183	514	TRUE	NA	NA	COG0842	YadH	Defense mechanisms
OG0000111	HTCC1002_00770	HTCC1002	Q1V1R3	TrEMBL	100	100	100	6.58e-180	504	TRUE	NA	NA	COG0842	YadH	Defense mechanisms
OG0000111	HTCC1002_00467	HTCC1002	Q4FMF8	TrEMBL	100	100	100	2.9e-171	481	TRUE	NA	NA	COG0842	YadH	Defense mechanisms
OG0000112	HTCC1002_00323	HTCC1002	Q4FM23	TrEMBL	100	100	100	1.7e-169	476	TRUE	K09972	general L-amino acid transport system ATP-binding protein [EC:7.4.2.1]	COG1126	GlnQ	Amino acid transport and metabolism
OG0000113	NP1_00825	NP1	A0A6H1Q3L3	TrEMBL	100	100	100	5.14e-200	556	TRUE	K00737	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	NA	NA	NA
OG0000113	ETNP2013_S02_SV82_300m_MAG_01_00844	ETNP2013_S02_SV82_300m_MAG_01	A0A381T2U2	TrEMBL	98.9	100	100	1.86e-194	541	TRUE	K00737	beta-1,4-mannosyl-glycoprotein beta-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.144]	NA	NA	NA
OG0000114	HTCC1002_01041	HTCC1002	Q1V0Z8	TrEMBL	100	100	100	0	1179	TRUE	K00239	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	COG0029	NadB	Coenzyme transport and metabolism
OG0000114	HTCC1016_00176	HTCC1016	Q4FP25	TrEMBL	100	100	100	0	1179	TRUE	K00239	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	COG0029	NadB	Coenzyme transport and metabolism
OG0000115	HTCC1002_00599	HTCC1002	Q1V277	TrEMBL	100	100	100	1.2e-178	500	TRUE	NA	NA	COG0300	YqjQ	General function prediction only
OG0000115	HTCC1013_00251	HTCC1013	Q4FMU6	TrEMBL	100	100	100	4.88e-178	498	TRUE	NA	NA	COG0300	YqjQ	General function prediction only
OG0000115	NP1_00553	NP1	A0A6H1Q1W5	TrEMBL	100	100	100	1.99e-177	497	TRUE	NA	NA	COG0300	YqjQ	General function prediction only
OG0000116	NP1_01016	NP1	A0A6H1Q2S8	TrEMBL	100	100	100	5.29e-278	762	TRUE	NA	NA	COG4663	FcbT1	Secondary metabolites biosynthesis, transport and catabolism
OG0000116	HTCC1013_00671	HTCC1013	Q4FP02	TrEMBL	100	100	100	2.15e-277	761	TRUE	NA	NA	COG4663	FcbT1	Secondary metabolites biosynthesis, transport and catabolism
OG0000116	HTCC1002_01018	HTCC1002	Q1V121	TrEMBL	100	100	100	2.72e-276	758	TRUE	NA	NA	COG4663	FcbT1	Secondary metabolites biosynthesis, transport and catabolism
OG0000117	NP1_00481	NP1	A0A6H1Q1C8	TrEMBL	100	100	100	5.09e-298	815	TRUE	K11717	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	COG0520	CsdA	Amino acid transport and metabolism
OG0000117	HTCC1013_00184	HTCC1013	Q4FMM8	TrEMBL	100	100	100	3.18e-296	810	TRUE	K11717	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	COG0520	CsdA	Amino acid transport and metabolism
OG0000117	HTCC1002_00533	HTCC1002	Q1V2E4	TrEMBL	100	100	100	4.51e-296	810	TRUE	K11717	cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16]	COG0520	CsdA	Amino acid transport and metabolism
OG0000118	NP1_00935	NP1	A0A6H1Q2B0	TrEMBL	100	100	100	1.42e-130	374	TRUE	NA	NA	COG0424	Maf	Secondary metabolites biosynthesis, transport and catabolism
OG0000118	HTCC1013_00591	HTCC1013	Q4FNS4	Swiss-Prot	100	100	100	1.13e-132	372	TRUE	NA	NA	COG0424	Maf	Secondary metabolites biosynthesis, transport and catabolism
OG0000118	HTCC1002_00938	HTCC1002	Q1V1A0	TrEMBL	100	100	100	8.23e-130	372	TRUE	NA	NA	COG0424	Maf	Secondary metabolites biosynthesis, transport and catabolism
OG0000119	HTCC1002_00473	HTCC1002	Q1V2K4	TrEMBL	100	100	100	0	917	TRUE	K00822	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	COG0161	BioA	Coenzyme transport and metabolism
OG0000119	HTCC1062_00818	HTCC1062	Q4FMG3	TrEMBL	100	100	100	0	917	TRUE	K00822	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	COG0161	BioA	Coenzyme transport and metabolism
OG0000119	NP1_00396	NP1	A0A6H1Q1H0	TrEMBL	100	100	100	0	916	TRUE	K00822	beta-alanine--pyruvate transaminase [EC:2.6.1.18]	COG0161	BioA	Coenzyme transport and metabolism
OG0000120	HTCC1062_00800	HTCC1062	Q4FMI1	TrEMBL	100	100	100	9.69e-132	376	TRUE	K00640	serine O-acetyltransferase [EC:2.3.1.30]	COG1045	CysE	Amino acid transport and metabolism
OG0000120	HTCC1002_00488	HTCC1002	Q1V2I9	TrEMBL	100	100	100	5.61e-131	374	TRUE	K00640	serine O-acetyltransferase [EC:2.3.1.30]	COG1045	CysE	Amino acid transport and metabolism
OG0000120	HTCC9565_00944	HTCC9565	A0A6H1Q169	TrEMBL	100	100	100	1.13e-130	374	TRUE	K00640	serine O-acetyltransferase [EC:2.3.1.30]	COG1045	CysE	Amino acid transport and metabolism
OG0000121	NP1_01092	NP1	A0A6H1Q3Y4	TrEMBL	100	100	100	0	1923	TRUE	NA	NA	COG0841	AcrB	Defense mechanisms
OG0000121	HTCC1002_01093	HTCC1002	Q1V0U5	TrEMBL	100	100	100	0	1904	TRUE	NA	NA	COG0841	AcrB	Defense mechanisms
OG0000121	HTCC1062_00190	HTCC1062	Q4FP77	TrEMBL	100	100	100	0	1897	TRUE	NA	NA	COG0841	AcrB	Defense mechanisms
OG0000122	HTCC1013_00418	HTCC1013	Q4FNB9	TrEMBL	100	100	100	2.02e-143	407	TRUE	NA	NA	COG0349	Rnd	RNA processing and modification
OG0000122	NP1_00750	NP1	A0A6H1Q3D9	TrEMBL	100	100	100	2.02e-143	407	TRUE	NA	NA	COG0349	Rnd	RNA processing and modification
OG0000122	HTCC1002_00773	HTCC1002	Q1V1R0	TrEMBL	100	100	100	2.87e-143	406	TRUE	NA	NA	COG0349	Rnd	RNA processing and modification
OG0000123	HTCC1002_00525	HTCC1002	Q1V2F2	TrEMBL	100	100	100	4.47e-219	606	TRUE	NA	NA	COG2040	MHT1	Amino acid transport and metabolism
OG0000123	HTCC1062_00761	HTCC1062	Q4FMM0	TrEMBL	100	100	100	4.47e-219	606	TRUE	NA	NA	COG2040	MHT1	Amino acid transport and metabolism
OG0000123	NP1_00473	NP1	A0A6H1Q1F7	TrEMBL	100	100	100	6.35e-219	606	TRUE	NA	NA	COG2040	MHT1	Amino acid transport and metabolism
OG0000124	HTCC1002_01361	HTCC1002	Q4FL33	Swiss-Prot	100	100	100	1.31e-238	650	TRUE	NA	NA	COG2113	ProX	Amino acid transport and metabolism
OG0000124	NP1_01371	NP1	A0A6H1Q3R2	TrEMBL	100	100	100	1.12e-234	647	TRUE	NA	NA	COG2113	ProX	Amino acid transport and metabolism
OG0000125	NP1_01261	NP1	A0A6H1Q360	TrEMBL	100	100	100	0	1804	TRUE	K15792	MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]	COG0769	MurE	Cell wall/membrane/envelope biogenesis
OG0000125	HTCC1062_00029	HTCC1062	Q4FPK1	TrEMBL	100	100	100	0	1794	TRUE	K15792	MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]	COG0769	MurE	Cell wall/membrane/envelope biogenesis
OG0000125	HTCC1002_01255	HTCC1002	Q1V0D5	TrEMBL	100	100	100	0	1793	TRUE	K15792	MurE/MurF fusion protein [EC:6.3.2.13 6.3.2.10]	COG0769	MurE	Cell wall/membrane/envelope biogenesis
OG0000126	HTCC1002_00549	HTCC1002	Q1V2C8	TrEMBL	100	100	100	0	892	TRUE	K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	COG4770	PccA	Lipid transport and metabolism
OG0000126	HTCC1062_00737	HTCC1062	Q4FMP4	TrEMBL	100	100	100	0	892	TRUE	K01961	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	COG4770	PccA	Lipid transport and metabolism
OG0000127	HTCC1013_00690	HTCC1013	Q4FP21	Swiss-Prot	100	100	100	4.48e-276	749	TRUE	K17486	dimethylsulfoniopropionate demethylase [EC:2.1.1.269]	COG0404	GcvT	Amino acid transport and metabolism
OG0000127	HTCC1002_01037	HTCC1002	Q1V102	TrEMBL	100	100	100	1.62e-273	749	TRUE	K17486	dimethylsulfoniopropionate demethylase [EC:2.1.1.269]	COG0404	GcvT	Amino acid transport and metabolism
OG0000127	NP1_01036	NP1	A0A6H1Q2U8	TrEMBL	100	100	100	1.62e-273	749	TRUE	K17486	dimethylsulfoniopropionate demethylase [EC:2.1.1.269]	COG0404	GcvT	Amino acid transport and metabolism
OG0000128	NP1_00670	NP1	A0A6H1Q1L2	TrEMBL	100	100	100	7.02e-262	720	TRUE	NA	NA	COG0438	RfaB	Cell wall/membrane/envelope biogenesis
OG0000128	HTCC1002_00044	HTCC1002	Q1UZT8	TrEMBL	100	100	100	2.34e-257	708	TRUE	NA	NA	COG0438	RfaB	Cell wall/membrane/envelope biogenesis
OG0000128	NP1_00010	NP1	A0A6H1Q112	TrEMBL	100	100	100	9.51e-257	706	TRUE	NA	NA	COG0438	RfaB	Cell wall/membrane/envelope biogenesis
OG0000128	HTCC1002_00709	HTCC1002	Q4FN59	TrEMBL	100	100	100	1.18e-248	686	TRUE	NA	NA	COG0438	RfaB	Cell wall/membrane/envelope biogenesis
OG0000129	HTCC1002_00293	HTCC1002	Q1UZ45	TrEMBL	100	100	100	0	1597	TRUE	K02469	DNA gyrase subunit A [EC:5.6.2.2]	COG0188	GyrA	Replication, recombination and repair
OG0000129	HTCC1013_00831	HTCC1013	Q4FLZ5	TrEMBL	100	100	100	0	1597	TRUE	K02469	DNA gyrase subunit A [EC:5.6.2.2]	COG0188	GyrA	Replication, recombination and repair
OG0000129	NP1_00220	NP1	A0A6H1Q2A2	TrEMBL	100	100	100	0	1591	TRUE	K02469	DNA gyrase subunit A [EC:5.6.2.2]	COG0188	GyrA	Replication, recombination and repair
OG0000130	HTCC1062_01012	HTCC1062	Q4FLX5	TrEMBL	100	100	100	9.96e-112	324	TRUE	NA	NA	NA	NA	NA
OG0000130	NP1_00199	NP1	A0A6H1Q0Z6	TrEMBL	100	100	100	2.02e-110	320	TRUE	NA	NA	NA	NA	NA
OG0000131	HTCC1062_00828	HTCC1062	Q4FMF3	TrEMBL	100	100	100	6.2e-110	318	TRUE	K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	COG1225	Bcp	Posttranslational modification, protein turnover, chaperones
OG0000131	HTCC1002_00462	HTCC1002	Q1V2L5	TrEMBL	100	100	100	8.81e-110	318	TRUE	K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	COG1225	Bcp	Posttranslational modification, protein turnover, chaperones
OG0000131	NP1_00386	NP1	A0A6H1Q1G1	TrEMBL	100	100	100	1.03e-107	312	TRUE	K03564	thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]	COG1225	Bcp	Posttranslational modification, protein turnover, chaperones
OG0000132	HTCC1002_00912	HTCC1002	Q4FNP9	Swiss-Prot	100	100	100	0	1206	TRUE	K04043	molecular chaperone DnaK	COG0443	DnaK	Posttranslational modification, protein turnover, chaperones
OG0000132	NP1_00910	NP1	A0A6H1Q283	TrEMBL	100	93.8	93.8	0	1149	TRUE	K04043	molecular chaperone DnaK	COG0443	DnaK	Posttranslational modification, protein turnover, chaperones
OG0000133	HTCC1002_00886	HTCC1002	Q1V1F3	TrEMBL	100	100	100	9.74e-290	793	TRUE	NA	NA	COG0304	FabB	Lipid transport and metabolism
OG0000133	HTCC1013_00539	HTCC1013	Q4FNM2	TrEMBL	100	100	100	9.74e-290	793	TRUE	NA	NA	COG0304	FabB	Lipid transport and metabolism
OG0000133	NP1_00884	NP1	A0A6H1Q259	TrEMBL	100	100	100	1.61e-288	790	TRUE	NA	NA	COG0304	FabB	Lipid transport and metabolism
OG0000134	HTCC1062_00619	HTCC1062	Q4FN12	TrEMBL	100	98.7	100	1.87e-203	566	TRUE	K03089	RNA polymerase sigma-32 factor	COG0568	RpoD	Transcription
OG0000134	HTCC1002_00660	HTCC1002	Q1V217	TrEMBL	100	98.7	100	2.65e-203	566	TRUE	K03089	RNA polymerase sigma-32 factor	COG0568	RpoD	Transcription
OG0000134	NP1_00619	NP1	A0A6H1Q1R0	TrEMBL	99.7	98.7	100	2.54e-201	561	TRUE	K03089	RNA polymerase sigma-32 factor	COG0568	RpoD	Transcription
OG0000135	NP1_01142	NP1	A0A6H1Q356	TrEMBL	100	100	100	1.93e-193	539	TRUE	K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]	COG1622	CyoA	Energy production and conversion
OG0000135	HTCC1002_01146	HTCC1002	Q1V0P2	TrEMBL	100	100	100	1.11e-192	537	TRUE	K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]	COG1622	CyoA	Energy production and conversion
OG0000135	HTCC1013_01355	HTCC1013	Q4FPD0	TrEMBL	100	100	100	1.11e-192	537	TRUE	K02275	cytochrome c oxidase subunit II [EC:7.1.1.9]	COG1622	CyoA	Energy production and conversion
OG0000136	HTCC1002_01161	HTCC1002	Q1V0M7	TrEMBL	100	100	100	0	974	TRUE	K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	COG1233	NA	Secondary metabolites biosynthesis, transport and catabolism
OG0000136	HTCC1062_00123	HTCC1062	Q4FPE5	TrEMBL	100	100	100	0	973	TRUE	K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	COG1233	NA	Secondary metabolites biosynthesis, transport and catabolism
OG0000136	NP1_01157	NP1	A0A6H1Q4I8	TrEMBL	100	100	100	0	971	TRUE	K10027	phytoene desaturase [EC:1.3.99.26 1.3.99.28 1.3.99.29 1.3.99.31]	COG1233	NA	Secondary metabolites biosynthesis, transport and catabolism
OG0000137	HTCC1062_00461	HTCC1062	Q4FNG0	Swiss-Prot	100	100	100	4.64e-221	605	TRUE	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	COG0223	Fmt	Translation, ribosomal structure and biogenesis
OG0000137	HTCC1002_00818	HTCC1002	Q1V1L9	TrEMBL	100	100	100	6.84e-218	604	TRUE	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	COG0223	Fmt	Translation, ribosomal structure and biogenesis
OG0000137	NP1_00813	NP1	A0A6H1Q1Z2	TrEMBL	100	100	100	1.61e-216	600	TRUE	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	COG0223	Fmt	Translation, ribosomal structure and biogenesis
OG0000137	ETNP2013_S02_SV82_300m_MAG_01_00426	ETNP2013_S02_SV82_300m_MAG_01	A0A381QVT1	TrEMBL	99.3	100	100	2.19e-212	590	TRUE	K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	COG0223	Fmt	Translation, ribosomal structure and biogenesis
OG0000138	NP1_00523	NP1	A0A6H1Q177	TrEMBL	100	100	100	0	1473	TRUE	K07003	uncharacterized protein	COG1033	MMPL	General function prediction only
OG0000138	HTCC1062_00712	HTCC1062	Q4FMR9	TrEMBL	100	100	100	0	1471	TRUE	K07003	uncharacterized protein	COG1033	MMPL	General function prediction only
OG0000138	HTCC1002_00574	HTCC1002	Q1V2A3	TrEMBL	100	100	100	0	1470	TRUE	K07003	uncharacterized protein	COG1033	MMPL	General function prediction only
OG0000139	NP1_01143	NP1	A0A6H1Q588	TrEMBL	100	100	100	0	1109	TRUE	K02274	cytochrome c oxidase subunit I [EC:7.1.1.9]	COG0843	CyoB	Energy production and conversion
OG0000139	HTCC1013_01354	HTCC1013	Q4FPD1	TrEMBL	100	100	100	0	1108	TRUE	K02274	cytochrome c oxidase subunit I [EC:7.1.1.9]	COG0843	CyoB	Energy production and conversion
OG0000140	NP1_01066	NP1	A0A6H1Q2X5	TrEMBL	100	100	100	4.32e-275	754	TRUE	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	COG2021	MET2	Amino acid transport and metabolism
OG0000140	HTCC1062_00216	HTCC1062	Q4FP51	Swiss-Prot	100	100	100	2.41e-277	753	TRUE	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	COG2021	MET2	Amino acid transport and metabolism
OG0000140	HTCC1002_01067	HTCC1002	Q1V0X2	TrEMBL	100	100	100	6.13e-275	753	TRUE	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]	COG2021	MET2	Amino acid transport and metabolism
OG0000141	HTCC1062_00112	HTCC1062	Q4FPF6	TrEMBL	100	100	100	5.79e-265	727	TRUE	K13581	modification methylase [EC:2.1.1.72]	COG0863	YhdJ	Replication, recombination and repair
OG0000141	NP1_01168	NP1	A0A6H1Q378	TrEMBL	100	100	100	1.17e-264	726	TRUE	K13581	modification methylase [EC:2.1.1.72]	COG0863	YhdJ	Replication, recombination and repair
OG0000141	HTCC1002_01172	HTCC1002	Q1V0L6	TrEMBL	100	100	100	1.94e-263	723	TRUE	K13581	modification methylase [EC:2.1.1.72]	COG0863	YhdJ	Replication, recombination and repair
OG0000142	NP1_00850	NP1	A0A6H1Q2Q0	TrEMBL	100	100	100	1.64e-96	283	TRUE	NA	NA	COG2050	PaaI	Secondary metabolites biosynthesis, transport and catabolism
OG0000142	HTCC1002_00849	HTCC1002	Q1V1J0	TrEMBL	100	100	100	3.3e-96	282	TRUE	NA	NA	COG2050	PaaI	Secondary metabolites biosynthesis, transport and catabolism
OG0000142	HTCC1040_00269	HTCC1040	Q4FNJ0	TrEMBL	100	100	81.5	2.33e-94	279	TRUE	NA	NA	COG2050	PaaI	Secondary metabolites biosynthesis, transport and catabolism
OG0000143	HTCC1002_01308	HTCC1002	Q1V083	TrEMBL	100	100	100	1.76e-181	508	TRUE	K01995	branched-chain amino acid transport system ATP-binding protein	COG0411	LivG	Amino acid transport and metabolism
OG0000143	HTCC1062_01362	HTCC1062	Q4FKY3	TrEMBL	100	100	100	2.5e-181	508	TRUE	K01995	branched-chain amino acid transport system ATP-binding protein	COG0411	LivG	Amino acid transport and metabolism
OG0000143	NP1_01321	NP1	A0A6H1Q420	TrEMBL	100	100	100	5.05e-181	507	TRUE	K01995	branched-chain amino acid transport system ATP-binding protein	COG0411	LivG	Amino acid transport and metabolism
OG0000144	HTCC1002_01068	HTCC1002	Q4FP52	Swiss-Prot	100	100	100	9.4e-253	690	TRUE	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	COG0079	HisC	Amino acid transport and metabolism
OG0000144	NP1_01067	NP1	A0A6H1Q4L4	TrEMBL	100	100	100	6.87e-250	689	TRUE	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	COG0079	HisC	Amino acid transport and metabolism
OG0000144	ETNP2013_S02_SV82_300m_MAG_01_00076	ETNP2013_S02_SV82_300m_MAG_01	A0A381TPT9	TrEMBL	99.4	100	100	1.76e-252	696	TRUE	K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	COG0079	HisC	Amino acid transport and metabolism
OG0000145	HTCC1002_00939	HTCC1002	Q4FNS5	Swiss-Prot	100	100	100	5.1e-191	526	TRUE	K00014	shikimate dehydrogenase [EC:1.1.1.25]	COG0169	AroE	Amino acid transport and metabolism
OG0000145	NP1_00936	NP1	A0A6H1Q2K2	TrEMBL	100	100	100	1.85e-188	526	TRUE	K00014	shikimate dehydrogenase [EC:1.1.1.25]	COG0169	AroE	Amino acid transport and metabolism
OG0000146	ETNP2013_S02_SV82_300m_MAG_01_00596	ETNP2013_S02_SV82_300m_MAG_01	A0A381SHB8	TrEMBL	100	100	100	6.7e-112	326	TRUE	K00942	guanylate kinase [EC:2.7.4.8]	COG0194	Gmk	Nucleotide transport and metabolism
OG0000146	HTCC1062_00720	HTCC1062	Q4FMR1	Swiss-Prot	100	100	96.2	9.78e-146	406	TRUE	K00942	guanylate kinase [EC:2.7.4.8]	COG0194	Gmk	Nucleotide transport and metabolism
OG0000146	HTCC1002_00566	HTCC1002	Q1V2B1	TrEMBL	100	100	96.2	3.54e-143	406	TRUE	K00942	guanylate kinase [EC:2.7.4.8]	COG0194	Gmk	Nucleotide transport and metabolism
OG0000146	NP1_00515	NP1	A0A6H1Q3G1	TrEMBL	100	100	96.2	2.91e-142	404	TRUE	K00942	guanylate kinase [EC:2.7.4.8]	COG0194	Gmk	Nucleotide transport and metabolism
OG0000147	HTCC1013_00759	HTCC1013	Q1V0T8	TrEMBL	100	100	100	3.32e-122	351	TRUE	NA	NA	COG2236	Hpt1	Coenzyme transport and metabolism
OG0000147	NP1_01099	NP1	A0A6H1Q2R2	TrEMBL	100	100	100	5.5e-122	350	TRUE	K07101	uncharacterized protein	COG2236	Hpt1	Coenzyme transport and metabolism
OG0000148	HTCC1002_01154	HTCC1002	Q4FPD8	TrEMBL	100	100	100	1.83e-114	330	TRUE	NA	NA	COG0678	AHP1	Posttranslational modification, protein turnover, chaperones
OG0000148	NP1_01150	NP1	A0A6H1Q3J0	TrEMBL	100	100	100	1.24e-112	325	TRUE	NA	NA	COG0678	AHP1	Posttranslational modification, protein turnover, chaperones
OG0000149	NP1_01193	NP1	A0A6H1Q3A4	TrEMBL	100	100	100	3.48e-126	362	TRUE	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	COG0558	PgsA	Lipid transport and metabolism
OG0000149	HTCC1002_01196	HTCC1002	Q4FPI0	TrEMBL	100	100	100	4.94e-126	362	TRUE	K08744	cardiolipin synthase (CMP-forming) [EC:2.7.8.41]	COG0558	PgsA	Lipid transport and metabolism
OG0000150	HTCC1062_00611	HTCC1062	Q1V209	TrEMBL	100	100	100	1.51e-120	347	TRUE	K03640	peptidoglycan-associated lipoprotein	COG2885	OmpA	Cell wall/membrane/envelope biogenesis
OG0000150	HTCC1016_00541	HTCC1016	Q4FN20	TrEMBL	100	100	100	6.38e-105	306	TRUE	K03640	peptidoglycan-associated lipoprotein	COG2885	OmpA	Cell wall/membrane/envelope biogenesis
OG0000150	NP1_00627	NP1	A0A6H1Q236	TrEMBL	100	100	100	2.6e-104	304	TRUE	K03640	peptidoglycan-associated lipoprotein	COG2885	OmpA	Cell wall/membrane/envelope biogenesis
OG0000151	HTCC1013_01005	HTCC1013	Q4FLH9	TrEMBL	100	100	100	1.66e-264	727	TRUE	K01647	citrate synthase [EC:2.3.3.1]	COG0372	GltA	Energy production and conversion
OG0000151	NP1_00047	NP1	A0A6H1Q1U0	TrEMBL	100	100	100	2.36e-264	727	TRUE	K01647	citrate synthase [EC:2.3.3.1]	COG0372	GltA	Energy production and conversion
OG0000151	HTCC1002_00121	HTCC1002	Q1UZK7	TrEMBL	100	100	100	9.63e-264	725	TRUE	K01647	citrate synthase [EC:2.3.3.1]	COG0372	GltA	Energy production and conversion
OG0000152	NP1_00976	NP1	A0A6H1Q409	TrEMBL	100	100	100	1.3e-196	548	TRUE	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	COG0190	FolD	Coenzyme transport and metabolism
OG0000152	HTCC1016_00238	HTCC1016	Q4FNW1	Swiss-Prot	100	100	100	7.26e-199	547	TRUE	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	COG0190	FolD	Coenzyme transport and metabolism
OG0000152	HTCC1002_00976	HTCC1002	Q1V163	TrEMBL	100	94.9	100	2.39e-196	548	TRUE	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]	COG0190	FolD	Coenzyme transport and metabolism
OG0000153	HTCC1002_00670	HTCC1002	Q4FN22	TrEMBL	100	100	100	9.69e-161	456	TRUE	NA	NA	COG0810	TonB	Cell wall/membrane/envelope biogenesis
OG0000153	NP1_00629	NP1	A0A6H1Q1R9	TrEMBL	100	100	100	9.69e-161	456	TRUE	NA	NA	COG0810	TonB	Cell wall/membrane/envelope biogenesis
OG0000154	NP1_00896	NP1	A0A6H1Q4J0	TrEMBL	100	100	100	0	885	TRUE	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	COG0621	MiaB	Translation, ribosomal structure and biogenesis
OG0000154	HTCC1002_00898	HTCC1002	Q1V1E1	TrEMBL	100	100	98	0	868	TRUE	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	COG0621	MiaB	Translation, ribosomal structure and biogenesis
OG0000154	ETNP2013_S02_SV82_300m_MAG_01_00216	ETNP2013_S02_SV82_300m_MAG_01	A0A381N356	TrEMBL	100	100	97.1	7.41e-305	855	TRUE	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	COG0621	MiaB	Translation, ribosomal structure and biogenesis
OG0000154	HTCC1062_00383	HTCC1062	Q4FNN5	Swiss-Prot	100	98	100	0	868	TRUE	K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	COG0621	MiaB	Translation, ribosomal structure and biogenesis
OG0000155	HTCC1062_01163	HTCC1062	Q4FLI2	TrEMBL	100	100	100	2e-165	464	TRUE	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	COG0546	Gph	Energy production and conversion
OG0000155	NP1_00050	NP1	A0A6H1Q088	TrEMBL	100	100	100	4.04e-165	464	TRUE	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]	COG0546	Gph	Energy production and conversion
OG0000156	HTCC1016_00405	HTCC1016	Q4FNE8	TrEMBL	100	100	100	1.81e-157	445	TRUE	NA	NA	COG0398	TVP38	Function unknown
OG0000156	HTCC1002_00806	HTCC1002	Q1V1N1	TrEMBL	100	100	100	3.66e-157	444	TRUE	NA	NA	COG0398	TVP38	Function unknown
OG0000157	HTCC1002_00819	HTCC1002	Q1V1L8	TrEMBL	100	100	100	1.53e-116	336	TRUE	K01462	peptide deformylase [EC:3.5.1.88]	COG0242	Def	Translation, ribosomal structure and biogenesis
OG0000157	HTCC1062_00460	HTCC1062	Q4FNG1	Swiss-Prot	100	100	100	1.21e-118	335	TRUE	K01462	peptide deformylase [EC:3.5.1.88]	COG0242	Def	Translation, ribosomal structure and biogenesis
OG0000157	NP1_00814	NP1	A0A6H1Q3K4	TrEMBL	100	100	100	8.85e-116	334	TRUE	K01462	peptide deformylase [EC:3.5.1.88]	COG0242	Def	Translation, ribosomal structure and biogenesis
