id	prokka_seq_name	COG_ID	COG_GENE_NAME	COG_NAME	COG_LETTER	KO	ko_definition
OG1003	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1004	Zinc import ATP-binding protein ZnuC	COG1121	ZnuC	"ABC-type Mn2+/Zn2+ transport system, ATPase component"	P	K09817	zinc transport system ATP-binding protein
OG1005	Sulfur carrier protein FdhD	COG1526	FdhD	"Formate dehydrogenase assembly factor FdhD, a sulfurtransferase"	C	K02379	FdhD protein
OG1006	Protein translocase subunit SecE	COG0690	SecE	Preprotein translocase subunit SecE	U	K03073	preprotein translocase subunit SecE
OG1007	Asparagine synthetase [glutamine-hydrolyzing] 1	COG0367	AsnB	Asparagine synthetase B (glutamine-hydrolyzing)	E	K01953	asparagine synthase (glutamine-hydrolysing)
OG1008	hypothetical protein	COG2226	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	H	K09667	protein O-GlcNAc transferase
OG1009	hypothetical protein	COG0573	PstC	"ABC-type phosphate transport system, permease component"	P	K02037	phosphate transport system permease protein
OG1010	Single-stranded-DNA-specific exonuclease RecJ	COG0608	RecJ	"ssDNA-specific exonuclease RecJ, DHH superfamily, may be involved in archaeal DNA replication intiation"	L	K07462	single-stranded-DNA-specific exonuclease
OG1011	Catalase-peroxidase	COG0376	KatG	Catalase (peroxidase I)	P	K03782	catalase-peroxidase
OG1012	SOS response-associated protein YedK	COG2135	SRAP	"ssDNA abasic site-binding protein YedK/HMCES, SRAP family"	L	NA	NA
OG1013	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1014	hypothetical protein	COG3369	NA	"Uncharacterized conserved protein, contains Zn-finger domain of CDGSH type"	S	K23886	CDGSH iron-sulfur domain-containing protein 3
OG1015	hypothetical protein	COG2717	MsrQ	Heme-binding membrane subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	C	NA	NA
OG1016	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1017	Dipeptide transport system permease protein DppC	COG1173	DppC	"ABC-type dipeptide/oligopeptide/nickel transport system, permease component"	E	K02034	peptide/nickel transport system permease protein
OG1018	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1019	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1020	putative N-acetyltransferase YsnE	COG1246	ArgA	"N-acetylglutamate synthase or related acetyltransferase, GNAT family"	E	K03829	putative acetyltransferase
OG1021	L-malyl-CoA/beta-methylmalyl-CoA lyase	COG2301	CitE	Citrate lyase beta subunit	G	K08691	malyl-CoA/(S)-citramalyl-CoA lyase
OG1022	hypothetical protein	NA	NA	NA	NA	K07794	putative tricarboxylic transport membrane protein
OG1023	hypothetical protein	COG3167	PilO	Type IV pilus assembly protein PilO	N	NA	NA
OG1024	Phosphoheptose isomerase	COG0279	GmhA	Phosphoheptose isomerase	G	K03271	D-sedoheptulose 7-phosphate isomerase
OG1025	"8-amino-3,8-dideoxy-manno-octulosonate cytidylyltransferase"	COG1861	SpsF	"Spore coat polysaccharide biosynthesis protein SpsF, cytidylyltransferase family"	M	K07257	spore coat polysaccharide biosynthesis protein SpsF
OG1026	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1027	hypothetical protein	COG4642	NA	Uncharacterized conserved protein	S	NA	NA
OG1028	hypothetical protein	COG5613	SseC	Type III secretion system effector SseC (host membrane pore formation)	U	NA	NA
OG1029	hypothetical protein	COG0070	GltB3	Glutamate synthase domain 3	E	K22082	methylamine---glutamate N-methyltransferase subunit B
OG1030	hypothetical protein	COG2855	YeiH	"Uncharacterized membrane protein YadS, UPF0324 family"	S	NA	NA
OG1031	hypothetical protein	COG1666	YajQ	"Cyclic di-GMP-binding protein YajQ, UPF0234 family"	T	K09767	cyclic-di-GMP-binding protein
OG1032	Aquaporin Z	COG0580	GlpF	Glycerol uptake facilitator or related aquaporin (Major Intrinsic protein Family)	G	K02440	glycerol uptake facilitator protein
OG1033	hypothetical protein	COG1357	YjbI	"Uncharacterized conserved protein YjbI, contains pentapeptide repeats"	S	NA	NA
OG1034	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1035	3-keto-5-aminohexanoate cleavage enzyme	COG3246	NA	"Uncharacterized conserved protein, DUF849 family"	S	K18013	3-keto-5-aminohexanoate cleavage enzyme
OG1036	hypothetical protein	COG3180	AbrB	"Uncharacterized membrane protein AbrB, regulator of aidB expression"	R	K07120	uncharacterized protein
OG1037	"GDP/UDP-N,N'-diacetylbacillosamine 2-epimerase (hydrolyzing)"	COG0381	WecB	UDP-N-acetylglucosamine 2-epimerase	M	K01791	UDP-N-acetylglucosamine 2-epimerase (non-hydrolysing)
OG1038	Cytochrome b561	COG3038	CybB	Cytochrome b561	C	K12262	superoxide oxidase
OG1039	hypothetical protein	COG0474	MdoB	"Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily"	M	NA	NA
OG1040	"Ubiquinone biosynthesis O-methyltransferase, mitochondrial"	COG2227	UbiG	"2-polyprenyl-3-methyl-5-hydroxy-6-metoxy-1,4-benzoquinol methylase"	H	K09667	protein O-GlcNAc transferase
OG1041	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1042	50S ribosomal protein L36	COG0257	RpmJ	Ribosomal protein L36	J	K02919	large subunit ribosomal protein L36
OG1043	Guanine deaminase	COG0590	TadA	tRNA(Arg) A34 adenosine deaminase TadA	J	K11991	tRNA(adenine34) deaminase
OG1044	hypothetical protein	COG1977	MoaD	Molybdopterin synthase sulfur carrier subunit MoaD	H	K03636	sulfur-carrier protein
OG1045	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1046	Cytochrome c'	COG3909	CytC556	Cytochrome c556	C	NA	NA
OG1047	hypothetical protein	COG0584	UgpQ	Glycerophosphoryl diester phosphodiesterase	I	K01126	glycerophosphoryl diester phosphodiesterase
OG1048	hypothetical protein	COG2089	SpsE	"Sialic acid synthase SpsE, contains C-terminal SAF domain"	M	NA	NA
OG1049	hypothetical protein	COG3791	NA	Uncharacterized conserved protein	S	NA	NA
OG1050	"4-hydroxy-2-oxo-heptane-1,7-dioate aldolase"	COG3836	HpcH	2-keto-3-deoxy-L-rhamnonate aldolase RhmA	G	K02510	4-hydroxy-2-oxoheptanedioate aldolase
OG1051	hypothetical protein	COG1653	UgpB	"ABC-type glycerol-3-phosphate transport system, periplasmic component"	G	K17321	glycerol transport system substrate-binding protein
OG1052	hypothetical protein	COG3127	YbbP	"Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component"	Q	K02004	putative ABC transport system permease protein
OG1053	Phosphoenolpyruvate carboxylase	COG2352	Ppc	Phosphoenolpyruvate carboxylase	C	K01595	phosphoenolpyruvate carboxylase
OG1054	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1055	Fructokinase	COG1940	NagC	"Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain"	G	NA	NA
OG1056	hypothetical protein	COG0037	TilS	tRNA(Ile)-lysidine synthase TilS/MesJ	J	NA	NA
OG1057	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1058	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1059	hypothetical protein	COG5467	NA	"Uncharacterized conserved protein, DUF1476 domain"	S	NA	NA
OG1060	Arylesterase	COG2755	TesA	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	D	K10804	acyl-CoA thioesterase I
OG1061	Riboflavin transporter RfnT	COG2814	AraJ	"Predicted arabinose efflux permease AraJ, MFS family"	G	NA	NA
OG1062	hypothetical protein	COG0412	DLH	Dienelactone hydrolase	Q	NA	NA
OG1063	Lactate utilization protein A	COG0247	GlpC	"Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF"	C	K00113	glycerol-3-phosphate dehydrogenase subunit C
OG1064	hypothetical protein	COG1015	DeoB	Phosphopentomutase	G	NA	NA
OG1065	hypothetical protein	NA	NA	NA	NA	K09890	alternative ribosome-rescue factor
OG1066	hypothetical protein	COG3914	Spy	"Predicted O-linked N-acetylglucosamine transferase, SPINDLY family"	O	K09667	protein O-GlcNAc transferase
OG1067	hypothetical protein	COG4922	SWIM	Predicted SnoaL-like aldol condensation-catalyzing enzyme	R	NA	NA
OG1068	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1069	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1070	hypothetical protein	COG1025	Ptr	"Secreted/periplasmic Zn-dependent peptidases, insulinase-like"	O	NA	NA
OG1071	Rubrerythrin-1	COG1592	YotD	Rubrerythrin	C	NA	NA
OG1072	Arsenate reductase	COG0394	Wzb	Protein-tyrosine-phosphatase	T	K03741	arsenate reductase (thioredoxin)
OG1073	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1074	hypothetical protein	COG3564	NA	"Uncharacterized conserved protein, DUF779 family"	S	K09959	uncharacterized protein
OG1075	hypothetical protein	COG3356	OpgE	"Predicted membrane-associated lipid hydrolase, neutral ceramidase superfamily"	I	NA	NA
OG1076	hypothetical protein	COG3137	YdiY	Putative salt-induced outer membrane protein YdiY	M	NA	NA
OG1077	Lactate utilization protein A	COG0247	GlpC	"Fe-S cluster-containing oxidoreductase, includes glycolate oxidase subunit GlcF"	C	K11473	glycolate dehydrogenase iron-sulfur subunit
OG1078	hypothetical protein	COG3449	SbmC	DNA gyrase inhibitor GyrI/SbmC	L	NA	NA
OG1079	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	COG2041	MsrP	Molybdopterin-dependent catalytic subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	C	K07147	methionine sulfoxide reductase catalytic subunit
OG1080	hypothetical protein	COG4122	TrmR	tRNA 5-hydroxyU34 O-methylase TrmR/YrrM	J	NA	NA
OG1081	5-hydroxyisourate hydrolase	COG2351	HiuH	"5-hydroxyisourate hydrolase (purine catabolism), transthyretin-related family"	F	K07127	5-hydroxyisourate hydrolase
OG1082	hypothetical protein	COG0596	MenH	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase MenH and related esterases, alpha/beta hydrolase fold"	H	K21159	epoxide hydrolase
OG1083	hypothetical protein	COG0306	PitA	Phosphate/sulfate permease	P	NA	NA
OG1084	6-deoxy-6-sulfogluconolactonase	COG3386	YvrE	Sugar lactone lactonase YvrE	G	K01053	gluconolactonase
OG1085	hypothetical protein	COG0277	GlcD	FAD/FMN-containing lactate dehydrogenase/glycolate oxidase	C	K11472	glycolate dehydrogenase FAD-binding subunit
OG1086	hypothetical protein	COG2388	YidJ	"Predicted acetyltransferase, GNAT superfamily"	R	NA	NA
OG1087	hypothetical protein	COG0500	SmtA	SAM-dependent methyltransferase	Q	NA	NA
OG1088	hypothetical protein	COG0457	NEAT	Heme-binding NEAT domain	P	K05303	O-methyltransferase
OG1089	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1090	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1091	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1092	hypothetical protein	COG0400	YpfH	Predicted esterase	R	NA	NA
OG1093	hypothetical protein	COG1480	PgpH	"Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily"	T	NA	NA
OG1094	putative protein	COG2062	SixA	Phosphohistidine phosphatase SixA	T	K08296	phosphohistidine phosphatase
OG1095	hypothetical protein	COG0275	RmsH	16S rRNA C1402 N4-methylase RsmH	J	NA	NA
OG1096	hypothetical protein	COG1975	XdhC	"Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family"	O	K07402	xanthine dehydrogenase accessory factor
OG1097	putative sugar-binding periplasmic protein	COG1653	UgpB	"ABC-type glycerol-3-phosphate transport system, periplasmic component"	G	K17315	glucose/mannose transport system substrate-binding protein
OG1098	putative oxidoreductase CT_610	COG5424	PqqC	Pyrroloquinoline quinone (PQQ) biosynthesis protein C	H	K06137	pyrroloquinoline-quinone synthase
OG1099	hypothetical protein	COG3181	TctC	"Tripartite-type tricarboxylate transporter, extracytoplasmic receptor component TctC"	C	K07795	putative tricarboxylic transport membrane protein
OG1100	hypothetical protein	COG2414	YdhV	Aldehyde:ferredoxin oxidoreductase	C	NA	NA
OG1101	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1102	hypothetical protein	COG1971	MntP	Putative Mn2+ efflux pump MntP	P	NA	NA
OG1103	hypothetical protein	COG3205	NA	"Uncharacterized membrane protein, DUF2061 family"	S	NA	NA
OG1104	hypothetical protein	COG3803	NA	"Uncharacterized conserved protein, DUF924 family"	S	NA	NA
OG1105	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	COG0620	MetE	Methionine synthase II (cobalamin-independent)	E	K00549	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase
OG1106	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1107	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1108	hypothetical protein	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	M	NA	NA
OG1109	Cytochrome c6	COG2010	CccA	"Cytochrome c, mono- and diheme variants"	C	NA	NA
OG1110	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1111	hypothetical protein	COG2217	ZntA	Cation-transporting P-type ATPase	P	NA	NA
OG1112	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ	COG2717	MsrQ	Heme-binding membrane subunit of periplasmic DMSO/TMAO and protein-methionine-sulfoxide reductases	C	K17247	methionine sulfoxide reductase heme-binding subunit
OG1113	hypothetical protein	COG0456	RimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	J	K06977	uncharacterized protein
OG1114	putative protein	COG2308	NA	Circularly permuted ATP-grasp protein	R	NA	NA
OG1115	hypothetical protein	COG2010	CccA	"Cytochrome c, mono- and diheme variants"	C	NA	NA
OG1116	Glyoxylate/hydroxypyruvate reductase A	COG0111	SerA	Phosphoglycerate dehydrogenase or related dehydrogenase	H	K12972	glyoxylate/hydroxypyruvate reductase
OG1117	hypothetical protein	COG3205	NA	"Uncharacterized membrane protein, DUF2061 family"	S	NA	NA
OG1118	hypothetical protein	COG0474	MgtA	"Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily"	P	K07794	putative tricarboxylic transport membrane protein
OG1119	hypothetical protein	COG1975	XdhC	"Molybdoenzyme maturation factor PaoD (Mo cofactor insertion), XdhC/CoxF family"	O	K07402	xanthine dehydrogenase accessory factor
OG1120	Oligosaccharides import ATP-binding protein MsmX	COG3839	MalK	"ABC-type sugar transport system, ATPase component MalK"	G	K17324	glycerol transport system ATP-binding protein
OG1121	hypothetical protein	NA	NA	NA	NA	K01578	malonyl-CoA decarboxylase
OG1122	hypothetical protein	COG3806	ChrR	"Anti-sigma factor ChrR, cupin superfamily"	T	K07167	putative transcriptional regulator
OG1123	D-glycero-alpha-D-manno-heptose 7-phosphate kinase	COG2605	GalK	Predicted kinase related to galactokinase and mevalonate kinase	R	K07031	D-glycero-alpha-D-manno-heptose-7-phosphate kinase
OG1124	hypothetical protein	COG0726	CDA1	"Peptidoglycan/xylan/chitin deacetylase, PgdA/NodB/CDA1 family"	G	K16842	allantoinase
OG1125	Co-chaperone protein DjlA	COG1076	DjlA	DnaJ domain-containing protein	O	K05801	DnaJ like chaperone protein
OG1126	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1127	hypothetical protein	COG1471	RPS4A	Ribosomal protein S4E	J	NA	NA
OG1128	"Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"	COG0248	GppA	Exopolyphosphatase/pppGpp-phosphohydrolase	F	K01524	"exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase"
OG1129	Histidine biosynthesis bifunctional protein HisB	COG0241	HisB1/GmhB	"Histidinol phosphatase/D-glycero-mannoheptose bisphosphatephosphatase, HAD superfamily"	E	K03273	"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase"
OG1130	hypothetical protein	COG1877	OtsB	Trehalose-6-phosphate phosphatase	G	NA	NA
OG1131	Polyphosphate kinase	COG0855	Ppk	Polyphosphate kinase	P	K00937	polyphosphate kinase
OG1132	hypothetical protein	COG1893	PanE	Ketopantoate reductase	H	K00077	2-dehydropantoate 2-reductase
OG1133	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1134	hypothetical protein	COG1664	CcmA	"Cytoskeletal protein CcmA, bactofilin family"	Z	NA	NA
OG1135	hypothetical protein	COG0856	PyrE2	Orotate phosphoribosyltransferase homolog	F	NA	NA
OG1136	hypothetical protein	COG1497	MJ0558	"Predicted transcriptional regulator MJ0558, contains a CRP-type HTH domain"	K	NA	NA
OG1137	Protein-L-isoaspartate O-methyltransferase	COG2518	Pcm	Protein-L-isoaspartate O-methyltransferase	O	K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase
OG1138	hypothetical protein	COG2226	UbiE	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG	H	NA	NA
OG1139	2-amino-1-hydroxyethylphosphonate dioxygenase (glycine-forming)	COG4341	NA	Predicted HD phosphohydrolase	R	NA	NA
OG1140	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1141	hypothetical protein	COG0451	WcaG	Nucleoside-diphosphate-sugar epimerase	M	K00091	dihydroflavonol-4-reductase
OG1142	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1143	Agmatine deiminase	COG2957	AguA	Agmatine/peptidylarginine deiminase	E	K10536	agmatine deiminase
OG1144	Type II secretion system protein F	COG1459	PulF	"Type II secretory pathway, component PulF"	N	K02653	type IV pilus assembly protein PilC
OG1145	Dimethlysulfonioproprionate lyase DddP	COG0006	PepP	Xaa-Pro aminopeptidase	E	NA	NA
OG1146	hypothetical protein	COG3090	DctM	"TRAP-type C4-dicarboxylate transport system, small permease component YiaM"	G	NA	NA
OG1147	Low specificity L-threonine aldolase	COG2008	GLY1	Threonine aldolase	E	K01620	threonine aldolase
OG1148	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1149	hypothetical protein	COG1835	OafA	"Peptidoglycan/LPS O-acetylase OafA/YrhL, contains acyltransferase and SGNH-hydrolase domains"	M	K16568	exopolysaccharide production protein ExoZ
OG1150	hypothetical protein	COG1807	ArnT	"PMT family glycosyltransferase ArnT/Agl22, involved in glycosylation of proteins and lipid IVA"	M	NA	NA
OG1151	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1152	hypothetical protein	COG3502	NA	"Uncharacterized conserved protein, DUF952 family"	S	NA	NA
OG1153	hypothetical protein	COG1216	WcaE	"Glycosyltransferase, GT2 family"	G	K16649	"rhamnopyranosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,3/1,4-galactofuranosyltransferase"
OG1154	hypothetical protein	COG1680	AmpC	"CubicO group peptidase, beta-lactamase class C family"	V	NA	NA
OG1155	hypothetical protein	COG2804	PulE	Type II secretory pathway ATPase GspE/PulE or T4P pilus assembly pathway ATPase PilB	N	NA	NA
OG1156	allantoicase	COG4266	Alc	Allantoicase	F	K01477	allantoicase
OG1157	Ureidoglycolate lyase	COG3194	AllA	Ureidoglycolate hydrolase (allantoin degradation)	F	K01483	ureidoglycolate lyase
OG1158	Phosphoserine aminotransferase	COG1932	SerC	Phosphoserine aminotransferase	H	K00831	phosphoserine aminotransferase
OG1159	hypothetical protein	COG0859	RfaF	ADP-heptose:LPS heptosyltransferase	M	NA	NA
OG1160	hypothetical protein	COG1845	CyoC	"Heme/copper-type cytochrome/quinol oxidase, subunit 3"	C	NA	NA
OG1161	hypothetical protein	COG3217	YcbX	"N-hydroxylaminopurine reductase subunit YcbX, contains MOSC domain"	F	NA	NA
OG1162	hypothetical protein	COG3637	LomR	Opacity protein LomR and related surface antigens	M	NA	NA
OG1163	Glutathione hydrolase-like YwrD proenzyme	COG0405	Ggt	Gamma-glutamyltranspeptidase	E	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase
OG1164	"UDP-2,3-diacylglucosamine hydrolase"	COG2908	LpxH	"UDP-2,3-diacylglucosamine pyrophosphatase LpxH"	M	K03269	"UDP-2,3-diacylglucosamine hydrolase"
OG1165	Twitching mobility protein	COG2805	PilT	"Type IV pilus assembly protein PilT, pilus retraction ATPase"	N	K02669	twitching motility protein PilT
OG1166	hypothetical protein	COG5605	COX4	Cytochrome c oxidase subunit IV	C	K02277	cytochrome c oxidase subunit IV
OG1167	hypothetical protein	COG3491	PcbC	Isopenicillin N synthase and related dioxygenases	Q	NA	NA
OG1168	Carbon monoxide dehydrogenase medium chain	COG1319	CutB	"Aldehyde, CO, or xanthine dehydrogenase, FAD-binding subunit"	C	K03519	aerobic carbon-monoxide dehydrogenase medium subunit
OG1169	hypothetical protein	COG0537	HinT	"Purine nucleoside phosphoramidase/Ap4A hydrolase, histidine triade (HIT) family"	F	NA	NA
OG1170	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1171	Vitamin B12 transporter BtuB	COG4206	BtuB	Outer membrane cobalamin receptor protein BtuB	H	K02014	iron complex outermembrane recepter protein
OG1172	hypothetical protein	COG1269	NtpI	Archaeal/vacuolar-type H+-ATPase subunit I/STV1	C	NA	NA
OG1173	hypothetical protein	COG5446	CbtA	Putative cobalt transporter membrane subunit CbtA	P	NA	NA
OG1174	hypothetical protein	COG1999	Sco1	"Cytochrome oxidase Cu insertion factor, SCO1/SenC/PrrC family"	O	K07152	protein SCO1
OG1175	hypothetical protein	COG0664	Crp	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases	T	NA	NA
OG1176	Type IV pilus biogenesis and competence protein PilQ	COG4796	HofQ	"Type II secretory pathway, component HofQ"	U	K02453	general secretion pathway protein D
OG1177	hypothetical protein	COG0697	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	G	NA	NA
OG1178	hypothetical protein	COG3427	CoxG	Carbon monoxide dehydrogenase subunit CoxG	C	K09386	uncharacterized protein
OG1179	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1180	hypothetical protein	COG0697	RhaT	Permease of the drug/metabolite transporter (DMT) superfamily	G	NA	NA
OG1181	hypothetical protein	COG0859	RfaF	ADP-heptose:LPS heptosyltransferase	M	NA	NA
OG1182	hypothetical protein	COG3419	PilY1	"Type IV pilus assembly protein, tip-associated adhesin PilY1"	N	K02674	type IV pilus assembly protein PilY1
OG1183	hypothetical protein	COG2755	TesA	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	D	NA	NA
OG1184	hypothetical protein	COG1397	DraG	ADP-ribosylglycohydrolase	O	NA	NA
OG1185	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1186	Inner membrane protein YqjF	COG2259	DoxX	"Uncharacterized membrane protein YphA, DoxX/SURF4 family"	S	K15977	putative oxidoreductase
OG1187	DNA damage-inducible protein F	COG0534	NorM	"Na+-driven multidrug efflux pump, DinF/NorM/MATE family"	V	K03327	"multidrug resistance protein, MATE family"
OG1188	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1189	hypothetical protein	COG0456	RimI	Ribosomal protein S18 acetylase RimI and related acetyltransferases	J	NA	NA
OG1190	tRNA pseudouridine synthase B	COG0130	TruB	"tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA"	J	K03177	tRNA pseudouridine55 synthase
OG1191	Bifunctional protein HldE	COG2870	RfaE	"ADP-heptose synthase, bifunctional sugar kinase/adenylyltransferase"	M	K03272	D-beta-D-heptose 7-phosphate kinase / D-beta-D-heptose 1-phosphate adenosyltransferase
OG1192	hypothetical protein	COG4972	PilM	"Type IV pilus assembly protein, ATPase PilM"	N	K02662	type IV pilus assembly protein PilM
OG1193	hypothetical protein	COG0249	MutS	DNA mismatch repair ATPase MutS	L	NA	NA
OG1194	hypothetical protein	COG1366	SpoIIAA	Anti-anti-sigma regulatory factor (antagonist of anti-sigma factor)	T	K04749	anti-sigma B factor antagonist
OG1195	"Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha"	COG1071	AcoA	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	C	K00161	pyruvate dehydrogenase E1 component alpha subunit
OG1196	Modification methylase HaeIII	COG0270	Dcm	DNA-cytosine methylase	L	K00558	DNA (cytosine-5)-methyltransferase 1
OG1197	hypothetical protein	COG2208	RsbU	"Phosphoserine phosphatase RsbU, regulator of sigma subunit"	T	K07315	phosphoserine phosphatase RsbU/P
OG1198	hypothetical protein	COG4337	NA	Uncharacterized conserved protein	S	NA	NA
OG1199	hypothetical protein	COG0494	MutT	"8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family"	V	K01515	ADP-ribose pyrophosphatase
OG1200	Type 4 prepilin-like proteins leader peptide-processing enzyme	COG1989	PulO	Prepilin signal peptidase PulO (type II secretory pathway) or related peptidase	N	K02654	leader peptidase (prepilin peptidase) / N-methyltransferase
OG1201	hypothetical protein	COG2270	BtlA	"MFS-type transporter involved in bile tolerance, Atg22 family"	R	K06902	"MFS transporter, UMF1 family"
OG1202	hypothetical protein	COG2205	KdpD	K+-sensing histidine kinase KdpD	T	NA	NA
OG1203	hypothetical protein	COG0662	ManC	"Mannose-6-phosphate isomerase, cupin superfamily"	G	NA	NA
OG1204	hypothetical protein	COG0705	GlpG	"Membrane-associated serine protease, rhomboid family"	O	K07059	rhomboid family protein
OG1205	Diacylglycerol kinase	COG1597	LCB5	"Phosphatidylglycerol kinase, diacylglycerol kinase family"	I	K07029	diacylglycerol kinase (ATP)
OG1206	hypothetical protein	COG4726	PilX	Type IV pilus assembly protein PilX	N	K02673	type IV pilus assembly protein PilX
OG1207	hypothetical protein	COG2217	ZntA	Cation-transporting P-type ATPase	P	K06938	uncharacterized protein
OG1208	hypothetical protein	COG1480	PgpH	"Cyclic di-AMP-specific phosphodiesterase PgpH, HD superfamily"	T	NA	NA
OG1209	Methionyl-tRNA formyltransferase	COG0223	Fmt	Methionyl-tRNA formyltransferase	J	NA	NA
OG1210	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1211	putative HTH-type transcriptional regulator YybR	COG1733	HxlR	"DNA-binding transcriptional regulator, HxlR family"	K	NA	NA
OG1212	hypothetical protein	COG0288	CynT	Carbonic anhydrase	P	K01673	carbonic anhydrase
OG1213	Bifunctional NAD(P)H-hydrate repair enzyme Nnr	COG0063	Nnr2	"NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain"	F	K23997	ADP-dependent NAD(P)H-hydrate dehydratase / NAD(P)H-hydrate epimerase
OG1214	hypothetical protein	COG4968	PilE	Type IV pilus assembly protein PilE	N	NA	NA
OG1215	hypothetical protein	COG4970	FimT	Type IV pilus assembly protein FimT	N	NA	NA
OG1216	Inner membrane protein YhaI	COG3152	yhaH	"Uncharacterized membrane protein YhaH, DUF805 family"	S	NA	NA
OG1217	hypothetical protein	COG2755	TesA	Lysophospholipase L1 or related esterase. Includes spore coat protein LipC/YcsK	D	NA	NA
OG1218	Purine-binding protein	COG1744	Med	"Lipoprotein Med, regulator of KinD/Spo0A, PBP1-ABC superfamily, includes NupN"	T	K07335	basic membrane protein A and related proteins
OG1219	hypothetical protein	COG4967	PilV	Type IV pilus assembly protein PilV	N	NA	NA
OG1220	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1221	hypothetical protein	COG2258	YiiM	"N-hydroxylaminopurine reductase YiiM, contains MOSC domain"	F	NA	NA
OG1222	hypothetical protein	NA	NA	NA	NA	NA	NA
OG1223	Putative NAD(P)H nitroreductase YdjA	COG0778	NfnB	Nitroreductase	C	K09019	3-hydroxypropanoate dehydrogenase
OG1224	hypothetical protein	COG5267	NA	"Uncharacterized conserved protein, DUF1800 family"	S	NA	NA
OG1225	DNA replication and repair protein RecF	COG1195	RecF	Recombinational DNA repair ATPase RecF	L	K03629	DNA replication and repair protein RecF
