OG_ID	pfam	pfam_name	pfam_support	n_genes	pfam_rate
OG0000352	PF05222.18	AlaDh_PNT_N	497	507	0.980276134122288
OG0000353	PF01025.22	GrpE	505	507	0.9960552268244576
OG0000354	PF01578.23	Cytochrom_C_asm	491	507	0.9684418145956607
OG0000354	PF16327.8	CcmF_C	501	507	0.9881656804733728
OG0000355	PF03100.18	CcmE	507	507	1
OG0000356	PF00330.23	Aconitase	506	507	0.9980276134122288
OG0000357	PF03083.19	MtN3_slv	1	506	0.001976284584980237
OG0000357	PF20189.1	DUF6552	494	506	0.9762845849802372
OG0000359	PF13242.9	Hydrolase_like	504	506	0.9960474308300395
OG0000359	PF13344.9	Hydrolase_6	500	506	0.9881422924901185
OG0000360	PF07750.14	GcrA	506	506	1
OG0000361	PF01883.22	FeS_assembly_P	21	506	0.041501976284584984
OG0000361	PF10609.12	ParA	506	506	1
OG0000362	PF00762.22	Ferrochelatase	506	506	1
OG0000363	PF00310.24	GATase_2	492	506	0.9723320158102767
OG0000363	PF01493.22	GXGXG	499	506	0.9861660079051383
OG0000363	PF01645.20	Glu_synthase	496	506	0.9802371541501976
OG0000363	PF04898.17	Glu_syn_central	493	506	0.974308300395257
OG0000364	PF07690.19	MFS_1	495	506	0.9782608695652174
OG0000365	PF01557.21	FAA_hydrolase	506	506	1
OG0000366	PF01258.20	zf-dskA_traR	506	506	1
OG0000367	PF00753.30	Lactamase_B	238	506	0.47035573122529645
OG0000367	PF07521.15	RMMBL	503	506	0.9940711462450593
OG0000367	PF12706.10	Lactamase_B_2	255	506	0.5039525691699605
OG0000367	PF17770.4	RNase_J_C	504	506	0.9960474308300395
OG0000368	PF04055.24	Radical_SAM	497	506	0.9822134387351779
OG0000368	PF16881.8	LIAS_N	6	506	0.011857707509881422
OG0000369	PF05071.19	NDUFA12	506	506	1
OG0000370	PF01729.22	QRPTase_C	503	506	0.9940711462450593
OG0000370	PF02749.19	QRPTase_N	494	506	0.9762845849802372
OG0000371	PF09424.13	YqeY	506	506	1
OG0000372	PF01071.22	GARS_A	503	506	0.9940711462450593
OG0000372	PF02843.19	GARS_C	501	506	0.9901185770750988
OG0000372	PF02844.18	GARS_N	499	506	0.9861660079051383
OG0000373	PF00342.22	PGI	493	506	0.974308300395257
OG0000374	PF13393.9	tRNA-synt_His	501	506	0.9901185770750988
OG0000375	PF10984.11	DUF2794	506	506	1
OG0000376	PF01541.27	GIY-YIG	489	505	0.9683168316831683
OG0000376	PF02151.22	UVR	491	505	0.9722772277227723
OG0000376	PF08459.14	UvrC_RNaseH_dom	496	505	0.9821782178217822
OG0000376	PF12826.10	HHH_2	476	505	0.9425742574257425
OG0000376	PF14520.9	HHH_5	2	505	0.0039603960396039604
OG0000377	PF00575.26	S1	496	505	0.9821782178217822
OG0000378	PF02852.25	Pyr_redox_dim	502	505	0.994059405940594
OG0000378	PF07992.17	Pyr_redox_2	503	505	0.996039603960396
OG0000379	PF00156.30	Pribosyltran	81	505	0.1603960396039604
OG0000379	PF13537.9	GATase_7	494	505	0.9782178217821782
OG0000380	PF01636.26	APH	502	505	0.994059405940594
OG0000381	PF01592.19	NifU_N	499	505	0.9881188118811881
OG0000382	PF00072.27	Response_reg	504	505	0.998019801980198
OG0000383	PF00877.22	NLPC_P60	497	505	0.9841584158415841
OG0000383	PF08239.14	SH3_3	7	505	0.013861386138613862
OG0000383	PF18348.4	SH3_16	420	505	0.8316831683168316
OG0000384	PF01016.22	Ribosomal_L27	505	505	1
OG0000385	PF02410.18	RsfS	505	505	1
OG0000386	PF02355.19	SecD_SecF	505	505	1
OG0000386	PF07549.17	Sec_GG	495	505	0.9801980198019802
OG0000387	PF01145.28	Band_7	503	505	0.996039603960396
OG0000388	PF01195.22	Pept_tRNA_hydro	505	505	1
OG0000389	PF01351.21	RNase_HII	505	505	1
OG0000390	PF02463.22	SMC_N	505	505	1
OG0000391	PF00430.21	ATP-synt_B	501	505	0.9920792079207921
OG0000391	PF03538.17	VRP1	1	505	0.0019801980198019802
OG0000392	PF00355.29	Rieske	1	505	0.0019801980198019802
OG0000392	PF12706.10	Lactamase_B_2	490	505	0.9702970297029703
OG0000392	PF13483.9	Lactamase_B_3	1	505	0.0019801980198019802
OG0000393	PF00162.22	PGK	504	505	0.998019801980198
OG0000393	PF06792.14	UPF0261	1	505	0.0019801980198019802
OG0000394	PF01145.28	Band_7	503	505	0.996039603960396
OG0000394	PF12221.11	HflK_N	490	505	0.9702970297029703
OG0000395	PF00227.29	Proteasome	504	505	0.998019801980198
OG0000396	PF02556.17	SecB	504	505	0.998019801980198
OG0000397	PF00590.23	TP_methylase	490	505	0.9702970297029703
OG0000398	PF00438.23	S-AdoMet_synt_N	497	505	0.9841584158415841
OG0000398	PF02772.19	S-AdoMet_synt_M	501	505	0.9920792079207921
OG0000398	PF02773.19	S-AdoMet_synt_C	502	505	0.994059405940594
OG0000399	PF03652.18	RuvX	505	505	1
OG0000400	PF03918.17	CcmH	503	505	0.996039603960396
OG0000401	PF00501.31	AMP-binding	499	504	0.9900793650793651
OG0000401	PF13193.9	AMP-binding_C	17	504	0.03373015873015873
OG0000402	PF00834.22	Ribul_P_3_epim	504	504	1
OG0000402	PF01116.23	F_bP_aldolase	1	504	0.001984126984126984
OG0000403	PF01634.21	HisG	503	504	0.998015873015873
OG0000404	PF00275.23	EPSP_synthase	503	504	0.998015873015873
OG0000404	PF02224.21	Cytidylate_kin	14	504	0.027777777777777776
OG0000405	PF00639.24	Rotamase	1	504	0.001984126984126984
OG0000405	PF00883.24	Peptidase_M17	503	504	0.998015873015873
OG0000405	PF02789.20	Peptidase_M17_N	6	504	0.011904761904761904
OG0000406	PF01196.22	Ribosomal_L17	502	504	0.996031746031746
OG0000407	PF00132.27	Hexapep	501	504	0.9940476190476191
OG0000408	PF00696.31	AA_kinase	501	504	0.9940476190476191
OG0000408	PF01472.23	PUA	500	504	0.9920634920634921
OG0000409	PF00578.24	AhpC-TSA	263	504	0.5218253968253969
OG0000409	PF08534.13	Redoxin	229	504	0.45436507936507936
OG0000409	PF13905.9	Thioredoxin_8	11	504	0.021825396825396824
OG0000410	PF00326.24	Peptidase_S9	499	504	0.9900793650793651
OG0000410	PF02897.18	Peptidase_S9_N	493	504	0.9781746031746031
OG0000411	PF00578.24	AhpC-TSA	501	504	0.9940476190476191
OG0000412	PF00091.28	Tubulin	499	504	0.9900793650793651
OG0000412	PF12327.11	FtsZ_C	499	504	0.9900793650793651
OG0000413	PF04333.16	MlaA	502	504	0.996031746031746
OG0000414	PF05494.15	MlaC	504	504	1
OG0000415	PF01386.22	Ribosomal_L25p	504	504	1
OG0000415	PF14693.9	Ribosomal_TL5_C	504	504	1
OG0000416	PF04452.17	Methyltrans_RNA	504	504	1
OG0000416	PF20260.1	PUA_4	492	504	0.9761904761904762
OG0000417	PF00411.22	Ribosomal_S11	504	504	1
OG0000418	PF04995.17	CcmD	127	504	0.251984126984127
OG0000419	PF13085.9	Fer2_3	503	504	0.998015873015873
OG0000419	PF13534.9	Fer4_17	504	504	1
OG0000420	PF00004.32	AAA	180	503	0.35785288270377735
OG0000420	PF07724.17	AAA_2	500	503	0.9940357852882704
OG0000420	PF07728.17	AAA_5	284	503	0.5646123260437376
OG0000420	PF10431.12	ClpB_D2-small	490	503	0.974155069582505
OG0000421	PF00512.28	HisKA	441	503	0.8767395626242545
OG0000421	PF00672.28	HAMP	164	503	0.3260437375745527
OG0000421	PF02518.29	HATPase_c	497	503	0.9880715705765407
OG0000422	PF00586.27	AIRS	496	503	0.9860834990059643
OG0000422	PF02769.25	AIRS_C	497	503	0.9880715705765407
OG0000422	PF18072.4	FGAR-AT_linker	482	503	0.9582504970178927
OG0000423	PF00875.21	DNA_photolyase	489	503	0.9721669980119284
OG0000423	PF03441.17	FAD_binding_7	495	503	0.9840954274353877
OG0000423	PF03969.19	AFG1_ATPase	1	503	0.0019880715705765406
OG0000424	PF01075.20	Glyco_transf_9	502	503	0.9980119284294234
OG0000425	PF00829.24	Ribosomal_L21p	501	503	0.9960238568588469
OG0000426	PF00132.27	Hexapep	448	503	0.8906560636182903
OG0000426	PF13720.9	Acetyltransf_11	479	503	0.952286282306163
OG0000427	PF00717.26	Peptidase_S24	502	503	0.9980119284294234
OG0000427	PF01103.26	Omp85	1	503	0.0019880715705765406
OG0000427	PF01726.19	LexA_DNA_bind	499	503	0.9920477137176938
OG0000427	PF07244.18	POTRA	1	503	0.0019880715705765406
OG0000428	PF00589.25	Phage_integrase	497	503	0.9880715705765407
OG0000428	PF02899.20	Phage_int_SAM_1	215	503	0.4274353876739563
OG0000428	PF13495.9	Phage_int_SAM_4	1	503	0.0019880715705765406
OG0000429	PF01272.22	GreA_GreB	501	503	0.9960238568588469
OG0000429	PF03449.18	GreA_GreB_N	503	503	1
OG0000430	PF02592.18	Vut_1	503	503	1
OG0000431	PF00817.23	IMS	493	503	0.9801192842942346
OG0000431	PF11798.11	IMS_HHH	6	503	0.011928429423459244
OG0000431	PF11799.11	IMS_C	498	503	0.9900596421471173
OG0000431	PF13438.9	DUF4113	499	503	0.9920477137176938
OG0000432	PF00146.24	NADHdh	503	503	1
OG0000433	PF00749.24	tRNA-synt_1c	498	503	0.9900596421471173
OG0000433	PF19269.2	Anticodon_2	498	503	0.9900596421471173
OG0000434	PF00218.24	IGPS	502	503	0.9980119284294234
OG0000434	PF00425.21	Chorismate_bind	1	503	0.0019880715705765406
OG0000435	PF00430.21	ATP-synt_B	454	503	0.9025844930417495
OG0000435	PF02326.18	YMF19	46	503	0.09145129224652088
OG0000436	PF02233.19	PNTB	503	503	1
OG0000437	PF04186.16	FxsA	503	503	1
OG0000438	PF13609.9	Porin_4	386	503	0.7673956262425448
OG0000439	PF00398.23	RrnaAD	487	502	0.9701195219123506
OG0000439	PF08241.15	Methyltransf_11	1	502	0.00199203187250996
OG0000439	PF13649.9	Methyltransf_25	1	502	0.00199203187250996
OG0000439	PF13847.9	Methyltransf_31	3	502	0.00597609561752988
OG0000440	PF00571.31	CBS	498	502	0.9920318725099602
OG0000440	PF01380.25	SIS	493	502	0.9820717131474104
OG0000441	PF01810.21	LysE	499	502	0.9940239043824701
OG0000442	PF00464.22	SHMT	502	502	1
OG0000443	PF01218.21	Coprogen_oxidas	500	502	0.9960159362549801
OG0000444	PF00215.27	OMPdecase	500	502	0.9960159362549801
OG0000444	PF00216.24	Bac_DNA_binding	1	502	0.00199203187250996
OG0000445	PF01197.21	Ribosomal_L31	502	502	1
OG0000446	PF01702.21	TGT	502	502	1
OG0000447	PF00206.23	Lyase_1	501	502	0.99800796812749
OG0000447	PF10415.12	FumaraseC_C	501	502	0.99800796812749
OG0000448	PF01132.23	EFP	502	502	1
OG0000448	PF08207.15	EFP_N	502	502	1
OG0000448	PF09285.14	Elong-fact-P_C	502	502	1
OG0000449	PF02033.21	RBFA	501	502	0.99800796812749
OG0000450	PF00416.25	Ribosomal_S13	502	502	1
OG0000451	PF01458.20	SUFBD	502	502	1
OG0000451	PF19295.2	SufBD_N	499	502	0.9940239043824701
OG0000452	PF02637.21	GatB_Yqey	500	502	0.9960159362549801
OG0000452	PF02934.18	GatB_N	499	502	0.9940239043824701
OG0000453	PF06242.14	TrcR	500	501	0.998003992015968
OG0000454	PF12769.10	PNTB_4TM	501	501	1
OG0000455	PF02559.19	CarD_CdnL_TRCF	499	501	0.9960079840319361
OG0000456	PF03702.17	AnmK	498	501	0.9940119760479041
OG0000457	PF01746.24	tRNA_m1G_MT	501	501	1
OG0000458	PF02602.18	HEM4	498	501	0.9940119760479041
OG0000459	PF02355.19	SecD_SecF	499	501	0.9960079840319361
OG0000459	PF07549.17	Sec_GG	406	501	0.810379241516966
OG0000460	PF00137.24	ATP-synt_C	501	501	1
OG0000461	PF00486.31	Trans_reg_C	498	501	0.9940119760479041
OG0000462	PF01106.20	NifU	500	501	0.998003992015968
OG0000462	PF08712.14	Nfu_N	499	501	0.9960079840319361
OG0000463	PF00312.25	Ribosomal_S15	501	501	1
OG0000464	PF00905.25	Transpeptidase	495	501	0.9880239520958084
OG0000464	PF00912.25	Transgly	488	501	0.9740518962075848
OG0000464	PF17092.8	PCB_OB	483	501	0.9640718562874252
OG0000465	PF00171.25	Aldedh	500	500	1
OG0000466	PF01408.25	GFO_IDH_MocA	2	500	0.004
OG0000466	PF02153.20	PDH_N	491	500	0.982
OG0000466	PF03807.20	F420_oxidored	1	500	0.002
OG0000466	PF20463.1	PDH_C	496	500	0.992
OG0000467	PF00472.23	RF-1	495	500	0.99
OG0000467	PF03462.21	PCRF	496	500	0.992
OG0000468	PF01300.21	Sua5_yciO_yrdC	493	500	0.986
OG0000468	PF03481.16	Sua5_C	474	500	0.948
OG0000469	PF03477.19	ATP-cone	495	500	0.99
OG0000470	PF13525.9	YfiO	500	500	1
OG0000471	PF02674.19	Colicin_V	497	500	0.994
OG0000472	PF09923.12	DUF2155	499	500	0.998
OG0000473	PF00588.22	SpoU_methylase	500	500	1
OG0000474	PF00119.23	ATP-synt_A	500	500	1
OG0000475	PF01636.26	APH	1	500	0.002
OG0000475	PF02401.21	LYTB	500	500	1
OG0000475	PF08534.13	Redoxin	1	500	0.002
OG0000476	PF02075.20	RuvC	7	500	0.014
OG0000476	PF07066.14	DUF3882	58	500	0.116
OG0000477	PF01171.23	ATP_bind_3	494	500	0.988
OG0000478	PF00579.28	tRNA-synt_1b	500	500	1
OG0000478	PF03023.17	MurJ	1	500	0.002
OG0000479	PF01649.21	Ribosomal_S20p	498	500	0.996
OG0000480	PF00334.22	NDK	500	500	1
OG0000481	PF02673.21	BacA	500	500	1
OG0000482	PF00009.30	GTP_EFTU	486	500	0.972
OG0000482	PF00679.27	EFG_C	496	500	0.992
OG0000482	PF03144.28	GTP_EFTU_D2	491	500	0.982
OG0000482	PF03764.21	EFG_IV	497	500	0.994
OG0000482	PF14492.9	EFG_III	495	500	0.99
OG0000483	PF00579.28	tRNA-synt_1b	498	500	0.996
OG0000483	PF01479.28	S4	100	500	0.2
OG0000484	PF00561.23	Abhydrolase_1	18	500	0.036
OG0000484	PF01738.21	DLH	2	500	0.004
OG0000484	PF02129.21	Peptidase_S15	361	500	0.722
OG0000484	PF12146.11	Hydrolase_4	116	500	0.232
OG0000485	PF00177.24	Ribosomal_S7	500	500	1
OG0000486	PF01098.22	FTSW_RODA_SPOVE	498	499	0.9979959919839679
OG0000487	PF00156.30	Pribosyltran	493	499	0.9879759519038076
OG0000488	PF01210.26	NAD_Gly3P_dh_N	474	499	0.9498997995991983
OG0000488	PF02558.19	ApbA	1	499	0.002004008016032064
OG0000488	PF07479.17	NAD_Gly3P_dh_C	490	499	0.9819639278557114
OG0000488	PF20618.1	GPD_NAD_C_bact	25	499	0.050100200400801605
OG0000489	PF03033.23	Glyco_transf_28	484	499	0.969939879759519
OG0000489	PF04101.19	Glyco_tran_28_C	495	499	0.9919839679358717
OG0000490	PF08734.14	GYD	438	499	0.8777555110220441
OG0000491	PF00009.30	GTP_EFTU	492	499	0.9859719438877755
OG0000491	PF01583.23	APS_kinase	7	499	0.014028056112224449
OG0000491	PF03143.20	GTP_EFTU_D3	490	499	0.9819639278557114
OG0000491	PF03144.28	GTP_EFTU_D2	488	499	0.9779559118236473
OG0000492	PF01467.29	CTP_transf_like	498	499	0.9979959919839679
OG0000493	PF00436.28	SSB	497	499	0.9959919839679359
OG0000494	PF01467.29	CTP_transf_like	3	499	0.006012024048096192
OG0000494	PF02502.21	LacAB_rpiB	499	499	1
OG0000495	PF03279.16	Lip_A_acyltrans	497	499	0.9959919839679359
OG0000496	PF00274.22	Glycolytic	499	499	1
OG0000497	PF03548.18	LolA	473	499	0.9478957915831663
OG0000498	PF01551.25	Peptidase_M23	496	499	0.9939879759519038
OG0000499	PF00694.22	Aconitase_C	496	499	0.9939879759519038
OG0000500	PF00072.27	Response_reg	493	499	0.9879759519038076
OG0000500	PF00486.31	Trans_reg_C	497	499	0.9959919839679359
OG0000501	PF00346.22	Complex1_49kDa	499	499	1
OG0000502	PF00905.25	Transpeptidase	496	499	0.9939879759519038
OG0000502	PF03717.18	PBP_dimer	484	499	0.969939879759519
OG0000503	PF01266.27	DAO	1	499	0.002004008016032064
OG0000503	PF01494.22	FAD_binding_3	381	499	0.7635270541082164
OG0000503	PF03486.17	HI0933_like	32	499	0.06412825651302605
OG0000503	PF07992.17	Pyr_redox_2	1	499	0.002004008016032064
OG0000503	PF08491.13	SE	13	499	0.026052104208416832
OG0000503	PF13450.9	NAD_binding_8	30	499	0.06012024048096192
OG0000504	PF03279.16	Lip_A_acyltrans	1	499	0.002004008016032064
OG0000504	PF09866.12	DUF2093	499	499	1
OG0000505	PF00044.27	Gp_dh_N	493	499	0.9879759519038076
OG0000505	PF02800.23	Gp_dh_C	499	499	1
OG0000506	PF01812.23	5-FTHF_cyc-lig	497	499	0.9959919839679359
OG0000507	PF01168.23	Ala_racemase_N	495	499	0.9919839679358717
OG0000508	PF00856.31	SET	499	499	1
OG0000509	PF00406.25	ADK	498	499	0.9979959919839679
OG0000510	PF02660.18	G3P_acyltransf	499	499	1
OG0000511	PF00623.23	RNA_pol_Rpb1_2	475	499	0.9519038076152304
OG0000511	PF04983.21	RNA_pol_Rpb1_3	475	499	0.9519038076152304
OG0000511	PF04997.15	RNA_pol_Rpb1_1	475	499	0.9519038076152304
OG0000511	PF04998.20	RNA_pol_Rpb1_5	490	499	0.9819639278557114
OG0000511	PF05000.20	RNA_pol_Rpb1_4	480	499	0.9619238476953907
OG0000512	PF08534.13	Redoxin	497	499	0.9959919839679359
OG0000513	PF06146.15	PsiE	497	499	0.9959919839679359
OG0000514	PF01464.23	SLT	492	499	0.9859719438877755
OG0000515	PF00216.24	Bac_DNA_binding	498	498	1
OG0000516	PF06689.16	zf-C4_ClpX	490	498	0.9839357429718876
OG0000516	PF07724.17	AAA_2	497	498	0.9979919678714859
OG0000516	PF10431.12	ClpB_D2-small	497	498	0.9979919678714859
OG0000517	PF00132.27	Hexapep	491	498	0.9859437751004017
OG0000517	PF04613.17	LpxD	412	498	0.8273092369477911
OG0000517	PF14602.9	Hexapep_2	54	498	0.10843373493975904
OG0000518	PF00849.25	PseudoU_synth_2	495	498	0.9939759036144579
OG0000518	PF01479.28	S4	222	498	0.4457831325301205
OG0000519	PF00772.24	DnaB	488	498	0.9799196787148594
OG0000519	PF03796.18	DnaB_C	498	498	1
OG0000520	PF00271.34	Helicase_C	492	498	0.9879518072289156
OG0000520	PF02151.22	UVR	494	498	0.9919678714859438
OG0000520	PF04851.18	ResIII	488	498	0.9799196787148594
OG0000520	PF12344.11	UvrB	493	498	0.9899598393574297
OG0000520	PF17757.4	UvrB_inter	491	498	0.9859437751004017
OG0000521	PF01687.20	Flavokinase	494	498	0.9919678714859438
OG0000521	PF06574.15	FAD_syn	474	498	0.9518072289156626
OG0000522	PF01243.23	Putative_PNPOx	497	498	0.9979919678714859
OG0000522	PF10590.12	PNP_phzG_C	496	498	0.9959839357429718
OG0000523	PF00410.22	Ribosomal_S8	498	498	1
OG0000524	PF16576.8	HlyD_D23	495	498	0.9939759036144579
OG0000525	PF00300.25	His_Phos_1	498	498	1
OG0000526	PF02684.18	LpxB	497	498	0.9979919678714859
OG0000526	PF06230.14	LpxI_C	1	498	0.002008032128514056
OG0000526	PF17930.4	LpxI_N	1	498	0.002008032128514056
OG0000527	PF00905.25	Transpeptidase	496	498	0.9959839357429718
OG0000527	PF03717.18	PBP_dimer	466	498	0.9357429718875502
OG0000528	PF00692.22	dUTPase	495	498	0.9939759036144579
OG0000529	PF00828.22	Ribosomal_L27A	498	498	1
OG0000530	PF00333.23	Ribosomal_S5	494	498	0.9919678714859438
OG0000530	PF03719.18	Ribosomal_S5_C	498	498	1
OG0000531	PF00347.26	Ribosomal_L6	496	498	0.9959839357429718
OG0000532	PF00189.23	Ribosomal_S3_C	498	498	1
OG0000532	PF07650.20	KH_2	496	498	0.9959839357429718
OG0000533	PF00237.22	Ribosomal_L22	494	498	0.9919678714859438
OG0000534	PF02686.18	Glu-tRNAGln	498	498	1
OG0000535	PF01435.21	Peptidase_M48	496	497	0.9979879275653923
OG0000535	PF02163.25	Peptidase_M50	3	497	0.006036217303822937
OG0000535	PF13180.9	PDZ_2	10	497	0.02012072434607646
OG0000535	PF17820.4	PDZ_6	10	497	0.02012072434607646
OG0000536	PF00037.30	Fer4	497	497	1
OG0000536	PF11953.11	DUF3470	495	497	0.9959758551307847
OG0000536	PF12800.10	Fer4_4	173	497	0.34808853118712274
OG0000537	PF02491.23	SHS2_FTSA	52	497	0.10462776659959759
OG0000537	PF12706.10	Lactamase_B_2	1	497	0.002012072434607646
OG0000537	PF14450.9	FtsA	139	497	0.2796780684104628
OG0000538	PF13419.9	HAD_2	497	497	1
OG0000539	PF00462.27	Glutaredoxin	494	497	0.993963782696177
OG0000540	PF00113.25	Enolase_C	495	497	0.9959758551307847
OG0000540	PF03952.19	Enolase_N	489	497	0.9839034205231388
OG0000541	PF00380.22	Ribosomal_S9	497	497	1
OG0000542	PF00572.21	Ribosomal_L13	496	497	0.9979879275653923
OG0000543	PF00515.31	TPR_1	2	497	0.004024144869215292
OG0000543	PF07719.20	TPR_2	143	497	0.28772635814889336
OG0000543	PF13176.9	TPR_7	4	497	0.008048289738430584
OG0000543	PF13181.9	TPR_8	356	497	0.716297786720322
OG0000543	PF13424.9	TPR_12	18	497	0.03621730382293763
OG0000543	PF13429.9	TPR_15	62	497	0.12474849094567404
OG0000543	PF13432.9	TPR_16	19	497	0.03822937625754527
OG0000544	PF01040.21	UbiA	496	497	0.9979879275653923
OG0000545	PF01134.25	GIDA	1	497	0.002012072434607646
OG0000545	PF01494.22	FAD_binding_3	284	497	0.5714285714285714
OG0000545	PF07992.17	Pyr_redox_2	3	497	0.006036217303822937
OG0000545	PF08491.13	SE	49	497	0.09859154929577464
OG0000546	PF00253.24	Ribosomal_S14	497	497	1
OG0000547	PF00581.23	Rhodanese	484	497	0.9738430583501007
OG0000547	PF12368.11	Rhodanese_C	2	497	0.004024144869215292
OG0000547	PF17773.4	UPF0176_N	478	497	0.9617706237424547
OG0000548	PF01245.23	Ribosomal_L19	497	497	1
OG0000549	PF11164.11	DUF2948	496	496	1
OG0000550	PF00268.24	Ribonuc_red_sm	495	496	0.9979838709677419
OG0000551	PF02386.19	TrkH	495	496	0.9979838709677419
OG0000552	PF00255.22	GSHPx	495	496	0.9979838709677419
OG0000553	PF09527.13	ATPase_gene1	496	496	1
OG0000554	PF03602.18	Cons_hypoth95	496	496	1
OG0000555	PF00133.25	tRNA-synt_1	1	496	0.0020161290322580645
OG0000555	PF06144.16	DNA_pol3_delta	91	496	0.18346774193548387
OG0000555	PF08264.16	Anticodon_1	1	496	0.0020161290322580645
OG0000556	PF03023.17	MurJ	494	496	0.9959677419354839
OG0000556	PF14667.9	Polysacc_synt_C	1	496	0.0020161290322580645
OG0000557	PF00181.26	Ribosomal_L2	488	496	0.9838709677419355
OG0000557	PF03947.21	Ribosomal_L2_C	495	496	0.9979838709677419
OG0000558	PF00117.31	GATase	494	495	0.997979797979798
OG0000559	PF00562.31	RNA_pol_Rpb2_6	486	495	0.9818181818181818
OG0000559	PF04560.23	RNA_pol_Rpb2_7	479	495	0.9676767676767677
OG0000559	PF04561.17	RNA_pol_Rpb2_2	468	495	0.9454545454545454
OG0000559	PF04563.18	RNA_pol_Rpb2_1	457	495	0.9232323232323232
OG0000559	PF04565.19	RNA_pol_Rpb2_3	470	495	0.9494949494949495
OG0000559	PF10385.12	RNA_pol_Rpb2_45	469	495	0.9474747474747475
OG0000560	PF05175.17	MTS	398	495	0.804040404040404
OG0000560	PF13847.9	Methyltransf_31	92	495	0.18585858585858586
OG0000560	PF17827.4	PrmC_N	464	495	0.9373737373737374
OG0000561	PF01596.20	Methyltransf_3	491	495	0.9919191919191919
OG0000561	PF13578.9	Methyltransf_24	3	495	0.006060606060606061
OG0000562	PF00361.23	Proton_antipo_M	489	495	0.9878787878787879
OG0000562	PF00662.23	Proton_antipo_N	486	495	0.9818181818181818
OG0000562	PF06455.14	NADH5_C	388	495	0.7838383838383839
OG0000563	PF01809.21	YidD	495	495	1
OG0000564	PF00742.22	Homoserine_dh	490	495	0.98989898989899
OG0000564	PF01842.28	ACT	481	495	0.9717171717171718
OG0000564	PF03447.19	NAD_binding_3	472	495	0.9535353535353536
OG0000565	PF03099.22	BPL_LplA_LipB	110	495	0.2222222222222222
OG0000566	PF02321.21	OEP	493	495	0.9959595959595959
OG0000567	PF00056.26	Ldh_1_N	488	495	0.9858585858585859
OG0000567	PF02866.21	Ldh_1_C	493	495	0.9959595959595959
OG0000568	PF06230.14	LpxI_C	489	495	0.9878787878787879
OG0000568	PF17930.4	LpxI_N	467	495	0.9434343434343434
OG0000569	PF03364.23	Polyketide_cyc	493	495	0.9959595959595959
OG0000570	PF03372.26	Exo_endo_phos	481	495	0.9717171717171718
OG0000571	PF01450.22	IlvC	493	495	0.9959595959595959
OG0000571	PF07991.15	IlvN	490	495	0.98989898989899
OG0000572	PF13462.9	Thioredoxin_4	495	495	1
OG0000573	PF00795.25	CN_hydrolase	489	495	0.9878787878787879
OG0000573	PF20154.2	LNT_N	476	495	0.9616161616161616
OG0000574	PF00586.27	AIRS	485	495	0.9797979797979798
OG0000574	PF02769.25	AIRS_C	490	495	0.98989898989899
OG0000575	PF00338.25	Ribosomal_S10	495	495	1
OG0000576	PF01118.27	Semialdhyde_dh	489	495	0.9878787878787879
OG0000576	PF02774.21	Semialdhyde_dhC	495	495	1
OG0000577	PF00132.27	Hexapep	483	494	0.9777327935222672
OG0000577	PF00483.26	NTP_transferase	1	494	0.0020242914979757085
OG0000577	PF12804.10	NTP_transf_3	31	494	0.06275303643724696
OG0000577	PF14602.9	Hexapep_2	331	494	0.6700404858299596
OG0000578	PF00571.31	CBS	466	494	0.9433198380566802
OG0000578	PF01769.19	MgtE	492	494	0.9959514170040485
OG0000578	PF03448.20	MgtE_N	490	494	0.9919028340080972
OG0000579	PF01832.23	Glucosaminidase	494	494	1
OG0000580	PF01820.24	Dala_Dala_lig_N	432	494	0.8744939271255061
OG0000580	PF07478.16	Dala_Dala_lig_C	489	494	0.9898785425101214
OG0000580	PF08443.14	RimK	2	494	0.004048582995951417
OG0000581	PF03054.19	tRNA_Me_trans	492	494	0.9959514170040485
OG0000581	PF20258.1	tRNA_Me_trans_C	492	494	0.9959514170040485
OG0000581	PF20259.1	tRNA_Me_trans_M	492	494	0.9959514170040485
OG0000582	PF00117.31	GATase	469	494	0.9493927125506073
OG0000582	PF00733.24	Asn_synthase	3	494	0.006072874493927126
OG0000582	PF00958.25	GMP_synt_C	486	494	0.9838056680161943
OG0000582	PF01507.22	PAPS_reduct	2	494	0.004048582995951417
OG0000582	PF02540.20	NAD_synthase	455	494	0.9210526315789473
OG0000582	PF03054.19	tRNA_Me_trans	6	494	0.012145748987854251
OG0000583	PF00550.28	PP-binding	494	494	1
OG0000584	PF00750.22	tRNA-synt_1d	1	494	0.0020242914979757085
OG0000584	PF01406.22	tRNA-synt_1e	492	494	0.9959514170040485
OG0000584	PF09190.14	DALR_2	27	494	0.05465587044534413
OG0000585	PF01018.25	GTP1_OBG	494	494	1
OG0000585	PF01926.26	MMR_HSR1	494	494	1
OG0000586	PF00270.32	DEAD	110	494	0.22267206477732793
OG0000586	PF00271.34	Helicase_C	479	494	0.9696356275303644
OG0000586	PF04851.18	ResIII	368	494	0.7449392712550608
OG0000586	PF17764.4	PriA_3primeBD	475	494	0.9615384615384616
OG0000586	PF18074.4	PriA_C	484	494	0.979757085020243
OG0000586	PF18319.4	PriA_CRR	476	494	0.9635627530364372
OG0000587	PF02464.20	CinA	494	494	1
OG0000588	PF02678.19	Pirin	493	494	0.9979757085020243
