OG_ID	Sequence_ID	Sequence_length	Gap_count	Identity_count	Difference_count	Percent_change
OG0001188	AG-390-C17_AG-390-C17_00315	73	0	72	0	1.369863
OG0001189	AG-447-N08_AG-447-N08_00776	245	83	128	91	60.975609
OG0001190	AG-897-O16_AG-897-O16_00792	203	2	135	53	34.146343
OG0001191	AG-894-L17_AG-894-L17_00065	112	7	41	67	65.546219
OG0001192	AG-349-O05_AG-349-O05_00956	485	10	467	6	5.656566
OG0001193	ARS1_ARS1_01294	109	46	43	56	72.258064
OG0001194	AG-470-D02_AG-470-D02_00875	115	0	110	4	4.347826
OG0001195	AG-920-J04_AG-920-J04_00480	135	0	123	9	8.888889
OG0001196	Uisw_116_Uisw_116_00138	120	25	36	70	75.172417
OG0001197	AG-426-E13_AG-426-E13_01265	87	28	39	39	66.086960
OG0001198	HIMB1602_HIMB1602_00323	46	2	42	1	12.500000
OG0001199	AG-447-L10_AG-447-L10_00324	195	0	191	1	2.051282
OG0001200	AH-321-L23_AH-321-L23_01021	284	0	249	18	12.323944
OG0001201	IMCC9063_IMCC9063_00234	61	0	51	8	16.393442
OG0001202	AAA795-A20_AAA795-A20_00143	338	127	273	43	41.290321
OG0001203	AG-447-L14_AG-447-L14_00779	231	157	96	117	75.257729
OG0001204	AG-337-C09_AG-337-C09_00658	241	0	222	8	7.883817
OG0001205	AG-359-F04_AG-359-F04_01198	114	0	98	12	14.035088
OG0001206	AH-287-O09_AH-287-O09_01131	378	28	283	61	30.295567
OG0001207	HIMB1709_HIMB1709_00533	169	3	154	11	10.465117
OG0001208	AG-909-F14_AG-909-F14_01370	322	7	252	44	23.404255
OG0001209	AG-916-A16_AG-916-A16_01095	114	0	101	7	11.403509
OG0001210	AG-390-G13_AG-390-G13_00349	173	65	90	68	62.184875
OG0001211	AG-891-O15_AG-891-O15_00793	379	126	148	196	70.693069
OG0001212	AG-359-F04_AG-359-F04_00291	49	10	39	7	33.898304
OG0001213	AG-894-A03_AG-894-A03_00583	253	18	182	50	32.841328
OG0001214	AG-914-B14_AG-914-B14_01254	412	38	298	79	33.777779
OG0001215	AAA795-A20_AAA795-A20_01090	195	8	184	5	9.359606
OG0001216	AG-390-G23_AG-390-G23_00782	346	9	336	5	5.352113
OG0001217	AG-892-K05_AG-892-K05_00803	79	0	73	5	7.594937
OG0001218	AG-914-B14_AG-914-B14_01156	150	55	115	13	43.902439
OG0001219	AG-410-O02_AG-410-O02_01230	196	5	151	29	24.875622
OG0001220	AG-894-L13_AG-894-L13_00888	59	3	55	3	11.290322
OG0001221	AG-430-J21_AG-430-J21_00764	152	58	58	76	72.380951
OG0001222	AH-287-G05_AH-287-G05_01071	229	11	179	32	25.416666
OG0001223	AG-464-P13_AG-464-P13_01166	137	6	104	17	27.272728
OG0001224	HIMB1709_HIMB1709_00688	337	107	156	143	64.864868
OG0001225	AG-891-J07_AG-891-J07_00116	297	36	294	1	11.711712
OG0001226	AG-349-L17_AG-349-L17_01102	36	0	35	1	2.777778
OG0001227	AG-337-D17_AG-337-D17_01052	164	12	113	40	35.795456
OG0001228	AG-430-F16_AG-430-F16_00197	123	7	91	21	30.000000
OG0001229	AG-410-K05_AG-410-K05_01020	165	10	69	80	60.571430
OG0001230	AG-893-P02_AG-893-P02_00630	294	24	260	24	18.238995
OG0001231	SAG-MED22_SAG-MED22_01264	78	13	71	6	21.978022
OG0001232	AG-359-C09_AG-359-C09_00127	138	0	136	2	1.449275
OG0001233	AG-390-C19_AG-390-C19_00482	163	40	137	20	32.512314
OG0001234	HIMB1593_HIMB1593_00176	197	0	186	7	5.583756
OG0001235	AG-918-G06_AG-918-G06_00317	55	0	41	9	25.454546
OG0001236	AG-343-E17_AG-343-E17_00314	328	149	197	102	58.700211
OG0001237	HIMB1602_HIMB1602_01165	100	0	96	0	4.000000
OG0001238	AG-913-M13_AG-913-M13_00590	443	0	426	13	3.837472
OG0001239	HIMB1444_HIMB1444_00471	130	1	114	8	12.977099
OG0001240	AG-896-L20_AG-896-L20_00226	243	20	232	6	11.787072
OG0001241	HIMB1436_HIMB1436_00901	277	171	186	67	58.482143
OG0001242	AG-359-F04_AG-359-F04_01142	255	8	243	10	7.604563
OG0001243	AG-359-B05_AG-359-B05_00901	295	4	282	6	5.685619
OG0001244	AG-907-F09_AG-907-F09_01224	120	177	116	2	60.942760
OG0001245	AG-390-G11_AG-390-G11_00840	43	0	38	2	11.627907
OG0001246	AG-390-G23_AG-390-G23_00776	283	0	271	4	4.240283
OG0001247	HIMB1526_HIMB1526_00940	104	55	50	47	68.553459
OG0001248	SAG-MED15_SAG-MED15_00586	93	0	81	4	12.903226
OG0001249	AG-917-K06_AG-917-K06_00759	354	120	184	134	61.181435
OG0001250	HIMB1485_HIMB1485_01217	166	0	161	4	3.012048
OG0001251	AG-447-N18_AG-447-N18_00616	58	4	44	9	29.032259
OG0001252	AG-898-C07_AG-898-C07_01156	79	7	45	25	47.674419
OG0001253	AG-439-B12_AG-439-B12_00700	81	0	76	4	6.172840
OG0001254	AG-390-C17_AG-390-C17_01033	89	0	75	8	15.730337
OG0001255	AG-359-D09_AG-359-D09_00432	181	0	172	3	4.972376
OG0001256	AG-898-C07_AG-898-C07_00936	62	0	54	5	12.903226
OG0001257	AG-894-L19_AG-894-L19_00195	71	1	68	2	5.555555
OG0001258	AG-390-C17_AG-390-C17_00556	95	0	90	3	5.263158
OG0001259	HIMB2304_HIMB2304_00594	127	0	110	11	13.385827
OG0001260	AG-916-N14_AG-916-N14_00493	127	19	105	13	28.082191
OG0001261	AG-390-E04_AG-390-E04_01182	163	25	33	120	82.446808
OG0001262	HIMB1701_HIMB1701_00604	349	0	326	12	6.590258
OG0001263	HIMB1490_HIMB1490_01021	248	0	213	15	14.112904
OG0001264	RS39_RS39_00943	95	0	77	15	18.947369
OG0001265	AG-390-C17_AG-390-C17_00630	44	0	27	14	38.636364
OG0001266	AG-918-G22_AG-918-G22_01015	64	13	33	24	57.142857
OG0001267	AG-359-P18_AG-359-P18_00981	151	58	88	55	57.894737
OG0001268	HIMB1602_HIMB1602_00390	379	53	361	8	16.435184
OG0001269	AG-918-L21_AG-918-L21_01176	73	3	59	10	22.368422
OG0001270	AG-359-B05_AG-359-B05_00803	96	1	53	34	45.360825
OG0001271	AG-390-C17_AG-390-C17_00583	259	115	87	162	76.737968
OG0001272	AG-349-L17_AG-349-L17_00610	310	68	298	11	21.164021
OG0001273	AG-893-I20_AG-893-I20_00932	273	0	257	9	5.860806
OG0001274	AH-321-L23_AH-321-L23_00180	278	183	148	97	67.895882
OG0001275	HIMB140_HIMB140_01497	187	0	182	3	2.673797
OG0001276	AG-892-K05_AG-892-K05_01119	80	2	62	14	24.390244
OG0001277	AG-410-L19_AG-410-L19_00780	49	0	49	0	0.000000
OG0001278	AG-404-P13_AG-404-P13_00207	123	9	102	14	22.727272
OG0001279	SAG-MED13_SAG-MED13_01033	69	1	62	6	11.428572
OG0001280	AG-390-J13_AG-390-J13_00859	60	0	48	6	20.000000
OG0001281	AG-894-C14_AG-894-C14_00136	420	2	317	66	24.881517
OG0001282	AG-896-K10_AG-896-K10_00658	167	11	138	19	22.471910
OG0001283	HIMB122_HIMB122_00379	429	12	406	11	7.936508
OG0001284	HIMB2200_HIMB2200_00402	402	45	240	122	46.308723
OG0001285	HIMB1542_HIMB1542_00281	303	7	284	11	8.387096
OG0001286	HIMB1559_HIMB1559_01228	426	12	367	40	16.210045
OG0001287	AG-907-F09_AG-907-F09_01125	85	1	61	16	29.069767
OG0001288	HIMB1506_HIMB1506_00949	279	1	259	11	7.500000
OG0001289	HIMB1526_HIMB1526_00501	201	5	174	15	15.533980
OG0001290	AG-325-L05_AG-325-L05_01145	93	0	86	3	7.526882
OG0001291	HIMB122_HIMB122_01507	194	2	169	14	13.775510
OG0001292	SAG-MED01_SAG-MED01_00544	65	3	37	17	45.588234
OG0001293	AG-359-B05_AG-359-B05_01060	189	307	102	68	79.435486
OG0001294	HIMB1746_HIMB1746_00295	285	0	272	10	4.561403
OG0001295	AH-324-F03_AH-324-F03_01200	201	1	190	6	5.940594
OG0001296	HTCC1040_HTCC1040_00393	396	56	182	183	59.734512
OG0001297	HIMB1488_HIMB1488_00993	287	6	275	7	6.143345
OG0001298	AG-349-L17_AG-349-L17_01040	156	6	98	54	39.506172
OG0001299	HIMB1507_HIMB1507_00822	322	3	299	11	8.000000
OG0001300	AG-917-F16_AG-917-F16_00245	175	78	124	34	50.988144
OG0001301	NP1_NP1_01138	79	9	69	8	21.590910
OG0001302	HIMB1485_HIMB1485_00681	375	20	360	10	8.860760
OG0001303	HIMB1430_HIMB1430_00112	89	0	81	3	8.988764
OG0001304	AG-897-G15_AG-897-G15_00636	92	2	77	8	18.085106
OG0001305	AG-447-N18_AG-447-N18_00320	386	88	191	161	59.704643
OG0001306	AG-913-M13_AG-913-M13_01260	162	3	146	11	11.515152
OG0001307	AG-913-L03_AG-913-L03_00921	180	0	165	10	8.333333
OG0001308	AG-915-G14_AG-915-G14_00416	300	1	245	35	18.604650
OG0001309	AG-439-B12_AG-439-B12_00339	107	19	68	33	46.031746
OG0001310	AG-359-O11_AG-359-O11_00541	111	6	58	38	50.427349
OG0001311	HIMB1835_HIMB1835_00603	74	0	66	5	10.810811
OG0001312	HIMB1685_HIMB1685_01514	123	0	117	2	4.878049
OG0001313	AG-426-F15_AG-426-F15_00004	102	3	86	5	18.095238
OG0001314	AG-897-O16_AG-897-O16_01019	129	6	111	13	17.777779
OG0001315	NP1_NP1_01217	167	71	90	56	62.184875
OG0001316	AG-892-F15_AG-892-F15_01003	185	86	61	109	77.490776
OG0001317	AG-337-G11_AG-337-G11_00559	34	0	21	9	38.235294
OG0001318	HIMB1526_HIMB1526_00678	181	2	158	15	13.661202
OG0001319	AG-325-C21_AG-325-C21_00997	509	15	363	114	30.725191
OG0001320	AG-349-L17_AG-349-L17_01041	281	7	124	141	56.944443
OG0001321	HIMB1509_HIMB1509_00721	325	0	311	5	4.307693
OG0001322	AG-359-B05_AG-359-B05_00905	158	11	99	47	41.420120
OG0001323	AG-904-F17_AG-904-F17_00142	437	6	353	59	20.316027
OG0001324	AH-287-J18_AH-287-J18_01030	68	16	59	5	29.761906
OG0001325	AG-918-L07_AG-918-L07_00060	158	9	148	5	11.377246
OG0001326	HIMB1701_HIMB1701_00669	333	39	316	12	15.053763
OG0001327	AG-333-D08_AG-333-D08_00797	116	2	109	6	7.627119
OG0001328	AG-901-G03_AG-901-G03_00067	391	44	136	196	68.735634
OG0001329	HIMB1509_HIMB1509_01296	173	4	152	14	14.124293
OG0001330	AG-359-C09_AG-359-C09_00317	479	31	421	35	17.450981
OG0001331	HIMB1492_HIMB1492_00171	565	41	335	210	44.719471
OG0001332	AG-337-D17_AG-337-D17_00104	66	7	61	4	16.438356
OG0001333	HIMB1492_HIMB1492_00057	430	0	396	15	7.906977
OG0001334	AG-904-F17_AG-904-F17_00769	153	2	142	5	8.387096
OG0001335	AG-907-F09_AG-907-F09_00827	43	19	28	8	54.838711
OG0001336	AG-414-B08_AG-414-B08_01163	60	0	38	18	36.666668
OG0001337	SP27_SP27_01147	33	5	18	14	52.631580
OG0001338	AG-365-B19_AG-365-B19_01013	265	41	74	155	75.816994
OG0001339	AG-422-N15_AG-422-N15_00913	225	30	117	87	54.117645
OG0001340	HIMB122_HIMB122_00952	438	2	390	32	11.363636
OG0001341	AG-894-O09_AG-894-O09_00632	112	0	96	5	14.285714
OG0001342	HIMB2304_HIMB2304_00125	121	7	119	1	7.031250
OG0001343	AG-899-B09_AG-899-B09_00204	127	1	100	21	21.875000
OG0001344	AG-447-L03_AG-447-L03_00772	198	0	194	3	2.020202
OG0001345	HIMB1412_HIMB1412_00731	54	0	45	4	16.666666
OG0001346	ARS1_ARS1_00081	330	108	169	135	61.415524
OG0001347	AG-893-N07_AG-893-N07_01146	649	4	518	102	20.673813
OG0001348	AG-899-D19_AG-899-D19_00914	34	0	26	4	23.529411
OG0001349	AG-447-P22_AG-447-P22_00041	245	146	187	38	52.173912
OG0001350	AG-430-A11_AG-430-A11_00458	128	162	77	38	73.448273
OG0001351	AG-917-I17_AG-917-I17_01221	134	1	67	51	50.370369
OG0001352	HIMB1492_HIMB1492_01331	66	0	65	1	1.515152
OG0001353	BACL5_MAG-121015-bin10_BACL5_MAG-121015-bin10_01243	32	0	32	0	0.000000
OG0001354	AG-430-I18_AG-430-I18_01032	418	72	164	209	66.530609
OG0001355	MED605_MED605_00200	499	15	186	288	63.813229
OG0001356	AAA795-A20_AAA795-A20_00636	60	0	55	3	8.333333
OG0001357	HIMB1420_HIMB1420_00713	397	82	230	130	51.983299
OG0001358	AG-916-O13_AG-916-O13_01058	78	36	40	33	64.912277
OG0001359	HIMB1490_HIMB1490_00862	314	6	294	11	8.125000
OG0001360	AG-447-N18_AG-447-N18_00801	166	2	152	11	9.523809
OG0001361	AG-390-M15_AG-390-M15_00842	222	240	72	117	84.415581
OG0001362	GOM-A1_GOM-A1_01273	288	96	144	121	62.500000
OG0001363	HIMB1577_HIMB1577_00198	361	0	322	26	10.803324
OG0001364	HIMB1456_HIMB1456_01053	200	38	31	161	86.974792
OG0001365	HIMB1488_HIMB1488_01074	221	4	185	22	17.777779
OG0001366	AG-892-F15_AG-892-F15_00116	239	16	232	5	9.019608
OG0001367	AG-422-B22_AG-422-B22_00093	358	40	282	50	29.145729
OG0001368	AG-359-F04_AG-359-F04_00714	113	2	93	10	19.130434
OG0001369	HTCC1002_HTCC1002_00840	291	36	198	63	39.449543
OG0001370	AG-333-D08_AG-333-D08_00590	112	1	95	8	15.929204
OG0001371	HIMB1623_HIMB1623_01495	226	18	114	99	53.278690
OG0001372	AG-918-G22_AG-918-G22_01372	254	0	217	17	14.566929
OG0001373	AG-893-N07_AG-893-N07_01155	197	5	186	6	7.920792
OG0001374	AG-414-O11_AG-414-O11_00940	91	3	75	13	20.212767
OG0001375	AG-359-G17_AG-359-G17_01028	631	10	352	219	45.085804
OG0001376	AG-909-G08_AG-909-G08_00963	55	17	18	32	75.000000
OG0001377	HTCC1062_HTCC1062_01017	564	18	335	170	42.439861
OG0001378	AG-896-C18_AG-896-C18_00092	113	17	97	11	25.384615
OG0001379	AG-447-K09_AG-447-K09_00432	59	7	55	3	16.666666
OG0001380	AG-893-N07_AG-893-N07_00946	151	9	98	42	38.750000
OG0001381	AG-894-O09_AG-894-O09_00364	354	0	326	16	7.909605
OG0001382	AG-900-I19_AG-900-I19_00135	281	4	267	9	6.315790
OG0001383	AG-390-C22_AG-390-C22_00736	489	2	403	47	17.922607
OG0001384	HIMB1490_HIMB1490_00260	132	6	93	35	32.608696
OG0001385	HIMB1506_HIMB1506_00379	133	0	125	6	6.015038
OG0001386	AG-359-O11_AG-359-O11_00037	365	121	290	55	40.329220
OG0001387	AG-426-M05_AG-426-M05_00652	258	228	110	127	77.366257
OG0001388	AG-893-M22_AG-893-M22_00076	310	0	280	14	9.677420
OG0001389	AAA795-A20_AAA795-A20_00811	64	0	58	3	9.375000
OG0001390	HIMB1437_HIMB1437_01203	225	3	196	17	14.035088
OG0001391	AG-447-N18_AG-447-N18_00308	304	142	175	107	60.762333
OG0001392	AAA795-A20_AAA795-A20_00893	258	94	119	118	66.193184
OG0001393	AG-893-L07_AG-893-L07_00717	482	118	85	364	85.833336
OG0001394	AG-892-L05_AG-892-L05_01041	91	24	30	53	73.913040
OG0001395	AG-359-B05_AG-359-B05_01205	130	0	106	16	18.461538
OG0001396	AG-918-E02_AG-918-E02_00518	527	29	458	43	17.625898
OG0001397	HIMB1488_HIMB1488_00458	336	50	320	9	17.098446
OG0001398	LSUCC0530_LSUCC0530_00240	165	76	66	88	72.614105
OG0001399	AG-426-E13_AG-426-E13_00651	72	0	65	3	9.722222
OG0001400	AG-447-L14_AG-447-L14_00109	120	8	119	0	7.031250
OG0001401	HIMB122_HIMB122_00185	112	9	83	27	31.404959
OG0001402	AG-447-N21_AG-447-N21_01205	146	54	61	75	69.500000
OG0001403	HIMB2304_HIMB2304_00694	61	6	56	5	16.417910
OG0001404	AG-913-C03_AG-913-C03_01285	513	64	163	303	71.750435
OG0001405	AG-365-O14_AG-365-O14_00556	109	0	104	3	4.587156
OG0001406	AG-894-B06_AG-894-B06_01124	369	2	350	11	5.660378
OG0001407	HIMB1485_HIMB1485_01218	138	0	108	23	21.739130
OG0001408	AG-892-A22_AG-892-A22_01040	384	1	327	39	15.064935
OG0001409	AG-903-M21_AG-903-M21_00954	293	24	161	102	49.211357
OG0001410	AG-913-N09_AG-913-N09_00093	294	2	216	55	27.027027
OG0001411	AH-287-E08_AH-287-E08_00924	194	77	82	91	69.741699
OG0001412	AG-390-G23_AG-390-G23_00695	281	105	88	173	77.202072
OG0001413	AG-905-O08_AG-905-O08_00803	66	0	50	8	24.242424
OG0001414	AG-414-B08_AG-414-B08_01159	226	0	198	14	12.389380
OG0001415	AG-914-P23_AG-914-P23_01014	146	0	136	6	6.849315
OG0001416	AG-909-G08_AG-909-G08_00980	316	57	73	210	80.428955
OG0001417	AG-390-D02_AG-390-D02_00201	102	1	89	5	13.592233
OG0001418	AG-430-G11_AG-430-G11_00051	196	49	148	25	39.591835
OG0001419	HIMB122_HIMB122_00152	303	30	167	99	49.849850
OG0001420	AG-912-D10_AG-912-D10_00434	98	20	78	10	33.898304
OG0001421	AG-908-L09_AG-908-L09_00895	97	2	76	16	23.232323
OG0001422	AG-390-J21_AG-390-J21_00557	159	133	130	15	55.479450
OG0001423	AH-287-E08_AH-287-E08_00267	34	0	28	4	17.647058
OG0001424	HIMB140_HIMB140_00416	149	4	147	0	3.921569
OG0001425	AG-461-L09_AG-461-L09_01302	48	1	32	10	34.693878
OG0001426	Uisw_121_Uisw_121_00165	110	3	45	50	60.176991
OG0001427	AG-899-J23_AG-899-J23_00388	148	15	82	49	49.693253
OG0001428	HIMB1662_HIMB1662_01509	324	119	208	87	53.047405
OG0001429	HIMB1838_HIMB1838_01173	145	61	59	73	71.359222
OG0001430	HIMB1488_HIMB1488_00054	205	4	177	16	15.311005
OG0001431	HIMB1430_HIMB1430_01554	181	0	176	1	2.762431
OG0001432	HIMB1701_HIMB1701_00406	190	74	142	32	46.212120
OG0001433	AG-333-A04_AG-333-A04_00536	321	2	310	5	4.024768
OG0001434	AG-359-B05_AG-359-B05_01041	390	5	388	2	1.772152
OG0001435	AG-447-E19_AG-447-E19_00912	122	86	120	0	42.307693
OG0001436	AG-430-J04_AG-430-J04_00328	57	5	38	15	38.709679
OG0001437	HIMB1526_HIMB1526_00636	327	3	313	10	5.151515
OG0001438	HIMB122_HIMB122_00403	63	0	60	2	4.761905
OG0001439	AG-422-L15_AG-422-L15_00882	123	107	61	50	73.478264
OG0001440	HIMB1488_HIMB1488_00601	131	27	76	52	51.898735
OG0001441	SAG-MED11_SAG-MED11_00323	346	55	276	46	31.172070
OG0001442	AG-337-D16_AG-337-D16_00738	149	0	148	1	0.671141
OG0001443	AG-365-L04_AG-365-L04_01068	113	0	105	7	7.079646
OG0001444	HIMB1685_HIMB1685_00186	145	0	138	6	4.827586
OG0001445	AG-390-C17_AG-390-C17_00680	299	24	292	4	9.597524
OG0001446	AG-912-L11_AG-912-L11_00530	44	3	36	8	23.404255
OG0001447	AG-390-G13_AG-390-G13_00618	226	1	176	30	22.466961
OG0001448	HIMB1493_HIMB1493_00203	139	43	136	3	25.274725
OG0001449	HIMB1723_HIMB1723_01193	139	12	135	1	10.596026
OG0001450	AG-895-F17_AG-895-F17_00953	328	6	322	5	3.592814
OG0001451	AG-414-O09_AG-414-O09_01161	61	3	54	3	15.625000
OG0001452	AG-430-I18_AG-430-I18_00098	87	2	72	8	19.101124
OG0001453	AG-390-G23_AG-390-G23_00311	163	0	158	2	3.067485
OG0001454	AG-410-K05_AG-410-K05_00594	169	210	85	72	77.572563
OG0001455	AG-915-G13_AG-915-G13_00015	55	3	48	6	17.241379
OG0001456	AG-447-L10_AG-447-L10_01181	267	11	156	87	43.884892
OG0001457	HIMB122_HIMB122_01490	198	0	198	0	0.000000
OG0001458	AG-365-O14_AG-365-O14_00180	63	0	53	8	15.873015
OG0001459	AG-916-N14_AG-916-N14_01284	72	1	55	13	24.657534
OG0001460	AG-918-L21_AG-918-L21_00808	92	25	56	28	52.136753
OG0001461	AG-390-C22_AG-390-C22_00641	323	59	137	158	64.136124
OG0001462	AG-891-N03_AG-891-N03_00490	231	1	198	24	14.655172
OG0001463	AG-892-F15_AG-892-F15_00987	81	1	67	11	18.292683
OG0001464	AG-896-F06_AG-896-F06_00242	371	129	231	111	53.799999
OG0001465	AG-917-M15_AG-917-M15_00081	100	9	90	5	17.431192
OG0001466	AG-422-B15_AG-422-B15_01139	268	62	131	103	60.303032
OG0001467	AG-918-L21_AG-918-L21_01000	67	0	48	17	28.358210
OG0001468	AG-359-C09_AG-359-C09_00442	184	4	165	13	12.234042
OG0001469	AG-909-A17_AG-909-A17_00073	397	78	297	71	37.473682
OG0001470	HIMB1456_HIMB1456_01085	106	35	49	48	65.248230
OG0001471	AG-913-C03_AG-913-C03_01286	88	3	53	23	41.758244
OG0001472	AG-414-O11_AG-414-O11_00190	124	12	47	64	65.441177
OG0001473	BACL5_MAG-121015-bin10_BACL5_MAG-121015-bin10_01239	49	57	19	26	82.075470
OG0001474	AG-917-D09_AG-917-D09_01257	60	12	29	23	59.722221
OG0001475	HIMB1623_HIMB1623_01384	119	17	105	8	22.794117
OG0001476	AG-359-B05_AG-359-B05_00733	50	1	36	12	29.411764
OG0001477	AG-917-M15_AG-917-M15_01148	133	44	67	51	62.146893
OG0001478	AG-896-L20_AG-896-L20_00697	75	12	37	27	57.471264
OG0001479	AG-447-E19_AG-447-E19_00316	527	119	430	76	33.436531
OG0001480	HIMB1490_HIMB1490_00875	237	61	181	39	39.261745
OG0001481	AG-908-C18_AG-908-C18_00915	236	0	221	9	6.355932
OG0001482	AG-892-F02_AG-892-F02_00114	165	6	164	1	4.093567
OG0001483	AG-899-O04_AG-899-O04_00593	150	1	150	0	0.662252
OG0001484	MED602_MED602_00701	220	117	43	155	87.240356
OG0001485	AG-447-N18_AG-447-N18_00653	181	5	61	103	67.204300
OG0001486	AG-898-C07_AG-898-C07_01135	434	26	259	139	43.695652
OG0001487	HIMB1492_HIMB1492_00803	72	0	71	0	1.388889
OG0001488	AG-912-L11_AG-912-L11_01309	65	8	30	33	58.904110
OG0001489	HIMB1559_HIMB1559_00547	730	10	708	12	4.324324
OG0001490	AG-918-K09_AG-918-K09_01212	404	49	327	68	27.814569
OG0001491	AG-892-F02_AG-892-F02_00997	50	15	25	20	61.538460
OG0001492	AAA795-A20_AAA795-A20_00173	302	1	298	1	1.650165
OG0001493	AG-359-G17_AG-359-G17_00086	56	0	52	2	7.142857
OG0001494	SAG-MED06_SAG-MED06_00597	38	4	13	18	69.047623
OG0001495	HIMB083_HIMB083_01210	101	0	87	13	13.861386
OG0001496	HIMB1526_HIMB1526_00677	150	0	95	40	36.666668
OG0001497	AG-916-M15_AG-916-M15_00692	176	22	78	78	60.606060
OG0001498	AG-911-G03_AG-911-G03_01080	115	19	33	70	75.373131
OG0001499	AG-422-G03_AG-422-G03_00785	265	181	113	130	74.663673
OG0001500	AG-918-G22_AG-918-G22_01303	288	140	143	129	66.588783
OG0001501	AG-359-G17_AG-359-G17_00625	290	52	287	2	16.081871
OG0001502	Uisw_113_Uisw_113_00922	440	51	196	201	60.081467
OG0001503	AG-920-L07_AG-920-L07_00824	117	4	100	11	17.355371
OG0001504	AH-287-G05_AH-287-G05_01170	87	3	23	49	74.444443
OG0001505	HIMB1485_HIMB1485_01236	410	0	407	3	0.731707
OG0001506	AAA795-A20_AAA795-A20_01207	261	27	239	12	17.013889
OG0001507	ARS1_ARS1_00314	520	41	212	249	62.210339
OG0001508	SAG-MED15_SAG-MED15_00601	157	23	64	69	64.444443
OG0001509	AG-891-O15_AG-891-O15_00788	408	60	89	284	80.982903
OG0001510	Uisw_116_Uisw_116_00170	280	27	73	178	76.221497
OG0001511	HIMB1437_HIMB1437_01054	93	0	71	12	23.655914
OG0001512	HIMB1573_HIMB1573_01478	282	86	280	1	23.913044
OG0001513	AG-390-J21_AG-390-J21_00070	141	28	50	84	70.414200
OG0001514	AG-891-G02_AG-891-G02_01105	36	43	18	16	77.215187
OG0001515	AG-430-A11_AG-430-A11_00378	146	27	126	16	27.167629
OG0001516	HIMB1526_HIMB1526_00510	183	1	118	46	35.869564
OG0001517	AG-894-C14_AG-894-C14_01144	62	2	41	19	35.937500
OG0001518	AG-410-L19_AG-410-L19_00976	159	11	87	53	48.823528
OG0001519	AG-359-B05_AG-359-B05_01023	63	0	63	0	0.000000
OG0001520	HIMB1430_HIMB1430_00120	229	0	228	1	0.436681
OG0001521	AG-457-B14_AG-457-B14_00865	47	6	24	17	54.716980
OG0001522	AG-893-L13_AG-893-L13_00409	212	96	63	139	79.545456
OG0001523	AG-891-A05_AG-891-A05_01214	110	29	93	10	33.093525
OG0001524	AG-337-C19_AG-337-C19_00945	202	50	51	137	79.761902
OG0001525	AG-359-M21_AG-359-M21_00124	45	0	41	2	8.888889
OG0001526	AG-919-I13_AG-919-I13_01122	84	4	68	13	22.727272
OG0001527	AG-359-C09_AG-359-C09_00466	316	9	315	1	3.076923
OG0001528	AG-891-A05_AG-891-A05_01278	219	3	213	1	4.054054
OG0001529	AG-426-E13_AG-426-E13_00314	121	0	121	0	0.000000
OG0001530	Uisw_130_Uisw_130_00163	32	5	10	19	72.972977
OG0001531	AG-430-F16_AG-430-F16_00025	156	7	62	75	61.963192
OG0001532	AG-359-G17_AG-359-G17_00772	450	0	449	1	0.222222
OG0001533	HIMB1485_HIMB1485_01299	404	49	397	3	12.362031
OG0001534	HIMB122_HIMB122_00775	68	0	68	0	0.000000
OG0001535	HIMB140_HIMB140_00944	109	0	108	0	0.917431
OG0001536	SP27_SP27_00820	292	172	54	216	88.362068
OG0001537	HIMB1483_HIMB1483_00659	192	5	147	37	25.380711
OG0001538	AAA795-D22_AAA795-D22_00127	153	3	136	10	12.820513
OG0001539	AG-426-F15_AG-426-F15_00915	110	3	42	56	62.831860
OG0001540	AG-916-E17_AG-916-E17_01018	363	14	235	91	37.665783
OG0001541	AG-414-O11_AG-414-O11_01069	48	0	45	3	6.250000
OG0001542	AG-422-B15_AG-422-B15_00409	192	87	71	103	74.551971
OG0001543	AG-390-O04_AG-390-O04_00590	322	131	139	161	69.315674
OG0001544	AG-447-M10_AG-447-M10_01051	209	4	189	12	11.267606
OG0001545	AG-422-B15_AG-422-B15_00725	422	19	241	142	45.351475
OG0001546	AG-898-P13_AG-898-P13_01087	251	57	77	148	75.000000
OG0001547	HIMB122_HIMB122_01406	139	19	137	2	13.291140
OG0001548	AG-404-P13_AG-404-P13_00340	80	0	69	7	13.750000
OG0001549	AG-333-K06_AG-333-K06_01028	101	2	85	9	17.475729
OG0001550	AG-908-L09_AG-908-L09_00960	239	0	226	6	5.439331
OG0001551	AG-893-J08_AG-893-J08_00033	282	303	169	88	71.111115
OG0001552	AH-321-D17_AH-321-D17_00085	243	6	152	74	38.955822
OG0001553	AG-899-O04_AG-899-O04_00165	164	0	163	1	0.609756
OG0001554	AG-894-F15_AG-894-F15_00037	165	0	150	10	9.090909
OG0001555	AG-430-E20_AG-430-E20_00836	275	80	266	5	25.070423
OG0001556	AG-447-M05_AG-447-M05_01117	151	24	79	54	54.857143
OG0001557	AG-914-N11_AG-914-N11_00341	150	25	133	14	24.000000
OG0001558	HIMB122_HIMB122_00984	142	2	142	0	1.388889
OG0001559	HIMB1485_HIMB1485_00789	453	5	431	16	5.895196
OG0001560	HIMB140_HIMB140_00705	183	22	181	2	11.707317
OG0001561	AG-916-G19_AG-916-G19_00140	320	136	183	110	59.868420
